author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
АльфаСтройИнвест;developer;https://rostov.cian.ru/sale/flat/303696386/;Москва и МО;sale;flat;10;15;1;35.9;5026000;Советский;проспект Маршала Жукова;18/1;;Gray
Объединение Застройщиков;representative_developer;https://rostov.cian.ru/sale/flat/297678606/;Москва и МО;sale;flat;11;20;1;36.61;5000000;Первомайский; Студенческая;8;;Новый Сельмаш
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/303512079/;Москва и МО;sale;flat;20;20;1;40.0;5029640;Железнодорожный; Артамонова;34Ж;;Волна-1
Лариса Лелеко;realtor;https://omsk.cian.ru/sale/flat/299776471/;Москва и МО;sale;flat;8;9;1;43.3;5100000;Кировский;Звездная ;6к1;;
ИНГРУПП;developer;https://perm.cian.ru/sale/flat/291315511/;Москва и МО;sale;flat;3;16;1;36.1;5157000;;;;;LOQO
ТДСК;developer;https://kemerovo.cian.ru/sale/flat/302076614/;Москва и МО;sale;flat;1;10;1;42.98;5200580;Заводский;Южный мкр;;;Весна ЖК
СК10;developer;https://rostov.cian.ru/sale/flat/303044921/;Москва и МО;sale;flat;22;25;1;42.18;5230000;Советский;;;;Малина парк
ID 123165282;homeowner;https://novorossiysk.cian.ru/sale/flat/308428583/;Москва и МО;sale;flat;4;10;1;31.7;5200000;мкр. Приморский;Кутузовская ;117;;Надежда
Созвездие Недвижимости;real_estate_agent;https://spb.cian.ru/sale/flat/291680220/;Москва и МО;sale;flat;4;5;1;30.8;5250000;Красногвардейский; Маршала Тухачевского;1;Ладожская;
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/300194457/;Москва и МО;sale;flat;1;23;1;37.26;5280000;;;;;Жилой район 
Татьяна Фомовская;realtor;https://kaliningrad.cian.ru/sale/flat/307361207/;Москва и МО;sale;flat;3;6;1;44.4;5400000;Центральный; Белинского;44;;
Родные берега;developer;https://irkutsk.cian.ru/sale/flat/300730586/;Москва и МО;sale;flat;5;19;1;26.93;5439860;Октябрьский;Дальневосточная ;46А;;SALUT
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/306759737/;Москва и МО;sale;flat;4;11;1;43.5;5450000;Советский;Авиаторская ;1б;;
Альянс Московский Дом;official_representative;https://kaluga.cian.ru/sale/flat/305484392/;Москва и МО;sale;flat;2;10;1;41.0;5500000;Октябрьский;Хрустальная ;60Б;;по ул. Хрустальная 60Б
ПИК;developer;https://vladivostok.cian.ru/sale/flat/300765986/;Москва и МО;sale;flat;7;28;1;32.8;5500986;Первомайский;;;;Борисенко 48 ЖК
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294667539/;Москва и МО;sale;flat;16;24;1;41.44;5503646;мкр. РИП;Российская ;;;Гулливер
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/288304612/;Москва и МО;sale;flat;1;24;1;30.8;5513200;Прикубанский; Имени Героя Георгия Бочарникова;2;;Улыбка
Самолет Плюс Чебоксары;real_estate_agent;https://cheboksary.cian.ru/sale/flat/288755452/;Москва и МО;sale;flat;7;9;1;43.0;5600000;Ленинский;Ярмарочная ;12;;ул. Ярмарочная, поз.26
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/297267322/;Москва и МО;sale;flat;21;24;1;38.5;5940000;Центральный; Ханпаши Нурадилова;7;;Волгоград-Сити
ID 102781996;homeowner;https://tolyatti.cian.ru/sale/flat/306608516/;Москва и МО;sale;flat;5;10;1;55.4;5980000;Автозаводский; 40 лет Победы;48;;
Объединение Застройщиков;representative_developer;https://rostov.cian.ru/sale/flat/300120616/;Москва и МО;sale;flat;4;7;1;37.56;5900000;Кировский;Автобусный переулок;2с1;;Ахтарский
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/288551063/;Москва и МО;sale;flat;21;23;1;40.7;5975640;;;;;Отражение
Вита;real_estate_agent;https://spb.cian.ru/sale/flat/307844310/;Москва и МО;sale;flat;1;9;1;40.4;5900000;Новоселье городской поселок; Центральная;10к1;;Эпсилон
ПСК-6;developer;https://ufa.cian.ru/sale/flat/299143815/;Москва и МО;sale;flat;4;34;1;38.17;6145370;Советский;лит1;лит1;;Космос ЖК
Объединение Застройщиков;representative_developer;https://voronezh.cian.ru/sale/flat/300477967/;Москва и МО;sale;flat;25;25;1;43.0;6134400;Ленинский;Краснознаменная ;57/5;;Высота
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/293660613/;Москва и МО;sale;flat;9;9;1;44.1;6253380;Прикубанский; Даниила Смоляна;65к2;;Южане
ПИК;developer;https://novorossiysk.cian.ru/sale/flat/301049944/;Москва и МО;sale;flat;9;15;1;34.7;6225180;мкр. Южный; Мурата Ахеджака;5к1;;Черноморский 2
ВИРА;developer;https://samara.cian.ru/sale/flat/292571841/;Москва и МО;sale;flat;2;23;1;32.3;6330800;Октябрьский; Санфировой;101;Спортивная;Капитал
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/308744676/;Москва и МО;sale;flat;3;5;1;36.1;6400000;Пушкинский; Кокколевская;6;Купчино;Трио
Винсент Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/292571485/;Москва и МО;sale;flat;10;19;1;18.0;6450000;Хостинский; Ясногорская;;;Кислород
ФЛИП;real_estate_agent;https://spb.cian.ru/sale/flat/307699944/;Москва и МО;sale;flat;8;15;1;39.2;6600000;Приморский;проспект Авиаконструкторов;16к1;Комендантский проспект;
Третий Трест;developer;https://ufa.cian.ru/sale/flat/294535423/;Москва и МО;sale;flat;6;26;1;26.31;6709050;Советский;Революционная ;98/4;;Edison
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/308285366/;Москва и МО;sale;flat;14;15;1;35.3;6800000;;бульвар Петровский;7;Девяткино;Ласточка
Адресат;real_estate_agent;https://volgograd.cian.ru/sale/flat/300749436/;Москва и МО;sale;flat;11;16;1;43.8;6800000;Центральный;Бакинская ;2;;Арбат
Тройка;developer;https://kazan.cian.ru/sale/flat/298143426/;Москва и МО;sale;flat;5;5;1;36.5;6876007;с. Сокуры; Березовая;3;;Волшебный сад
СД ГРУПП;developer;https://blagoveschensk.cian.ru/sale/flat/303433540/;Москва и МО;sale;flat;10;19;1;25.39;7000000;;;;;Амур Сити
Девелопмент-Юг;real_estate_agent;https://krasnodar.cian.ru/sale/flat/301508458/;Москва и МО;sale;flat;10;16;1;43.5;7300000;мкр. Фестивальный;проспект Константина Образцова;6/1;;
СОВА - Недвижимость Сургут;real_estate_agent;https://surgut.cian.ru/sale/flat/308579205/;Москва и МО;sale;flat;17;21;1;57.2;7500000;мкр. 19-й;Университетская ;9;;
Камбер;developer;https://krasnodar.cian.ru/sale/flat/276696696/;Москва и МО;sale;flat;19;23;1;49.2;7510183;мкр. Черемушки; Селезнева;104/1;;Дом у озера
АРСЕНАЛ;developer;https://nn.cian.ru/sale/flat/298036169/;Москва и МО;sale;flat;7;10;1;42.4;7651996;Нижегородский;Деловая ;22;Горьковская;Облака
ФСК;developer;https://vladivostok.cian.ru/sale/flat/300019564/;Москва и МО;sale;flat;9;22;1;35.8;7855093;Первореченский; Адмирала Горшкова;5;;Флагман
Алексей Шнейдер;realtor;https://ekb.cian.ru/sale/flat/307918632/;Москва и МО;sale;flat;14;25;1;39.4;7990000;; Циолковского;29Е;Чкаловская;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300752927/;Москва и МО;sale;flat;4;10;1;37.67;7948370;;;;;Дома у Сада. Квартал-сад
РусСтройГруп;developer;https://kaluga.cian.ru/sale/flat/279872453/;Москва и МО;sale;flat;4;5;1;57.64;8050000;Обнинск;Белкинская ;12;;Belkin
Кассиопея;real_estate_agent;https://stavropol.cian.ru/sale/flat/305600355/;Москва и МО;sale;flat;5;8;1;46.0;8199999;Пятигорск;Московская ;97;;
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/303256682/;Москва и МО;sale;flat;15;26;1;33.0;8300000;Калининский;Учительская ;18к1;Гражданский проспект;
Century 21;real_estate_agent;https://spb.cian.ru/sale/flat/304118156/;Москва и МО;sale;flat;12;24;1;31.4;8300000;Приморский; Плесецкая;10;Комендантский проспект;Полис на Комендантском
ID 6341038;homeowner;https://nn.cian.ru/sale/flat/308922583/;Москва и МО;sale;flat;5;5;1;48.1;8300000;Автозаводский;Молодежный проспект;12Б;Парк культуры;
Новые Границы;real_estate_agent;https://krym.cian.ru/sale/flat/283996874/;Москва и МО;sale;flat;4;9;1;38.6;8500000;Алушта; Октябрьская;65;;
ПСК-6;developer;https://ufa.cian.ru/sale/flat/299143694/;Москва и МО;sale;flat;33;34;1;39.7;8575200;Советский;лит1;лит1;;Космос ЖК
СтроиТЭК;developer;https://ufa.cian.ru/sale/flat/298057882/;Москва и МО;sale;flat;4;24;1;46.1;8759000;Октябрьский;;;;Аурум ЖК
Реал Инвест;real_estate_agent;https://sochi.cian.ru/sale/flat/289942058/;Москва и МО;sale;flat;6;19;1;25.8;8880000;Хостинский; Ясногорская;16/6к5;;Сочи Парк
ЭЦН;real_estate_agent;https://spb.cian.ru/sale/flat/297815603/;Москва и МО;sale;flat;5;22;1;32.8;8800000;Невский;Октябрьская набережная;44;Улица Дыбенко;Полис на Неве
Объединение Застройщиков;representative_developer;https://anapa.cian.ru/sale/flat/300174864/;Москва и МО;sale;flat;3;5;1;36.6;8967000;;;;;Гостиничный комплекс ЭДЕН
Семья;developer;https://krasnodar.cian.ru/sale/flat/300478722/;Москва и МО;sale;flat;10;24;1;35.9;9046800;мкр. Табачная фабрика;Колхозная ;5к6;;Все свои Vip
Гамма;developer;https://anapa.cian.ru/sale/flat/280803694/;Москва и МО;sale;flat;9;15;1;40.2;9246000;;;;;18/3
Сибирь Девелопмент;developer;https://novosibirsk.cian.ru/sale/flat/284461687/;Москва и МО;sale;flat;20;25;1;45.5;9241800;Заельцовский;Овражная ;2А;Заельцовская;Тайм Сквер
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301906750/;Москва и МО;sale;flat;3;23;1;52.78;9794300;мкр. Аврора; Шоссе Нефтяников;18к4;;Краснодар сити
Мегаполис;developer;https://perm.cian.ru/sale/flat/297146972/;Москва и МО;sale;flat;4;9;1;35.6;9902247;Ленинский;;;;Дом на Советской
УЗЭМИК;developer;https://ufa.cian.ru/sale/flat/293882647/;Москва и МО;sale;flat;25;25;1;45.9;9867700;Советский; Пархоменко;156Г;;Видинеевский
ID 73420574;unknown;https://spb.cian.ru/sale/flat/307854793/;Москва и МО;sale;flat;20;26;1;41.3;10000000;Приморский; Репищева;10к2;Комендантский проспект;Репка
Объединение Застройщиков;representative_developer;https://anapa.cian.ru/sale/flat/297712998/;Москва и МО;sale;flat;10;16;1;43.0;10320000;;;;;Два Адмирала
Каскад;developer;https://anapa.cian.ru/sale/flat/295995766/;Москва и МО;sale;flat;10;16;1;43.0;10320000;;;;;Два Адмирала
Объединение Застройщиков;representative_developer;https://rostov.cian.ru/sale/flat/297678558/;Москва и МО;sale;flat;4;24;1;61.76;11121000;Октябрьский;Буденновский проспект;77;;Сквер
ЕкатеринодарИнвест-Строй;developer;https://krasnodar.cian.ru/sale/flat/294670915/;Москва и МО;sale;flat;12;17;1;43.0;11398440;;;;;Екатерининский парк
Самолет Плюс Чебоксары;real_estate_agent;https://cheboksary.cian.ru/sale/flat/291722785/;Москва и МО;sale;flat;17;17;1;78.6;11500000;Калининский; Калинина;25;;
ЛСР Санкт-Петербург;developer;https://spb.cian.ru/sale/flat/299095622/;Москва и МО;sale;flat;6;12;1;38.1;11567160;Красногвардейский;Партизанская ;5Д;Ладожская;ЛСР. Большая Охта
Vitamin realty;real_estate_agent;https://sochi.cian.ru/sale/flat/267710402/;Москва и МО;sale;flat;1;5;1;31.5;12000000;Сочи;Таврическая ;7к1;;
МАРМАКС;developer;https://ryazan.cian.ru/sale/flat/288362465/;Москва и МО;sale;flat;5;8;1;51.95;13091400;Советский;;;;Медный ЖК
Винсент Недвижимость. комплексное сопровождение сделки.;real_estate_agent;https://sochi.cian.ru/sale/flat/308010492/;Москва и МО;sale;flat;5;10;1;34.0;13700000;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/270412823/;Москва и МО;sale;flat;6;16;1;62.0;14000000;мкр. Центральный; Буденного;129;;Центральный
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/307809870/;Москва и МО;sale;flat;23;25;1;39.0;14250000;Западный;Дальняя ;8к2;;Тургенев
Дом под пальмой;real_estate_agent;https://sochi.cian.ru/sale/flat/306459542/;Москва и МО;sale;flat;5;7;1;33.2;14700000;Адлерский;Адлер жилрайон;;;Olivia ЖК
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308554033/;Москва и МО;sale;flat;4;13;1;32.0;14800000;Сириус пгт; Акаций;34к2;;Фрукты
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303947948/;Москва и МО;sale;flat;2;5;1;45.47;15914500;Вахитовский;;;Кремлёвская;Дом на Исхаки ЖК
Андор;developer;https://nn.cian.ru/sale/flat/295730930/;Москва и МО;sale;flat;2;6;1;47.08;18380000;Нижегородский;;;Горьковская;Приоритет ЖК
К8 Комплексный девелопмент;developer;https://kaliningrad.cian.ru/sale/flat/265960292/;Москва и МО;sale;flat;2;7;1;64.7;19690345;Московский;Октябрьская ;12;;Рыбная деревня
ЮГ;representative_developer;https://anapa.cian.ru/sale/flat/295199856/;Москва и МО;sale;flat;1;7;1;58.9;20296329;Анапа;шоссе Симферопольское;58к2;;Европа
ПСК-6;developer;https://ufa.cian.ru/sale/flat/299760922/;Москва и МО;sale;flat;4;25;1;205.1;25756000;Октябрьский; 50 лет СССР;34;;Статус
ИП Бойко И. А.;representative_developer;https://sochi.cian.ru/sale/flat/283163186/;Москва и МО;sale;flat;22;28;1;182.3;300795000;Хостинский;Курортный проспект;108;;Сан Сити
Первое Городское Бюро Недвижимости;real_estate_agent;https://orenburg.cian.ru/sale/flat/302107328/;Москва и МО;sale;flat;1;2;1;30.6;850000;;;;;
Мегаполис;real_estate_agent;https://kaluga.cian.ru/sale/flat/305299256/;Москва и МО;sale;flat;5;5;1;12.8;1330000;Обнинск;проспект Ленина;81;;
Самолет Плюс Йошкар-Ола;real_estate_agent;https://yoshkar-ola.cian.ru/sale/flat/296317372/;Москва и МО;sale;flat;2;5;1;16.7;2100000;Йошкар-Ола;Первомайская ;107;;
Триумф;developer;https://ryazan.cian.ru/sale/flat/279046879/;Москва и МО;sale;flat;9;10;1;31.07;2546460;Рыбное; Перспективная;15;;Аист
ID 408163;unknown;https://tver.cian.ru/sale/flat/299561141/;Москва и МО;sale;flat;1;10;1;33.2;2749000;Заволжский; Паши Савельевой;52к2;;
СТС-ГРУПП;developer;https://orel.cian.ru/sale/flat/303081964/;Москва и МО;sale;flat;10;18;1;33.71;2828269;с. Старцево;Колледжская ;3;;Лидер
СТРОЙИНВЕСТ;real_estate_agent;https://orekhovo-zuyevo.cian.ru/sale/flat/297990549/;Москва и МО;sale;flat;3;5;1;30.1;2850000;д. Давыдово; Заводская;2;;
Инстеп;developer;https://kursk.cian.ru/sale/flat/301348188/;Москва и МО;sale;flat;13;17;1;25.73;2933220;;;;;Инстеп.Сити
Премьера;developer;https://ulyanovsk.cian.ru/sale/flat/302324474/;Москва и МО;sale;flat;13;14;1;26.98;2931107;Засвияжский;пос. УКСМ;;;Премьера на УКСМ ЖК
Елена Поникарова;realtor;https://yaroslavl.cian.ru/sale/flat/304392068/;Москва и МО;sale;flat;1;9;1;37.6;2950000;Фрунзенский; 1-я Тормозная;59;;
ТСН Владис;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/305185902/;Москва и МО;sale;flat;4;4;1;30.1;3200000;;Западная ;28;Щёлковская;
КОМОССТРОЙ;developer;https://izhevsk.cian.ru/sale/flat/281643679/;Москва и МО;sale;flat;1;17;1;33.4;3235000;Ленинский;Строитель жилрайон;;;Нео ЖК
Стройпромсервис;developer;https://ryazan.cian.ru/sale/flat/303812689/;Москва и МО;sale;flat;6;18;1;30.69;3253140;;;;;Новые горизонты
РиэлтСтройком;representative_developer;https://chelyabinsk.cian.ru/sale/flat/303584488/;Москва и МО;sale;flat;1;10;1;35.75;3332043;;;;;Экорайон Вишневая горка
Внешстрой;developer;https://tula.cian.ru/sale/flat/297445810/;Москва и МО;sale;flat;1;17;1;33.9;3467970;;;;;АВИОН
ОРЕЛ-РИЕЛТ;real_estate_agent;https://orel.cian.ru/sale/flat/302546811/;Москва и МО;sale;flat;7;9;1;40.5;3570000;Железнодорожный; Льва Толстого;21;;
Домарт;developer;https://kaliningrad.cian.ru/sale/flat/297955399/;Москва и МО;sale;flat;1;9;1;35.73;3689830;Центральный;Александра Космодемьянского мкр;;;Танго ЖК
Владимир Щёкин;realtor;https://saratov.cian.ru/sale/flat/307304849/;Москва и МО;sale;flat;10;10;1;40.26;3700000;Волжский;Весенняя ;1;;
Новый Метр;real_estate_agent;https://novgorod.cian.ru/sale/flat/306634816/;Москва и МО;sale;flat;2;9;1;39.0;3890000;Великий Новгород; Кочетова;14к2;;
ID 86144819;unknown;https://kolomna.cian.ru/sale/flat/306385965/;Москва и МО;sale;flat;3;3;1;40.7;3900000;мкр. Щурово;Коммунальная ;18А;;На Коммунальной
ID 12876723;representative_developer;https://penza.cian.ru/sale/flat/292322677/;Москва и МО;sale;flat;1;21;1;43.67;3930300;с. Засечное; Олимпийская;9;;Петровский квартал
Магазин новостроек;representative_developer;https://maykop.cian.ru/sale/flat/265191954/;Москва и МО;sale;flat;5;5;1;41.2;3914000;Новая Адыгея аул; Бжегокайская;90/2к13;;Мега
Строительный трест;developer;https://kaliningrad.cian.ru/sale/flat/294927923/;Москва и МО;sale;flat;1;5;1;37.3;3991100;;;;;RiverPark
Магазин новостроек;representative_developer;https://maykop.cian.ru/sale/flat/300739106/;Москва и МО;sale;flat;8;16;1;31.44;3970000;Новая Адыгея аул; Береговая;2/8;;Прима
Мегаполис;developer;https://perm.cian.ru/sale/flat/297939541/;Москва и МО;sale;flat;2;6;1;32.2;4025689;Кировский;Магистральная ;86Б;;Sreda
УЮТ;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308752991/;Москва и МО;sale;flat;5;5;1;33.3;4050000;Малаховка рп; Калинина;29/3Б;;
Мегаполис;developer;https://perm.cian.ru/sale/flat/289976004/;Москва и МО;sale;flat;15;19;1;32.1;4193445;Мотовилихинский;Кузнецкая ;43В;;ПЯТНИЦА
Строительный трест;developer;https://kaliningrad.cian.ru/sale/flat/296383359/;Москва и МО;sale;flat;8;8;1;31.8;4181700;Центральный;;;;Дом на Красной ЖК
Reliz Студия недвижимости;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/297455907/;Москва и МО;sale;flat;1;5;1;30.4;4200000;Наро-Фоминск; Шибанкова;52;;
ID 123141716;homeowner;https://ramenskoye.cian.ru/sale/flat/308421090/;Москва и МО;sale;flat;3;5;1;33.5;4200000;Ильинский рп; Октябрьская;57к2;;
Премьера;developer;https://ulyanovsk.cian.ru/sale/flat/295200321/;Москва и МО;sale;flat;11;12;1;34.97;4218249;Заволжский;Новый Город мкр;;;Оригами ЖК
Хочу квартиру;real_estate_agent;https://kemerovo.cian.ru/sale/flat/304380087/;Москва и МО;sale;flat;13;16;1;32.4;4250000;Заводский;Пролетарская ;29;;Кузнецкий
Ирина Иванова;realtor;https://saratov.cian.ru/sale/flat/308498696/;Москва и МО;sale;flat;8;10;1;40.0;4250000;Заводской; Имени Николая Сдобнова;5;;Апельсин
Самолет Плюс;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/299381092/;Москва и МО;sale;flat;3;5;1;31.2;4300000;;;;;
Светлана Тарасова;realtor;https://khimki.cian.ru/sale/flat/302356772/;Москва и МО;sale;flat;3;4;1;34.5;4300000;;;;;
Калининградский Строительный Концерн;developer;https://kaliningrad.cian.ru/sale/flat/261343867/;Москва и МО;sale;flat;1;9;1;33.5;4321500;Московский;Тихорецкая ;16к2;;Левада
ID 12876723;representative_developer;https://penza.cian.ru/sale/flat/289190332/;Москва и МО;sale;flat;2;16;1;47.14;4336880;Железнодорожный; Измайлова;41Б;;СИТИ КВАРТАЛ на Измайлова
Риэлт-Финанс Новостройки;representative_developer;https://kaliningrad.cian.ru/sale/flat/300405910/;Москва и МО;sale;flat;3;4;1;40.18;4309305;Московский;Тбилисская ;5;;Olivia
Центральное;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/306183522/;Москва и МО;sale;flat;3;3;1;31.5;4370000;;;20;Панки;
Kingsman Elite Estate;real_estate_agent;https://saratov.cian.ru/sale/flat/308179297/;Москва и МО;sale;flat;2;6;1;32.0;4350000;Кировский; Имени И.Н. Посадского;320;;
Премьера;developer;https://ulyanovsk.cian.ru/sale/flat/303393326/;Москва и МО;sale;flat;8;14;1;37.08;4360608;Заволжский;;11;;ЭкоСити ЖК
Железно;developer;https://ulyanovsk.cian.ru/sale/flat/303784666/;Москва и МО;sale;flat;1;9;1;41.0;4360315;Заволжский;Новый Город мкр;;;Улла ЖК
NONAMEGROUP;developer;https://izhevsk.cian.ru/sale/flat/300295040/;Москва и МО;sale;flat;1;17;1;36.7;4460060;Первомайский;;;;Леонов Дом Героев ЖК
Алексей Кирдеев;realtor;https://ivanteyevka.cian.ru/sale/flat/303910539/;Москва и МО;sale;flat;5;9;1;37.7;4500000;Ивантеевка; Толмачева;4А;;
Этажи Москва;real_estate_agent;https://golitsyno.cian.ru/sale/flat/307125194/;Москва и МО;sale;flat;2;5;1;30.2;4550000;;проспект Керамиков;88;Крёкшино;
Стрижи;developer;https://novosibirsk.cian.ru/sale/flat/303023509/;Москва и МО;sale;flat;2;12;1;28.0;4550000;Калининский; Декоративный Питомник;16/4;Заельцовская;Дежнёв
Ваш выбор;developer;https://volgograd.cian.ru/sale/flat/301037246/;Москва и МО;sale;flat;1;10;1;41.0;4643000;Краснооктябрьский;Варшавская ;4;;Мишино
РСГ-Академическое;developer;https://ekb.cian.ru/sale/flat/299149824/;Москва и МО;sale;flat;10;31;1;32.47;4650000;;;;Чкаловская;Спутник-1
Иллидиум;developer;https://tver.cian.ru/sale/flat/256831845/;Москва и МО;sale;flat;16;16;1;51.89;4670100;Пролетарский; Ткача;5;;Шоколад
ТСН Владис;real_estate_agent;https://shchyolkovo.cian.ru/sale/flat/308293805/;Москва и МО;sale;flat;4;5;1;37.9;4700000;; Комарова;13;Щёлковская;
Аквилон;developer;https://arhangelsk.cian.ru/sale/flat/302974946/;Москва и МО;sale;flat;1;9;1;37.28;4747386;Северодвинск; Мира;5;;Аквилон Ostrov
Партнер;developer;https://tyumen.cian.ru/sale/flat/297836323/;Москва и МО;sale;flat;3;4;1;32.0;4750000;с. Ембаево; Бульварная;;;Ритмы
Владимир Щёкин;realtor;https://saratov.cian.ru/sale/flat/306893805/;Москва и МО;sale;flat;4;10;1;38.3;4800000;Октябрьский;Шелковичная ;20/28;;
ID 77687775;homeowner;https://stavropol.cian.ru/sale/flat/308957887/;Москва и МО;sale;flat;3;10;1;40.0;4800000;Октябрьский;Федеральная ;16;;
Сити Ярославль;developer;https://yaroslavl.cian.ru/sale/flat/284233865/;Москва и МО;sale;flat;2;24;1;51.3;4819500;Красноперекопский;Московский проспект;78;;Ярославль Сити
ART Group;developer;https://maykop.cian.ru/sale/flat/301216389/;Москва и МО;sale;flat;2;16;1;31.44;4810000;Новая Адыгея аул; Береговая;2/8;;Прима
ID 111927329;homeowner;https://kaluga.cian.ru/sale/flat/296994580/;Москва и МО;sale;flat;9;9;1;51.0;4950000;Малоярославец;Звездная ;14/1;;Звезда
Этажи Москва;real_estate_agent;https://dedovsk.cian.ru/sale/flat/308520391/;Москва и МО;sale;flat;4;5;1;34.0;5000000;; 1-я Волоколамская;75Б;Нахабино;
ID 123100046;homeowner;https://saratov.cian.ru/sale/flat/308354945/;Москва и МО;sale;flat;2;19;1;40.0;5099000;Кировский; Имени К.П. Панченко;9;;На Топольчанской
Железно;developer;https://kirov.cian.ru/sale/flat/301207433/;Москва и МО;sale;flat;4;8;1;36.0;5092224;Ленинский;;;;Знак ЖК
Железно;developer;https://kirov.cian.ru/sale/flat/303491954/;Москва и МО;sale;flat;3;9;1;37.0;5089296;Ленинский; 4-й Пятилетки;82;;Зарядное
Формула;real_estate_agent;https://tyumen.cian.ru/sale/flat/308789627/;Москва и МО;sale;flat;7;9;1;45.03;5121000;Калининский; Ильи Кургузова;6;;Гранд Квартал
Железно;developer;https://kirov.cian.ru/sale/flat/303491927/;Москва и МО;sale;flat;6;9;1;36.0;5113668;Ленинский; 4-й Пятилетки;82;;Зарядное
Димона;real_estate_agent;https://orenburg.cian.ru/sale/flat/308834671/;Москва и МО;sale;flat;11;17;1;39.5;5190000;Дзержинский; Автомобилистов;2Д;;
Экспресс-недвижимость;real_estate_agent;https://ramenskoye.cian.ru/sale/flat/295722466/;Москва и МО;sale;flat;1;5;1;31.1;5150000;Западный; Кирова;5;Фабричная;
Самолет Плюс;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/302248687/;Москва и МО;sale;flat;3;5;1;34.1;5190000;Наро-Фоминск; Бобруйская;5;;
ТСН Владис;real_estate_agent;https://pushkino.cian.ru/sale/flat/306896948/;Москва и МО;sale;flat;9;9;1;30.0;5200000;;;57;Медведково;
45-й Квартал;developer;https://ekb.cian.ru/sale/flat/300277870/;Москва и МО;sale;flat;3;4;1;32.84;5200000;Ленинский;;;Чкаловская;Твоя Привилегия ЖК
ID 105760738;homeowner;https://zhukovsky.cian.ru/sale/flat/304204150/;Москва и МО;sale;flat;9;10;1;32.8;5200000;; Левченко;1;Отдых;
ПИК;developer;https://kaluga.cian.ru/sale/flat/296373888/;Москва и МО;sale;flat;22;23;1;35.3;5391016;;;;;Парковый квартал
Северная Компания;developer;https://ryazan.cian.ru/sale/flat/303641760/;Москва и МО;sale;flat;21;24;1;38.33;5412240;Советский;Совхозная ;6;;Мартовский
Z-town;developer;https://voronezh.cian.ru/sale/flat/289900051/;Москва и МО;sale;flat;15;15;1;41.5;5402863;Железнодорожный;Ключи мкр;;;Ключи-клаб ЖК
Этажи Москва;real_estate_agent;https://krasnogorsk.cian.ru/sale/flat/308464322/;Москва и МО;sale;flat;1;5;1;30.1;5490000;;Речная ;3;Павшино;
CENTURY21;real_estate_agent;https://irkutsk.cian.ru/sale/flat/307689745/;Москва и МО;sale;flat;9;13;1;39.97;5450000;Ленинский;Гравийная ;22/7;;Взлётка
РиэлтСтройком;representative_developer;https://chelyabinsk.cian.ru/sale/flat/302744263/;Москва и МО;sale;flat;13;16;1;46.22;5569510;Советский;;;;Симфония ЖК
ID 102683675;homeowner;https://tyumen.cian.ru/sale/flat/308952664/;Москва и МО;sale;flat;5;10;1;49.5;5500000;мкр. Московский тракт; Московский Тракт;143к7;;
Флай Плэнинг;developer;https://chelyabinsk.cian.ru/sale/flat/302524234/;Москва и МО;sale;flat;3;7;1;36.48;5563200;;;;;Твоя Привилегия
Интер Инвест;developer;https://kaliningrad.cian.ru/sale/flat/274938122/;Москва и МО;sale;flat;3;4;1;36.2;5542400;Центральный; Сержанта Мишина;81к2;;Тихий Дом
ID 59876632;homeowner;https://irkutsk.cian.ru/sale/flat/308458192/;Москва и МО;sale;flat;6;7;1;36.7;5500000;мкр. Предместье Марата; Рабочего Штаба;3/2;;
Самолет Плюс;real_estate_agent;https://naro-fominsk.cian.ru/sale/flat/299549499/;Москва и МО;sale;flat;1;5;1;34.4;5600000;Наро-Фоминск; Бобруйская;5;;
