author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308855363/;Москва;sale;flat;4;6;3;92.0;29500000;Красносельский;Новорязанская ;16/11С1;Комсомольская;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299464154/;Москва;sale;flat;15;20;3;74.3;36000000;Раменки; Василия Ланового;3;Аминьевская;Событие
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298534726/;Москва;sale;flat;40;51;3;78.0;36700000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/298529940/;Москва;sale;flat;25;52;3;70.0;36500000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306661276/;Москва;sale;flat;23;34;3;59.2;37300000;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306322342/;Москва;sale;flat;22;34;3;67.0;39900000;Обручевский; Архитектора Власова;71к2;Воронцовская;Ever
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/294555391/;Москва;sale;flat;3;13;3;67.8;40000000;Хорошево-Мневники; Мневники;;Народное Ополчение;Остров
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/307407528/;Москва;sale;flat;3;21;3;85.9;40990000;Филевский парк;Береговой проезд;5к3;Фили;Фили Град
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/308631723/;Москва;sale;flat;6;27;3;101.4;42000000;Раменки; Янковского;1к2;Аминьевская;Событие
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307436857/;Москва;sale;flat;26;28;3;104.2;43500000;Измайлово;Первомайская ;42к3;Измайловская;Измайловский
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308800808/;Москва;sale;flat;18;33;3;65.2;44300000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299519305/;Москва;sale;flat;27;28;3;110.1;44500000;Лефортово;проезд Невельского;1к4;Авиамоторная;Символ
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308389554/;Москва;sale;flat;14;14;3;95.0;44940000;Дорогомилово;Украинский бульвар;5;Киевская;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308402651/;Москва;sale;flat;18;40;3;85.0;44500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305329224/;Москва;sale;flat;3;11;3;69.9;45000000;Басманный;Большая Почтовая ;32;Электрозаводская;Резиденции Архитекторов
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/308252471/;Москва;sale;flat;15;24;3;76.6;45000000;Пресненский;Шмитовский проезд;16С1;Москва-Сити;Шмитовский 16
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/308550838/;Москва;sale;flat;7;13;3;120.0;46000000;Лефортово;шоссе Энтузиастов;3к2;Москва-Товарная;Символ
Эльмира Эмирова;realtor;https://www.cian.ru/sale/flat/306849002/;Москва;sale;flat;7;34;3;111.7;47000000;Щукино;Авиационная ;79;Щукинская;Алые Паруса
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304325658/;Москва;sale;flat;13;14;3;77.5;46900000;Гагаринский;Университетский проспект;6К3;Воробьёвы горы;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299062637/;Москва;sale;flat;6;12;3;95.2;47800000;Аэропорт;Ленинградский проспект;36с37;Динамо;ВТБ Арена парк
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/305685536/;Москва;sale;flat;7;48;3;110.0;49990000;Раменки;Мосфильмовская ;70к2;Ломоносовский проспект;Воробьевы Горы
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307521152/;Москва;sale;flat;2;9;3;75.0;54900000;Пресненский;Большая Бронная ;5;Пушкинская;
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308146649/;Москва;sale;flat;18;36;3;102.0;57000000;Хорошево-Мневники;Шелепихинская набережная;42к3;Полежаевская;FreeDOM
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300888488/;Москва;sale;flat;11;46;3;82.5;58000000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303532011/;Москва;sale;flat;20;58;3;92.5;57800000;Хорошево-Мневники; Народного Ополчения;15К3;Бульвар Генерала Карбышева;Wellton Towers
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/296813743/;Москва;sale;flat;29;29;3;83.5;58400000;Хорошево-Мневники;Шелепихинская набережная;40к3;Народное Ополчение;Sydney City
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/308906405/;Москва;sale;flat;20;20;3;95.6;60000000;Даниловский;проспект Лихачева;18к5;Технопарк;Квартал на набережной NOW
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308518253/;Москва;sale;flat;24;58;3;112.0;61300000;Хорошево-Мневники; Народного Ополчения;15К2;Народное Ополчение;Wellton Towers
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298822106/;Москва;sale;flat;15;25;3;125.0;62500000;Аэропорт;Ленинградский проспект;36с36;Динамо;ВТБ Арена парк
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/303630214/;Москва;sale;flat;2;8;3;92.0;63400000;Хамовники;переулок Сивцев Вражек;33;Смоленская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306765622/;Москва;sale;flat;12;15;3;100.0;65000000;Даниловский;проспект Лихачева;18к6;Технопарк;Квартал на набережной NOW
Yhome;real_estate_agent;https://www.cian.ru/sale/flat/306169329/;Москва;sale;flat;5;16;3;106.0;65000000;Раменки;Мичуринский проспект;7К1;Ломоносовский проспект;Квартал Шуваловский
Вертикаль;real_estate_agent;https://www.cian.ru/sale/flat/308910758/;Москва;sale;flat;3;17;3;98.5;65500000;Тверской;1-я Тверская-Ямская ;36С1;Белорусская;
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/300864943/;Москва;sale;flat;15;25;3;110.0;65400000;Раменки; Янковского;1к1;Аминьевская;Событие
Арт Риэлти;real_estate_agent;https://www.cian.ru/sale/flat/302504252/;Москва;sale;flat;10;22;3;104.7;75000000;Хорошево-Мневники;Живописная ;21А;Серебряный Бор;Дом Серебряный Бор
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/295413844/;Москва;sale;flat;13;18;3;89.9;76000000;Даниловский; Серпуховский Вал;21;Шаболовская;Донской Олимп
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307875548/;Москва;sale;flat;3;7;3;148.2;83000000;Тверской;Садовая-Самотечная ;2/12;Цветной бульвар;
Наргиз Султанова;realtor;https://www.cian.ru/sale/flat/307540414/;Москва;sale;flat;3;5;3;126.3;83000000;Арбат;Филипповский переулок;18;Арбатская;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/302461199/;Москва;sale;flat;10;53;3;138.0;85000000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306391352/;Москва;sale;flat;4;13;3;114.3;98000000;Тверской;Газетный переулок;13С1;Охотный ряд;
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/303201005/;Москва;sale;flat;53;73;3;224.0;106000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
TWEED;real_estate_agent;https://www.cian.ru/sale/flat/294111560/;Москва;sale;flat;12;14;3;96.0;110000000;Мещанский; Советской Армии;6;Достоевская;Barkli Park
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/294675252/;Москва;sale;flat;4;7;3;131.4;114841760;Пресненский;Никитский бульвар;12;Арбатская;
ID 5692432;realtor;https://www.cian.ru/sale/flat/304790365/;Москва;sale;flat;4;11;3;116.69;128359000;Дорогомилово;;3к4;Парк Победы;Виктори Парк Резиденсез ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308233836/;Москва;sale;flat;6;11;3;101.6;130000000;Хамовники; Усачева;2С3;Фрунзенская;Фьюжн парк
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307529157/;Москва;sale;flat;3;10;3;135.7;133900000;Тверской;Страстной бульвар;10к1;Пушкинская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/308806929/;Москва;sale;flat;2;4;3;133.9;136000000;Арбат; Малая Молчановка;6;Арбатская;
Capital Group;developer;https://www.cian.ru/sale/flat/291360068/;Москва;sale;flat;60;85;3;156.6;140353328;Пресненский;1-й Красногвардейский проезд;21с2;Москва-Сити;МФК ОКО
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/294641846/;Москва;sale;flat;6;8;3;122.1;160561500;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106327/;Москва;sale;flat;3;6;3;162.0;312300299;Хамовники;переулок Коробейников;1;Парк Культуры;Кристалл Хаус
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303727554/;Москва;sale;flat;5;7;3;116.8;357500000;Тверской; Большая Дмитровка;7/5С2;Савёловская;Советник
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/307547398/;Москва;sale;flat;15;17;3;80.0;29500000;Черемушки;Новочеремушкинская ;57;Новые Черёмушки;
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/297078420/;Москва;sale;flat;3;20;3;70.0;32500000;Даниловский;проспект Лихачева;12к1;Технопарк;Квартал на набережной NOW
Century 21 Level;real_estate_agent;https://www.cian.ru/sale/flat/307805379/;Москва;sale;flat;13;28;3;60.0;43500000;Раменки;Винницкая ;8к4;Раменки;Настоящее
Главстрой;developer;https://www.cian.ru/sale/flat/296921006/;Москва;sale;flat;4;9;3;105.7;53864951;Филевский парк;Береговой проезд;2;Фили;Береговой-2
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/303765580/;Москва;sale;flat;6;6;3;86.0;58000000;Даниловский;проспект Лихачева;18к7;Технопарк;Квартал на набережной NOW
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304686083/;Москва;sale;flat;2;8;3;92.0;63420983;Хамовники;переулок Сивцев Вражек;33;Смоленская;
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/306945676/;Москва;sale;flat;4;20;3;80.0;82000000;Пресненский;Мантулинская ;9к2;Деловой центр;City Park
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/306153781/;Москва;sale;flat;9;9;3;101.0;103000000;Можайский; Вересаева;9;Давыдково;Аристократ
Стрелецкая Слобода;developer;https://www.cian.ru/sale/flat/294641853/;Москва;sale;flat;6;8;3;118.6;155959000;Таганский;Тессинский переулок;1;Китай-город;Тессинский, 1
Андрей Давыдов;realtor;https://www.cian.ru/sale/flat/298790726/;Москва;sale;flat;2;8;3;89.0;188240000;Якиманка;Большой Толмачевский переулок;5С5;Полянка;Дом Лаврушинский
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/293621576/;Москва;sale;flat;3;14;3;103.0;203000000;Хамовники;Погодинская ;2;Киевская;Жизнь на Плющихе
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/276681309/;Москва;sale;flat;2;8;3;161.6;265500000;Арбат; Малая Молчановка;8С1;Арбатская;
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/286463729/;Москва;sale;flat;2;8;3;202.4;509289719;Хамовники;переулок Хилков;1;Парк Культуры;Парк Палас
ID 98566399;homeowner;https://www.cian.ru/sale/flat/304204891/;Москва;sale;flat;2;9;3;59.6;15800000;Солнцево; 50 лет Октября;23К2;Говорово;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/306607629/;Москва;sale;flat;5;16;3;77.5;27200000;Войковский;5-й Новоподмосковный переулок;4К1;Войковская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308743651/;Москва;sale;flat;4;4;3;129.0;31950000;Марьина роща;проезд 12-й Марьиной рощи;8С3;Марьина Роща;Лофт-квартал Studio #12
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/302848105/;Москва;sale;flat;4;11;3;98.0;36300000;Останкинский; Годовикова;11к2;Алексеевская;iLove
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/308549859/;Москва;sale;flat;29;53;3;81.7;38000000;Хорошево-Мневники; Народного Ополчения;15К3;Народное Ополчение;Wellton Towers
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/305548997/;Москва;sale;flat;12;35;3;95.7;38500000;Останкинский; Годовикова;11к5;Алексеевская;iLove
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/301447764/;Москва;sale;flat;7;16;3;82.79;38431118;Даниловский;Автозаводская ;24К1;Тульская;Дом на набережной INSIDER
AR Realty - Real Estate Agency;real_estate_agent;https://www.cian.ru/sale/flat/306640736/;Москва;sale;flat;32;36;3;71.0;38900000;Хорошево-Мневники;Шелепихинская набережная;34к3зд6;Шелепиха;Сердце Столицы
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/308421686/;Москва;sale;flat;7;11;3;75.8;39950000;Останкинский; Годовикова;11к2;Алексеевская;iLove
AFI Development;developer;https://www.cian.ru/sale/flat/294550016/;Москва;sale;flat;23;25;3;73.2;39912634;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park 
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308063059/;Москва;sale;flat;13;28;3;76.6;41000000;Войковский; Адмирала Макарова;6Бк1;Водный стадион;Невский
Кирилл Чистобородов;realtor;https://www.cian.ru/sale/flat/298921738/;Москва;sale;flat;2;9;3;73.4;41900000;Хамовники;Фрунзенская набережная;28;Фрунзенская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/299102448/;Москва;sale;flat;24;32;3;83.3;60000000;Даниловский;Летниковская ;11/10С26;Павелецкая;HIGH LIFE
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304076119/;Москва;sale;flat;2;5;3;81.0;63990000;Тверской;Долгоруковская ;25к2;Новослободская;Долгоруковская 25
ID 438578;real_estate_agent;https://www.cian.ru/sale/flat/305286976/;Москва;sale;flat;20;38;3;140.0;65000000;Раменки;Мосфильмовская ;70к3;Ломоносовский проспект;Воробьевы Горы
333980;real_estate_agent;https://www.cian.ru/sale/flat/300682264/;Москва;sale;flat;2;17;3;135.4;69900000;Раменки;Ломоносовский проспект;25к1;Университет;Dominion
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/303706991/;Москва;sale;flat;14;34;3;98.6;79000000;Пресненский; Пресненский Вал;27С11;Белорусская;Republic
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308236882/;Москва;sale;flat;19;22;3;115.0;82350000;Крылатское; Крылатские Холмы;33К3;Крылатское;Крылатские Огни
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304180668/;Москва;sale;flat;5;9;3;101.0;103000000;Можайский; Вересаева;9;Давыдково;Аристократ
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305195698/;Москва;sale;flat;5;7;3;130.0;110000000;Замоскворечье; Малая Ордынка;3;Третьяковская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306212545/;Москва;sale;flat;2;3;3;234.7;125000000;Хорошево-Мневники;Таманская ;1;Народное Ополчение;Берег столицы
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/307254752/;Москва;sale;flat;4;8;3;130.0;130000000;Якиманка;1-й Спасоналивковский переулок;18С2;Полянка;
Андрей Давыдов;realtor;https://www.cian.ru/sale/flat/298653965/;Москва;sale;flat;4;11;3;117.0;134550000;Дорогомилово;;3к5;Парк Победы;Виктори Парк Резиденсез ЖК
Whitewill Москва-Сити;real_estate_agent;https://www.cian.ru/sale/flat/303755090/;Москва;sale;flat;30;73;3;220.0;135000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304064468/;Москва;sale;flat;2;4;3;134.0;136000000;Арбат; Малая Молчановка;6;Арбатская;
Метриум Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308343502/;Москва;sale;flat;14;37;3;100.9;150000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308709754/;Москва;sale;flat;5;8;3;125.3;158500000;Таганский;Тессинский переулок;1;Чкаловская;Тессинский, 1
Stapler Estate;real_estate_agent;https://www.cian.ru/sale/flat/306172299/;Москва;sale;flat;2;6;3;165.0;400000000;Хамовники;Курсовой переулок;10/1;Кропоткинская;Nabokov
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/305062304/;Москва;sale;flat;2;6;3;152.0;453160839;Хамовники;Бутиковский переулок;5;Парк Культуры;Бутиковский 5
Homeapp;real_estate_agent;https://www.cian.ru/sale/flat/308934170/;Москва;sale;flat;8;9;3;56.9;11200000;Восточное Измайлово;Сиреневый бульвар;62;Первомайская;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/308672663/;Москва;sale;flat;7;9;3;59.0;12700000;Восточное Измайлово;16-я Парковая ;27;Первомайская;
ID 95936486;homeowner;https://www.cian.ru/sale/flat/305812357/;Москва;sale;flat;3;9;3;58.5;13000000;Чертаново Центральное;Чертановская ;43К2;Пражская;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308888332/;Москва;sale;flat;3;9;3;58.5;13490000;Чертаново Центральное;Чертановская ;43К2;Пражская;
Century21 Феникс;real_estate_agent;https://www.cian.ru/sale/flat/299560153/;Москва;sale;flat;7;17;3;72.0;14000000;; 40 лет Октября;15/1;Щербинка;Калипсо
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298324612/;Москва;sale;flat;3;9;3;62.9;14500000;Восточное Дегунино;Дубнинская ;2К1;Верхние Лихоборы;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308942493/;Москва;sale;flat;6;9;3;58.6;16000000;Восточное Дегунино;Дубнинская ;10К3;Дегунино;
Небоскребы НН;real_estate_agent;https://www.cian.ru/sale/flat/305314829/;Москва;sale;flat;7;18;3;91.7;17500000;; Ленина;12;Кокошкино;
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/304640784/;Москва;sale;flat;16;19;3;79.4;19400000;;бульвар Андрея Тарковского;11;Рассказовка;Рассказово
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307336800/;Москва;sale;flat;12;12;3;70.5;21300000;Перово;Зеленый проспект;4К1;Перово;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/307952301/;Москва;sale;flat;8;25;3;73.0;21500000;Метрогородок;Тагильская ;2к1;Бульвар Рокоссовского;Сиреневый парк
Центральный Департамент Недвижимости;real_estate_agent;https://www.cian.ru/sale/flat/295212920/;Москва;sale;flat;19;24;3;86.0;21700000;Северное Бутово; Грина;1к8;Бульвар Дмитрия Донского;
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/306682279/;Москва;sale;flat;11;12;3;66.0;24000000;Басманный;Спартаковский переулок;26;Бауманская;
Навигатор;real_estate_agent;https://www.cian.ru/sale/flat/308146673/;Москва;sale;flat;17;17;3;75.0;25000000;Черемушки;Новочеремушкинская ;50К3;Новые Черёмушки;
AR Realty - Real Estate Agency;real_estate_agent;https://www.cian.ru/sale/flat/298436238/;Москва;sale;flat;7;21;3;79.1;25900000;Хорошевский; Зорге;9;Полежаевская;Зорге 9
ID 600665;homeowner;https://www.cian.ru/sale/flat/308311460/;Москва;sale;flat;10;14;3;73.4;28000000;Лефортово;Солдатская ;10К1;Лефортово;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/306947603/;Москва;sale;flat;3;6;3;68.0;30000000;Тверской;Новослободская ;73К3;Савёловская;
Метриум Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/290778903/;Москва;sale;flat;24;44;3;69.0;31700000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/307385027/;Москва;sale;flat;3;22;3;62.7;32200000;Хорошево-Мневники;Жилой комплекс остров;1;Терехово ;Остров
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/294599592/;Москва;sale;flat;4;4;3;75.6;32150000;Замоскворечье;Большая Серпуховская ;44;Серпуховская;
ID 88805709;homeowner;https://www.cian.ru/sale/flat/307804503/;Москва;sale;flat;12;12;3;97.6;32000000;; Василия Аксенова;4;Рассказовка;Переделкино Ближнее Город-парк
MONEYARD;real_estate_agent;https://www.cian.ru/sale/flat/300740154/;Москва;sale;flat;12;28;3;69.8;32200000;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304201537/;Москва;sale;flat;16;23;3;62.4;34000000;Хорошево-Мневники;проезд Проектируемый № 1074;1;Терехово ;Остров
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/304318710/;Москва;sale;flat;18;33;3;78.1;36000000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307104254/;Москва;sale;flat;2;12;3;72.9;38000000;Обручевский; Академика Челомея;1А;Воронцовская;AFI Park 
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300539856/;Москва;sale;flat;7;8;3;80.0;38700000;Гагаринский;Ленинский проспект;68/10;Университет;
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/303487729/;Москва;sale;flat;30;41;3;76.8;39990000;Раменки;проезд 4-й Сетуньский;10Ас6;Кутузовская;Hide
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/308159998/;Москва;sale;flat;16;16;3;108.0;40990000;Лефортово;Наличная ;3;Лефортово;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/302444756/;Москва;sale;flat;2;10;3;105.5;44000000;Таганский;Гончарная ;38;Таганская;
Isaev Estate;real_estate_agent;https://www.cian.ru/sale/flat/306126771/;Москва;sale;flat;33;39;3;81.4;43900000;Ростокино; Вильгельма Пика;3С6;Улица Сергея Эйзенштейна;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296826054/;Москва;sale;flat;2;7;3;98.0;43900000;Донской;Ленинский проспект;35;Ленинский проспект;
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/304197383/;Москва;sale;flat;12;23;3;58.4;43690000;Хорошево-Мневники;проезд Проектируемый № 1074;1;Терехово ;Остров
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304140678/;Москва;sale;flat;15;20;3;77.0;45000000;Пресненский;Шмитовский проезд;16С1;Москва-Сити;Шмитовский 16
Sezar Group;developer;https://www.cian.ru/sale/flat/303106775/;Москва;sale;flat;23;51;3;97.03;45410040;Хорошевский;2-й Хорошевский проезд;7С18;Хорошёвская;SEZAR CITY
ID 438578;real_estate_agent;https://www.cian.ru/sale/flat/305816835/;Москва;sale;flat;15;17;3;86.0;46000000;Раменки;Мосфильмовская ;88к4с3;Раменки;Мосфильмовский
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307253096/;Москва;sale;flat;4;12;3;90.0;46500000;Таганский;Краснохолмская набережная;1/15;Таганская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308681419/;Москва;sale;flat;12;25;3;76.0;49000000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306838955/;Москва;sale;flat;8;16;3;80.0;49000000;Хамовники;Большой Саввинский переулок;1;Киевская;
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307130827/;Москва;sale;flat;5;7;3;100.0;49000000;Замоскворечье;Пятницкая ;76;Добрынинская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307958924/;Москва;sale;flat;6;9;3;146.0;115000000;Замоскворечье;Климентовский переулок;2;Новокузнецкая;
Метриум Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308252057/;Москва;sale;flat;5;21;3;119.0;115000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/304429449/;Москва;sale;flat;50;63;3;102.5;118000000;Пресненский;Краснопресненская набережная;14Ак3;Москва-Сити;Capital Towers
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304239453/;Москва;sale;flat;1;5;3;101.3;120000000;Пресненский;Большой Палашевский переулок;1С2;Пушкинская;
Webster;real_estate_agent;https://www.cian.ru/sale/flat/308306597/;Москва;sale;flat;3;9;3;102.6;123120000;Тверской;Большой Каретный переулок;24с2;Цветной бульвар;Каретный плаза
RMRealty;real_estate_agent;https://www.cian.ru/sale/flat/307261028/;Москва;sale;flat;2;8;3;94.0;129500000;Якиманка; Большая Полянка;9С1;Полянка;Cloud Nine
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303027207/;Москва;sale;flat;3;10;3;135.0;134000000;Тверской;Страстной бульвар;10к1;Пушкинская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304128354/;Москва;sale;flat;2;4;3;134.0;136000000;Арбат; Малая Молчановка;6;Арбатская;
Point Estate Город;real_estate_agent;https://www.cian.ru/sale/flat/279461218/;Москва;sale;flat;4;8;3;130.0;135722080;Якиманка;1-й Спасоналивковский переулок;18С2;Полянка;
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/308159047/;Москва;sale;flat;1;6;3;81.0;137020000;Басманный;Потаповский переулок;5С4;Чистые пруды;Чистые Пруды
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/308939529/;Москва;sale;flat;4;6;3;153.0;175000000;Хамовники;1-й Зачатьевский переулок;6С1;Кропоткинская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299654561/;Москва;sale;flat;5;6;3;160.0;197000000;Замоскворечье;Садовническая набережная;7;Новокузнецкая;BALCHUG VIEWPOINT
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/304794235/;Москва;sale;flat;2;5;3;146.8;400000000;Хамовники;Пречистенская набережная;43;Кропоткинская;Carré Blanc
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305729511/;Москва;sale;flat;2;6;3;167.8;400000000;Хамовники;Курсовой переулок;10/1;Кропоткинская;Nabokov
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/292986275/;Москва;sale;flat;5;5;3;231.3;522008000;Красносельский;Сретенский бульвар;6/1С1;Тургеневская;
