author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Этажи Москва;real_estate_agent;https://vidnoye.cian.ru/sale/flat/308115716/;Москва и МО;sale;flat;1;5;2;45.2;6400000;;Школьная ;61;Домодедовская;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/303685498/;Москва и МО;sale;flat;8;9;2;54.9;8756550;Прикубанский; Им. Мурата Ахеджака;12к9;;Микрорайон Красная площадь
Валерий Исаев;realtor;https://sochi.cian.ru/sale/flat/306691013/;Москва и МО;sale;flat;2;12;2;61.0;15000000;Центральный; Красноармейская;9А;;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/302620165/;Москва и МО;sale;flat;16;33;2;42.4;21000000;Хорошево-Мневники;Причальный проезд;10к1;Шелепиха;Level Причальный
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305023607/;Москва и МО;sale;flat;7;10;2;49.9;45922970;Адлерский;Адлер жилрайон;;;Гостиничный комплекс 
ФОРА;real_estate_agent;https://sergiyev-posad.cian.ru/sale/flat/306032175/;Москва и МО;sale;flat;7;9;2;73.9;9200000;мкр. Северный;проспект Красной Армии;236;;
House Estate;real_estate_agent;https://spb.cian.ru/sale/flat/298528839/;Москва и МО;sale;flat;3;8;2;61.0;35000000;Василеостровский;20-я Васильевского острова линия;5;Василеостровская;Маленькая Франция
MR Group;developer;https://www.cian.ru/sale/flat/300287890/;Москва и МО;sale;flat;5;43;2;57.89;29356019;Савеловский;2-я Хуторская ;34;Дмитровская;SYMPHONY 34
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307100435/;Москва и МО;sale;flat;1;16;2;54.0;13800000;Ясенево;Соловьиный проезд;4К1;Ясенево;
Estes;real_estate_agent;https://www.cian.ru/sale/flat/308618379/;Москва и МО;sale;flat;20;21;2;61.9;31000000;Даниловский;бульвар Братьев Весниных;1;ЗИЛ;ЗИЛАРТ
География;developer;https://tyumen.cian.ru/sale/flat/307453916/;Москва и МО;sale;flat;2;19;2;52.86;7790000;;;;;Окинава
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/304817239/;Москва и МО;sale;flat;10;34;2;64.4;51000000;Дорогомилово;Поклонная ;9;Поклонная;Поклонная 9
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/306154714/;Москва и МО;sale;flat;4;16;2;71.0;32900000;Можайский; Багрицкого;18;Кунцевская;Свой
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/294488165/;Москва и МО;sale;flat;2;3;2;67.78;9489200;Прикубанский; Атлантическая;2к8;;Гарантия в Немецкой Деревне
RND;real_estate_agent;https://www.cian.ru/sale/flat/305967338/;Москва и МО;sale;flat;6;29;2;63.2;20999000;Печатники;;7;Кожуховская;Левел Южнопортовая ЖК
Этажи Москва;real_estate_agent;https://lyubertsy.cian.ru/sale/flat/308287335/;Москва и МО;sale;flat;3;5;2;43.4;6900000;Томилино рп; Гаршина;20А;;
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/306532922/;Москва и МО;sale;flat;19;24;2;51.54;6650000;;;;;Жилой район 
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/303766765/;Москва и МО;sale;flat;4;20;2;76.6;62046000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
Ксения Баженова;realtor;https://aprelevka.cian.ru/sale/flat/308238399/;Москва и МО;sale;flat;6;15;2;60.5;8150000;; Горького;25;Апрелевка;Апрелевский
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305505090/;Москва и МО;sale;flat;15;19;2;37.9;18950000;Хостинский; Ясногорская;16/6к4;;Сочи Парк
Villagio Realty;real_estate_agent;https://www.cian.ru/sale/flat/308472375/;Москва и МО;sale;flat;4;22;2;73.9;38000000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/307429692/;Москва и МО;sale;flat;4;23;2;70.0;45000000;Хорошевский; Зорге;9Ак1;Зорге;Зорге 9
Гринвуд Девелопмент;developer;https://krym.cian.ru/sale/flat/292765607/;Москва и МО;sale;flat;2;13;2;86.7;18207000;Алушта; Набережная;18;;Апарт-отель AURA
do A.S.A.P.;real_estate_agent;https://balashikha.cian.ru/sale/flat/308184164/;Москва и МО;sale;flat;13;14;2;67.0;11950000;; Евстафьева;9;Салтыковская;
Неометрия;developer;https://rostov.cian.ru/sale/flat/290020079/;Москва и МО;sale;flat;3;16;2;65.94;11856012;Советский; 339-й Стрелковой Дивизии;10А/18;;Вместе
Александр Осипов;realtor;https://spb.cian.ru/sale/flat/301778223/;Москва и МО;sale;flat;2;13;2;52.2;9999000;пос. Бугры; Английская;8;;Энфилд
Estes;real_estate_agent;https://www.cian.ru/sale/flat/308111518/;Москва и МО;sale;flat;14;15;2;59.2;43500000;Нагатинский затон; Корабельная;15;Нагатинский Затон;Ривер Парк Коломенское
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303252454/;Москва и МО;sale;flat;4;24;2;69.0;56925000;Хостинский;Курортный проспект;108;;Сан Сити
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/274593959/;Москва и МО;sale;flat;3;5;2;44.3;47900000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
Новостройки Воронеж;representative_developer;https://voronezh.cian.ru/sale/flat/300475743/;Москва и МО;sale;flat;2;13;2;58.3;7328351;Железнодорожный;бульвар Содружества;1;;Джаз
Среда;developer;https://www.cian.ru/sale/flat/304753839/;Москва и МО;sale;flat;12;30;2;56.31;21423871;Кунцево;48-й кв-л;;Кунцевская;Кутузовский Квартал ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305290552/;Москва и МО;sale;flat;8;18;2;84.0;62750000;Тверской; Александра Невского;27;Белорусская;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301125921/;Москва и МО;sale;flat;2;4;2;40.8;5728033;;;;;Микрорайон Новая Елизаветка
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/308605031/;Москва и МО;sale;flat;13;29;2;46.2;23800000;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302727288/;Москва и МО;sale;flat;11;15;2;53.0;30500000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/304829352/;Москва и МО;sale;flat;18;23;2;38.6;8310580;мкр. Центральный; Куникова;47Г;;Облака
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301655618/;Москва и МО;sale;flat;1;11;2;74.13;100000000;Дорогомилово;;3к2;Парк Победы;Виктори Парк Резиденсез ЖК
CENTURY 21 Столичная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/300321398/;Москва и МО;sale;flat;7;7;2;83.6;37950000;Беговой;Ленинградский проспект;1;Белорусская;
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/305504806/;Москва и МО;sale;flat;10;11;2;45.3;88652100;Центральный; Крымская;44с1;;Livingston
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/305383571/;Москва и МО;sale;flat;7;39;2;61.4;35950000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Delight Realty;real_estate_agent;https://www.cian.ru/sale/flat/307145183/;Москва и МО;sale;flat;1;10;2;63.5;34000000;Хамовники;Оболенский переулок;7;Фрунзенская;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/301327046/;Москва и МО;sale;flat;8;24;2;43.4;6796440;Прикубанский; Имени Героя Георгия Бочарникова;2к1;;Улыбка
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/307970936/;Москва и МО;sale;flat;3;5;2;44.3;47900000;Замоскворечье;Озерковская набережная;6;Новокузнецкая;Bogenhouse
ПИК;developer;https://spb.cian.ru/sale/flat/298768012/;Москва и МО;sale;flat;7;9;2;53.6;19009776;Адмиралтейский;Измайловское;к 2.2;Балтийская;Лермонтовский 54 ЖК
Магазин новостроек;representative_developer;https://sochi.cian.ru/sale/flat/303249476/;Москва и МО;sale;flat;2;10;2;69.56;21911400;Центральный;;;;Отражение
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308413458/;Москва и МО;sale;flat;4;13;2;68.9;95000000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296485274/;Москва и МО;sale;flat;2;15;2;74.0;48000000;Аэропорт;Ленинградский проспект;36с39;Динамо;ВТБ Арена парк
Неометрия;developer;https://sochi.cian.ru/sale/flat/302606676/;Москва и МО;sale;flat;3;12;2;42.5;16885250;Адлерский;;;;Флора ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305915966/;Москва и МО;sale;flat;10;13;2;73.5;75000000;Раменки;Воробьевское шоссе;4;Поклонная;Воробьёв Дом
SPENСER ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/301635513/;Москва и МО;sale;flat;6;10;2;54.2;26500000;Дорогомилово;Кутузовский проспект;4/2;Киевская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/304780860/;Москва и МО;sale;flat;19;25;2;45.7;32000000;Филевский парк;Береговой проезд;5Ак3;Фили;Фили Град
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/308358535/;Москва и МО;sale;flat;19;53;2;75.0;51500000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/303177366/;Москва и МО;sale;flat;6;20;2;49.5;54450000;Пресненский;Дружинниковская ;15;Краснопресненская;SkyView
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/291377677/;Москва и МО;sale;flat;4;7;2;92.5;55000000;Хостинский;Курортный проспект;89;;Камелия
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302620422/;Москва и МО;sale;flat;11;13;2;77.0;64000000;Аэропорт;Ленинградский проспект;36с36;Динамо;ВТБ Арена парк
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106312/;Москва и МО;sale;flat;4;7;2;66.1;87015900;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/296106334/;Москва и МО;sale;flat;4;7;2;88.4;116583780;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/304026992/;Москва и МО;sale;flat;4;23;2;51.9;7006500;Прикубанский; Конгрессная;43;;Отражение
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/301770092/;Москва и МО;sale;flat;5;7;2;36.0;7800000;Адлерский; Белых Акаций;;;Olivia
АРТ-СТРОЙ РИЭЛТ;real_estate_agent;https://kazan.cian.ru/sale/flat/255399846/;Москва и МО;sale;flat;20;26;2;51.0;9899000;Советский; Аметьевская магистраль;18к3;Аметьево;Легенда
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/308463059/;Москва и МО;sale;flat;11;16;2;51.5;10000000;Адлерский;;;;Лестория
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/303022071/;Москва и МО;sale;flat;7;19;2;48.75;10380000;Хостинский; Ясногорская;;;Кислород
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/302078369/;Москва и МО;sale;flat;5;7;2;54.3;12600000;Адлерский; Белых Акаций;;;Olivia
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/301748231/;Москва и МО;sale;flat;4;7;2;44.8;13800000;Адлерский; Белых Акаций;;;Olivia
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/243611953/;Москва и МО;sale;flat;5;9;2;54.5;14000000;Хостинский; Яна Фабрициуса;2/17;;Фестивальный
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/296825680/;Москва и МО;sale;flat;7;7;2;55.0;14500000;Адлерский; Просвещения;118/1;;
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/301762402/;Москва и МО;sale;flat;6;8;2;56.73;17380000;Хостинский;;;;Marine Garden Sochi
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/307005784/;Москва и МО;sale;flat;2;4;2;60.4;20135000;Хостинский;Курортный проспект;86к1;;
Винсент Недвижимость. комплексное сопровождение сделки.;real_estate_agent;https://sochi.cian.ru/sale/flat/308459033/;Москва и МО;sale;flat;5;18;2;65.0;22750000;Адлерский; Кирпичная;2к2;;Триумф
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/306836188/;Москва и МО;sale;flat;7;8;2;55.0;25000000;с. Эстосадок; Каменка;3;;
Атмосфера;developer;https://kemerovo.cian.ru/sale/flat/303572394/;Москва и МО;sale;flat;12;15;2;46.5;6975000;Рудничный;;;;Чемпион-парк ЖК
Мир Недвижимости;real_estate_agent;https://dmitrov.cian.ru/sale/flat/296193586/;Москва и МО;sale;flat;1;12;2;54.5;7400000;Дмитров;Московская ;21;;
Отрада Вилладж;representative_developer;https://krasnogorsk.cian.ru/sale/flat/301220268/;Москва и МО;sale;flat;5;6;2;45.7;9446327;;;к12;Аникеевка;Никольский Квартал Отрада ЖК
TOP GRADE ESTATE;real_estate_agent;https://spb.cian.ru/sale/flat/305742870/;Москва и МО;sale;flat;12;18;2;69.72;18250000;Невский;Невский;;Проспект Большевиков;Пульс Премьер ЖК
Гринвуд Девелопмент;developer;https://krym.cian.ru/sale/flat/277425701/;Москва и МО;sale;flat;2;13;2;85.9;18898000;Алушта; Набережная;18;;Апарт-отель AURA
Недвижимость у моря;real_estate_agent;https://sochi.cian.ru/sale/flat/308089330/;Москва и МО;sale;flat;5;16;2;60.0;20000000;Адлерский;переулок Богдана Хмельницкого;10;;
Таврида Девелопмент;developer;https://krym.cian.ru/sale/flat/299892604/;Москва и МО;sale;flat;3;9;2;65.21;29996600;Массандра пгт; Мухина;17А;;Клубный дом Массандра Парк
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/303122645/;Москва и МО;sale;flat;2;9;2;92.98;32477914;Советский;;;Суконная слобода;Мифы ЖК
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/306771511/;Москва и МО;sale;flat;11;14;2;113.0;65000000;Петроградский;Пионерская ;50;Крестовский остров;Премьер Палас
ID 103141283;homeowner;https://krasnoyarsk.cian.ru/sale/flat/307397327/;Москва и МО;sale;flat;1;5;2;42.2;3500000;Свердловский;Медицинский переулок;3;;
Владислав Юденков;realtor;https://dmitrov.cian.ru/sale/flat/308281603/;Москва и МО;sale;flat;1;4;2;45.0;4550000;;;;;
Этажи Москва;real_estate_agent;https://ivanteyevka.cian.ru/sale/flat/308566832/;Москва и МО;sale;flat;5;5;2;47.1;4800000;Правдинский рп; Садовая;19;;
ID 55675032;homeowner;https://lyubertsy.cian.ru/sale/flat/308805376/;Москва и МО;sale;flat;1;8;2;64.0;6650000;Красково дп;шоссе Егорьевское;1к2;;Новокрасково
Аркадия Иванова;developer;https://tomsk.cian.ru/sale/flat/286436720/;Москва и МО;sale;flat;1;10;2;61.06;9152711;Кировский; Аркадия Иванова;21;;по ул. Аркадия Иванова, 21
Гринвуд Девелопмент;developer;https://krym.cian.ru/sale/flat/299288407/;Москва и МО;sale;flat;3;8;2;76.5;12546000;Центральный; Караимская;50;;Аристократ
Гринвуд Девелопмент;developer;https://krym.cian.ru/sale/flat/295839660/;Москва и МО;sale;flat;2;13;2;121.4;27922000;Алушта; Набережная;18;;Апарт-отель AURA
Таврида Девелопмент;developer;https://krym.cian.ru/sale/flat/299892541/;Москва и МО;sale;flat;2;9;2;66.53;29200017;Массандра пгт; Мухина;17А;;Клубный дом Массандра Парк
Главстрой;developer;https://www.cian.ru/sale/flat/296921092/;Москва и МО;sale;flat;2;18;2;74.6;30418731;Филевский парк;Береговой проезд;2;Фили;Береговой-2
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/302610652/;Москва и МО;sale;flat;14;21;2;57.0;30900000;Хорошево-Мневники;проспект Маршала Жукова;39к6;Народное Ополчение;Wellton park
Главстрой;developer;https://www.cian.ru/sale/flat/296921111/;Москва и МО;sale;flat;13;18;2;83.5;43479034;Филевский парк;Береговой проезд;2;Фили;Береговой-2
Dominanta;developer;https://www.cian.ru/sale/flat/300728718/;Москва и МО;sale;flat;3;41;2;70.8;45772200;Раменки;1-й Сетуньский проезд;вл8;Кутузовская;Hide
Trust Realty;real_estate_agent;https://www.cian.ru/sale/flat/300759739/;Москва и МО;sale;flat;4;6;2;73.8;84000000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Soul Estate;real_estate_agent;https://www.cian.ru/sale/flat/308907250/;Москва и МО;sale;flat;3;9;2;149.0;189000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Дмитрий Костров;realtor;https://spb.cian.ru/sale/flat/308718920/;Москва и МО;sale;flat;3;5;2;52.8;9850000;Пушкинский; Нины Петровой;8к1;Купчино;ЮгТаун. Олимпийские кварталы
ID 113906769;homeowner;https://anapa.cian.ru/sale/flat/306026248/;Москва и МО;sale;flat;9;15;2;70.0;10500000;Анапа;шоссе Супсехское;47к2;;Гарант
Гранд Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/307981032/;Москва и МО;sale;flat;10;14;2;50.0;11000000;Центральный;Виноградная ;19;;
Гранд Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/276635382/;Москва и МО;sale;flat;2;4;2;49.0;13000000;Центральный;бульвар Цветной;19;;
Винсент Недвижимость;real_estate_agent;https://sochi.cian.ru/sale/flat/297034729/;Москва и МО;sale;flat;15;20;2;60.0;19500000;Дагомыс пгт;шоссе Батумское;28Ак1;;Аллея Парк
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/308464754/;Москва и МО;sale;flat;3;4;2;60.0;25000000;с. Эстосадок;переулок Лунный;6;;
NF GROUP  St Petersburg;real_estate_agent;https://spb.cian.ru/sale/flat/304979986/;Москва и МО;sale;flat;4;8;2;70.0;32000000;Петроградский;Петровский проспект;22к2;Крестовский остров;Familia
Active Group - Арендафон. Штаб Квартир;real_estate_agent;https://spb.cian.ru/sale/flat/306590269/;Москва и МО;sale;flat;11;14;2;113.0;65000000;Петроградский;Пионерская ;50;Чкаловская;Премьер Палас
ЕОН Недвижимость;real_estate_agent;https://spb.cian.ru/sale/flat/302641111/;Москва и МО;sale;flat;4;9;2;57.7;18700000;Адмиралтейский;Лермонтовский проспект;54;Балтийская;Лермонтовский 54
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/306302398/;Москва и МО;sale;flat;30;30;2;49.0;19500000;Можайский; Петра Алексеева;14;Давыдково;КутузовGRAD II
One Moscow;real_estate_agent;https://www.cian.ru/sale/flat/302690524/;Москва и МО;sale;flat;14;18;2;40.0;23500000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/308362463/;Москва и МО;sale;flat;21;37;2;60.1;23900000;Раменки;Мосфильмовская ;98к2;Аминьевская;Огни
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/306666397/;Москва и МО;sale;flat;7;10;2;43.3;23900000;Раменки; Василия Ланового;3;Аминьевская;Событие
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/307871996/;Москва и МО;sale;flat;9;19;2;71.2;26999999;Даниловский; Суетина;;ЗИЛ;Shagal
GloraX;developer;https://spb.cian.ru/sale/flat/303477654/;Москва и МО;sale;flat;2;9;2;78.65;29879999;Адмиралтейский; Шкапина;15;Балтийская;GloraX Балтийская
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/300111482/;Москва и МО;sale;flat;22;26;2;67.0;30490000;Покровское-Стрешнево;;к6;Спартак;Алиа ЖК
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/307079266/;Москва и МО;sale;flat;14;25;2;47.0;30500000;Очаково-Матвеевское;Нежинская ;5к2;Матвеевская;Городские резиденции SPIRES
Главстрой;developer;https://www.cian.ru/sale/flat/296921186/;Москва и МО;sale;flat;8;22;2;67.1;31987039;Филевский парк;Береговой проезд;2;Фили;Береговой-2
Солнечный Сочи;real_estate_agent;https://sochi.cian.ru/sale/flat/305918211/;Москва и МО;sale;flat;7;30;2;91.0;39450000;Хостинский;Курортный проспект;108;;Сан Сити
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/sale/flat/299967437/;Москва и МО;sale;flat;10;11;2;68.0;40600000;Басманный; Казакова;7;Курская;KAZAKOV Grand Loft
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/303617545/;Москва и МО;sale;flat;6;28;2;85.0;56500000;Филевский парк; Василисы Кожиной;13;Парк Победы;Квартал апартаментов Match Point
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/302999320/;Москва и МО;sale;flat;4;8;2;69.8;65823293;Хамовники;Смоленский бульвар;22/14;Смоленская;
REPLACE;real_estate_agent;https://www.cian.ru/sale/flat/306570663/;Москва и МО;sale;flat;5;16;2;59.4;67000000;Пресненский;Мантулинская ;9к6;Москва-Сити;City Park
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300133660/;Москва и МО;sale;flat;3;3;2;107.8;70000000;Покровское-Стрешнево;Ленинградское шоссе;23к1;Балтийская;TWEED PARK
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305644418/;Москва и МО;sale;flat;4;6;2;75.1;93000000;Хамовники;Зубовская ;7;Парк Культуры;Roza Rossa
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298881519/;Москва и МО;sale;flat;4;8;2;77.0;96092399;Якиманка;Софийская набережная;34С5;Новокузнецкая;Софийский
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298881521/;Москва и МО;sale;flat;2;8;2;77.0;100000000;Якиманка;Софийская набережная;34;Новокузнецкая;Софийский
REPLACE;real_estate_agent;https://www.cian.ru/sale/flat/305059805/;Москва и МО;sale;flat;12;20;2;103.0;128000000;Пресненский;Мантулинская ;9к6;Москва-Сити;City Park
BEYOND. ex-Engel Volkers;real_estate_agent;https://spb.cian.ru/sale/flat/287440982/;Москва и МО;sale;flat;1;4;2;111.3;166905000;Петроградский;1-я Березовая аллея;7;Черная речка;Резиденция на Каменном
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/306977769/;Москва и МО;sale;flat;3;12;2;148.5;189000000;Тверской;1-я Тверская-Ямская ;2;Маяковская;Vesper Tverskaya
Капитал;developer;https://ryazan.cian.ru/sale/flat/303219940/;Москва и МО;sale;flat;10;20;2;51.96;6545401;Железнодорожный; Ленинского Комсомола;;;Роща
Телецентр;developer;https://novosibirsk.cian.ru/sale/flat/293305271/;Москва и МО;sale;flat;25;25;2;44.0;8300000;Ленинский;переулок 3-й Римского-Корсакова;;Площадь Маркса;1956. Кварталы Телецентра
Светлана Анатольевна Рязанцева;realtor;https://nn.cian.ru/sale/flat/307636897/;Москва и МО;sale;flat;3;5;2;45.0;3640000;Дзержинск; Пирогова;32А;;
Евгений Певицын;realtor;https://krasnodar.cian.ru/sale/flat/308493950/;Москва и МО;sale;flat;3;3;2;45.0;4900000;Новый мкр; Апрельская;25;;
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/275302634/;Москва и МО;sale;flat;8;20;2;58.1;6100500;Прикубанский; Адмирала Крузенштерна;5;;RED777
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300753042/;Москва и МО;sale;flat;2;10;2;52.89;8832630;;;;;Дома у Сада. Квартал-сад
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/304286044/;Москва и МО;sale;flat;15;19;2;65.0;10000000;Хостинский;;9;;Кислород ЖК
ID 78531895;homeowner;https://kazan.cian.ru/sale/flat/306041486/;Москва и МО;sale;flat;5;9;2;50.0;10300000;Ново-Савиновский; Адоратского;6;Яшьлек;
ID 23629805;homeowner;https://spb.cian.ru/sale/flat/301437127/;Москва и МО;sale;flat;4;5;2;60.0;12400000;Московский;Московский проспект;124;Московские ворота;
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/279278083/;Москва и МО;sale;flat;3;7;2;50.0;12500000;с. Эстосадок; Березовая;1А;;
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/296426561/;Москва и МО;sale;flat;14;19;2;36.0;13900000;Центральный; Параллельная;9лит1;;Остров мечты
ID 16217262;realtor;https://spb.cian.ru/sale/flat/304867272/;Москва и МО;sale;flat;2;5;2;47.7;15950000;Московский;Варшавская ;48;Парк Победы;
Недвижимость у моря;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308932741/;Москва и МО;sale;flat;3;4;2;48.0;16600000;Сириус пгт; Южных Культур;10А;;
Элитный берег;real_estate_agent;https://sochi.cian.ru/sale/flat/289243895/;Москва и МО;sale;flat;10;21;2;67.0;17450000;Хостинский;Курортный проспект;92/5;;
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/272458644/;Москва и МО;sale;flat;6;23;2;85.0;18000000;мкр. Центральный; Кубанская Набережная;31/1;;
Винсент Недвижимость. комплексное сопровождение сделки.;real_estate_agent;https://sochi.cian.ru/sale/flat/300062463/;Москва и МО;sale;flat;4;6;2;50.0;19000000;;;;;
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/273910732/;Москва и МО;sale;flat;4;16;2;90.0;20000000;мкр. Центральный; Буденного;129;;Центральный
Недвижимость у моря;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308179884/;Москва и МО;sale;flat;1;5;2;40.0;21230000;Сириус пгт; Таврическая;7к3;;
Винсент Недвижимость. комплексное сопровождение сделки.;real_estate_agent;https://sochi.cian.ru/sale/flat/307520599/;Москва и МО;sale;flat;5;6;2;42.0;21000000;с. Эстосадок; Горная Карусель;6;;
Недвижимость у моря;real_estate_agent;https://krasnodar.cian.ru/sale/flat/308158433/;Москва и МО;sale;flat;1;5;2;75.0;22540000;Сириус пгт; 65 лет Победы;;;
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/279555701/;Москва и МО;sale;flat;15;20;2;77.0;23500000;Западный;Дальняя ;8к1;;Тургенев
NEXT;real_estate_agent;https://spb.cian.ru/sale/flat/292456458/;Москва и МО;sale;flat;5;9;2;53.0;24490000;Петроградский;Лодейнопольская ;7;Чкаловская;Авторский дом Tesoro by Akvilon
НЕДВИЖИМОСТЬ 23;real_estate_agent;https://sochi.cian.ru/sale/flat/302479600/;Москва и МО;sale;flat;12;13;2;51.0;25000000;Центральный; Крымская;;;Посейдон
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/270417353/;Москва и МО;sale;flat;13;16;2;66.0;25000000;мкр. Центральный; Гаврилова;88;;
ESTATE;real_estate_agent;https://krasnodar.cian.ru/sale/flat/276003349/;Москва и МО;sale;flat;5;16;2;78.0;25500000;Западный;Дальняя ;8к1;;Тургенев
