author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
СК10;developer;https://rostov.cian.ru/sale/flat/303045420/;Москва и МО;sale;flat;2;25;3;49.93;6290000;Советский;;;;Малина парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/302398135/;Москва и МО;sale;flat;5;17;3;105.0;130000000;Пресненский; Сергея Макеева;9к2;Улица 1905 года;RedSide
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/301496697/;Москва и МО;sale;flat;3;5;3;82.9;42900000;Тверской;1-й Самотечный переулок;17А;Достоевская;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/306297704/;Москва и МО;sale;flat;3;18;3;81.0;12160000;Верх-Исетский;;;Площадь 1905 года;Русь XXI ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/296710178/;Москва и МО;sale;flat;22;31;3;83.0;52000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Марина Кузьмина;realtor;https://www.cian.ru/sale/flat/306000498/;Москва и МО;sale;flat;3;6;3;67.0;19700000;Нагатино-Садовники;Нагатинская ;29К1;Коломенская;
СК10;developer;https://rostov.cian.ru/sale/flat/308195515/;Москва и МО;sale;flat;2;24;3;65.5;11330000;Кировский;Красноармейская ;250;;Космос
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/301012836/;Москва и МО;sale;flat;4;14;3;116.0;87000000;Дорогомилово;набережная Тараса Шевченко;1;Киевская;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/308342001/;Москва и МО;sale;flat;21;24;3;96.0;24922000;Центр; Большакова;66;Геологическая;RedRock
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/307581660/;Москва и МО;sale;flat;5;19;3;106.5;75000000;Раменки;Ломоносовский проспект;25к2;Университет;Dominion
Prime;real_estate_agent;https://www.cian.ru/sale/flat/305150347/;Москва и МО;sale;flat;44;44;3;136.0;150000000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298038356/;Москва и МО;sale;flat;6;16;3;113.4;45424000;Центр; Февральской Революции;21;Динамо;19/05
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/306151519/;Москва и МО;sale;flat;5;8;3;123.0;74800000;Тверской;Сущевская ;31;Менделеевская;
Екатерина Трипольская;realtor;https://www.cian.ru/sale/flat/308788985/;Москва и МО;sale;flat;8;12;3;94.0;49000000;Видовая кв-ра в е Мосфильма3-комн. квартира;94 м²;;;
Брусника;developer;https://ekb.cian.ru/sale/flat/306316444/;Москва и МО;sale;flat;4;9;3;107.3;11090000;Железнодорожный; Пехотинцев;2В;Уральская;Квартал Депо
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307215537/;Москва и МО;sale;flat;3;14;3;138.9;236130000;Хамовники;переулок 1-й Тружеников;16;Киевская;Brodsky
Ольга Хабнер;realtor;https://www.cian.ru/sale/flat/305467920/;Москва и МО;sale;flat;5;8;3;63.0;32500000;Ломоносовский; Крупской;13;Новаторская;
НВМ;developer;https://krasnodar.cian.ru/sale/flat/307996512/;Москва и МО;sale;flat;7;18;3;67.38;9096300;;;;;Народные Кварталы
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/308657569/;Москва и МО;sale;flat;6;7;3;150.3;186000000;Пресненский;Садовая-Кудринская ;8-10-12;Баррикадная;
Главстрой;developer;https://www.cian.ru/sale/flat/307941294/;Москва и МО;sale;flat;4;20;3;103.7;40291971;Филевский парк;Береговой проезд;2;Фили;Береговой-2
Садовое кольцо;developer;https://kazan.cian.ru/sale/flat/308626953/;Москва и МО;sale;flat;20;21;3;120.65;36306481;Ново-Савиновский;;;Козья слобода;Савин Фемили ЖК
ID 101798981;homeowner;https://www.cian.ru/sale/flat/307470424/;Москва и МО;sale;flat;15;28;3;100.0;59000000;Филевский парк;Береговой проезд;1А;Шелепиха;мой адрес На Береговом
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308352419/;Москва и МО;sale;flat;5;7;3;75.0;41500000;Басманный; Земляной Вал;34С4;Курская;
ИНСИТИ девелопмент;developer;https://krasnodar.cian.ru/sale/flat/307347302/;Москва и МО;sale;flat;12;24;3;77.5;8715218;;;;;Микрорайон Любимово
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/304737194/;Москва и МО;sale;flat;3;21;3;92.2;98285200;Пресненский;2-я Звенигородская ;14;Улица 1905 года;Lucky
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/293666231/;Москва и МО;sale;flat;20;43;3;84.2;37500000;Хорошево-Мневники;Шелепихинская набережная;34к7;Шелепиха;Сердце Столицы
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298221150/;Москва и МО;sale;flat;11;25;3;86.4;13833000;Чкаловский; 8 Марта;204Д;Чкаловская;Ботаника LIFE
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/282555064/;Москва и МО;sale;flat;2;18;3;70.0;29950000;Беговой;Ленинградский проспект;29к3;Динамо;Царская площадь
Юлия Иванова;realtor;https://www.cian.ru/sale/flat/308326285/;Москва и МО;sale;flat;5;12;3;72.0;43500000;Даниловский; Виктора Маслова;2;Автозаводская;RiverSky
Неометрия;developer;https://krasnodar.cian.ru/sale/flat/295359078/;Москва и МО;sale;flat;2;22;3;70.0;8962400;Прикубанский; Конгрессная;43;;Отражение
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/304817322/;Москва и МО;sale;flat;3;21;3;92.2;98285200;Пресненский;2-я Звенигородская ;14;Улица 1905 года;Lucky
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307699813/;Москва и МО;sale;flat;4;9;3;52.0;17000000;Северное Измайлово;Щелковское шоссе;12К2;Измайловская;
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298037872/;Москва и МО;sale;flat;2;19;3;71.7;8549100;Орджоникидзевский;;;Машиностроителей;Основинские кварталы ЖК
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/302154001/;Москва и МО;sale;flat;5;33;3;99.0;48999999;Пресненский; Пресненский Вал;27С2;Белорусская;Republic
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/302537359/;Москва и МО;sale;flat;2;14;3;120.0;89000000;Замоскворечье;Мытная ;7с2;Серпуховская;Английский квартал
DOGMA;developer;https://krasnodar.cian.ru/sale/flat/305422770/;Москва и МО;sale;flat;3;18;3;79.7;8288800;;;;;Парк Победы - 2
ID 65939370;unknown;https://www.cian.ru/sale/flat/307114785/;Москва и МО;sale;flat;3;25;3;131.2;51900000;Очаково-Матвеевское;Нежинская ;8К4;Матвеевская;Нежинский ковчег
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/296139192/;Москва и МО;sale;flat;24;44;3;69.0;31700000;Пресненский;Ходынская ;2;Улица 1905 года;Пресня Сити
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/298039225/;Москва и МО;sale;flat;3;9;3;125.3;44729000;Центр; Михаила Ананьева;;Динамо;Клубный дом инженера Ятеса
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/306942080/;Москва и МО;sale;flat;37;41;3;97.2;72300000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
Снегири;developer;https://www.cian.ru/sale/flat/304284346/;Москва и МО;sale;flat;3;4;3;217.0;430000201;Раменки;Минская ;2Вк6;Минская;Снегири Эко
Средастрой Новороссийск;developer;https://novorossiysk.cian.ru/sale/flat/307130333/;Москва и МО;sale;flat;4;17;3;82.79;17385900;;;;;Золотой берег 2
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/303228319/;Москва и МО;sale;flat;5;21;3;116.78;115000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/301132017/;Москва и МО;sale;flat;2;4;3;200.0;520000000;Якиманка;1-й Голутвинский переулок;7;Октябрьская;1-й Голутвинский пер. д. 7
ЭНКО;developer;https://tyumen.cian.ru/sale/flat/297298610/;Москва и МО;sale;flat;3;17;3;80.82;8350000;д. Патрушева; Петра Ершова;12;;ЖР 
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/300822468/;Москва и МО;sale;flat;5;21;3;117.0;114000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
ИМПЕРИЯ;real_estate_agent;https://spb.cian.ru/sale/flat/297340722/;Москва и МО;sale;flat;2;6;3;72.9;8750000;; Шевченко;12к4;Проспект Большевиков;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300752702/;Москва и МО;sale;flat;16;17;3;80.1;9211500;с. Усады; Счастливая;15;;Дома у сада
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/300973858/;Москва и МО;sale;flat;7;41;3;91.2;80000000;Хорошевский;Ленинградский проспект;37/3;Аэропорт;Прайм Парк
MR Group;developer;https://www.cian.ru/sale/flat/306614056/;Москва и МО;sale;flat;9;28;3;87.7;32115301;Даниловский;;;Павелецкая;Павелецкая Сити ЖК
Эталон;developer;https://ekb.cian.ru/sale/flat/308414016/;Москва и МО;sale;flat;2;16;3;70.6;8033320;Чкаловский;;;Ботаническая;Жилой район Солнечный
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/307310125/;Москва и МО;sale;flat;3;5;3;112.0;85000000;Хамовники;Комсомольский проспект;42С2;Спортивная;Clerkenwell House
MOD Estate;real_estate_agent;https://www.cian.ru/sale/flat/303732989/;Москва и МО;sale;flat;29;33;3;72.8;23999000;Отрадное;Сигнальный проезд;16к1;Владыкино;Сигнальный 16
R1 Development;developer;https://ekb.cian.ru/sale/flat/307541844/;Москва и МО;sale;flat;4;8;3;83.55;14168843;Орджоникидзевский; Уральских Рабочих;26;Проспект Космонавтов;Банников Дом
Феликс;real_estate_agent;https://www.cian.ru/sale/flat/283840624/;Москва и МО;sale;flat;3;13;3;149.2;68000000;Тверской;Долгоруковская ;6;Новослободская;
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/303040443/;Москва и МО;sale;flat;5;5;3;183.1;174494300;Арбат;Поварская ;8/1к1;Арбатская;De Luxe квартал апартаментов Театральный Дом
Первостроитель;developer;https://ekb.cian.ru/sale/flat/283207567/;Москва и МО;sale;flat;13;15;3;69.1;11579000;Кировский; Комсомольская;67;Площадь 1905 года;Жилой квартал Комсомольская 67
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/282554703/;Москва и МО;sale;flat;7;18;3;90.4;45000000;Беговой;Ленинградский проспект;29к1;Динамо;Царская площадь
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308346343/;Москва и МО;sale;flat;19;22;3;114.7;63500000;Донской; Вавилова;2;Ленинский проспект;Нескучный сад
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/300752678/;Москва и МО;sale;flat;16;19;3;74.9;14605500;Советский;;3;Горки;Светлая Долина ЖК
Yhome;real_estate_agent;https://www.cian.ru/sale/flat/308955512/;Москва и МО;sale;flat;5;21;3;117.0;115000000;Пресненский; Костикова;4к4;Улица 1905 года;Lucky
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/307962802/;Москва и МО;sale;flat;9;38;3;70.0;32000000;Хорошевский;Хорошевское шоссе;12к1;Беговая;Дом на Беговой
TEN девелопмент;developer;https://ekb.cian.ru/sale/flat/299892705/;Москва и МО;sale;flat;20;31;3;72.8;8751600;Верх-Исетский;;;Площадь 1905 года;Русь-2 ЖК
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/308711129/;Москва и МО;sale;flat;9;21;3;117.0;115000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308038194/;Москва и МО;sale;flat;8;12;3;65.7;26610000;Раменки;Мичуринский проспект;54К2;Раменки;
Таврида Девелопмент;developer;https://krym.cian.ru/sale/flat/299892526/;Москва и МО;sale;flat;3;9;3;94.01;43244600;Массандра пгт; Мухина;17А;;Клубный дом Массандра Парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/303016439/;Москва и МО;sale;flat;4;5;3;150.8;195000000;Пресненский;Леонтьевский переулок;11;Тверская;Леонтьевский 11
Life Style;real_estate_agent;https://www.cian.ru/sale/flat/305593868/;Москва и МО;sale;flat;5;24;3;107.6;50000000;Таганский;Марксистская ;7;Пролетарская;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/301019028/;Москва и МО;sale;flat;2;17;3;75.29;14982710;Советский;ПК1-2;ПК1-2;Горки;Мой Ритм ЖК
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/308395572/;Москва и МО;sale;flat;11;14;3;100.0;215000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/298973372/;Москва и МО;sale;flat;14;36;3;96.0;56000000;Хорошево-Мневники;Шелепихинская набережная;34к2;Шелепиха;Сердце Столицы
AVA;developer;https://krasnodar.cian.ru/sale/flat/302603989/;Москва и МО;sale;flat;2;12;3;84.1;11614210;мкр. 9-й километр; Ярославская;115лит5;;Небо
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308747081/;Москва и МО;sale;flat;13;20;3;130.2;155000000;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
MERSI;real_estate_agent;https://www.cian.ru/sale/flat/308894596/;Москва и МО;sale;flat;7;7;3;118.0;100000000;Тверской;Новослободская ;11;Новослободская;
AVA;developer;https://krasnodar.cian.ru/sale/flat/302609059/;Москва и МО;sale;flat;3;22;3;127.2;27284400;мкр. Аврора; Имени Дзержинского;95;;AVrorA
Центрис;real_estate_agent;https://www.cian.ru/sale/flat/308600747/;Москва и МО;sale;flat;4;14;3;105.0;160000000;Хамовники; Усачева;11;Спортивная;Садовые кварталы
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/298324265/;Москва и МО;sale;flat;2;7;3;97.1;43900000;Донской;Ленинский проспект;35;Ленинский проспект;
Магазин новостроек;representative_developer;https://novorossiysk.cian.ru/sale/flat/306630515/;Москва и МО;sale;flat;2;15;3;67.7;12271167;;;;;Барса
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/307432577/;Москва и МО;sale;flat;11;16;3;100.0;215000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/306261351/;Москва и МО;sale;flat;8;29;3;63.2;27900000;Очаково-Матвеевское;Аминьевское шоссе;4Дк3литБ;Аминьевская;Вестердам
Первостроитель;developer;https://ekb.cian.ru/sale/flat/293993877/;Москва и МО;sale;flat;2;27;3;74.01;12831000;Кировский; Мира;47/6;Геологическая;Проспект Мира. Компаунд
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/307103864/;Москва и МО;sale;flat;5;21;3;119.0;112000000;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Барокко;real_estate_agent;https://spb.cian.ru/sale/flat/302902541/;Москва и МО;sale;flat;11;17;3;86.9;15900000;Выборгский;проспект Художников;33к4;Проспект Просвещения;
Светлый;developer;https://krym.cian.ru/sale/flat/290878522/;Москва и МО;sale;flat;2;3;3;70.2;10530000;Саки; Заводская;62;;Новый берег
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/306008768/;Москва и МО;sale;flat;22;53;3;153.0;167970000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
ТСН Владис;real_estate_agent;https://mytishchi.cian.ru/sale/flat/305185863/;Москва и МО;sale;flat;6;16;3;52.0;9500000;; Стрельбище Динамо;10;Бабушкинская;Мытищи Парк
Северная Компания;developer;https://ryazan.cian.ru/sale/flat/307856417/;Москва и МО;sale;flat;4;16;3;86.51;9761805;Московский;;;;Бирюзова Парк ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307313081/;Москва и МО;sale;flat;3;14;3;166.3;290000000;Хамовники;переулок 1-й Тружеников;16;Киевская;Brodsky
ID 99244989;homeowner;https://www.cian.ru/sale/flat/306063858/;Москва и МО;sale;flat;4;5;3;72.2;18250000;Перово;Мартеновская ;6К3;Новогиреево;
Альянс;developer;https://rostov.cian.ru/sale/flat/292933853/;Москва и МО;sale;flat;2;7;3;106.1;37135000;Кировский;Социалистическая ;118;;Дом-резиденция Собрание
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/292658316/;Москва и МО;sale;flat;2;21;3;126.0;160000000;Пресненский;2-я Звенигородская ;14;Улица 1905 года;Lucky
Неометрия;developer;https://sochi.cian.ru/sale/flat/308285903/;Москва и МО;sale;flat;2;17;3;73.1;25168330;Адлерский;;;;Лестория
Солнечный Берег;real_estate_agent;https://sochi.cian.ru/sale/flat/303010988/;Москва и МО;sale;flat;19;28;3;110.0;35000000;Центральный; Кубанская;12Б;;
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/308417951/;Москва и МО;sale;flat;5;7;3;74.0;41500000;"Кв-ра ""под ключ"" в Басманном е3-комн. квартира";74 м²;5/7 этаж;;
Ак Барс Дом;developer;https://kazan.cian.ru/sale/flat/304842045/;Москва и МО;sale;flat;2;5;3;78.62;27517000;Вахитовский;;;Кремлёвская;Дом на Исхаки ЖК
Винсент Недвижимость Центральный Офис номер 1;real_estate_agent;https://sochi.cian.ru/sale/flat/255382247/;Москва и МО;sale;flat;7;17;3;70.0;27500000;Центральный; Чайковского;2Б;;
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/308397152/;Москва и МО;sale;flat;4;9;3;60.0;17500000;Теплый Стан; Академика Виноградова;6;Генерала Тюленева;
DOGMA;developer;https://novorossiysk.cian.ru/sale/flat/308479571/;Москва и МО;sale;flat;4;18;3;69.7;9325860;;;;;Порто-Ново
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/299927735/;Москва и МО;sale;flat;2;6;3;80.0;82000000;Замоскворечье;Большой Ордынский переулок;4С4;Третьяковская;Собрание клубных домов ORDYNKA
ALFA real estate;real_estate_agent;https://www.cian.ru/sale/flat/305340828/;Москва и МО;sale;flat;3;6;3;84.6;59900000;Пресненский;Трехпрудный переулок;11/13С1;Маяковская;
СМУ-88;developer;https://kazan.cian.ru/sale/flat/308681656/;Москва и МО;sale;flat;2;15;3;74.02;19038318;Вахитовский;;;Площадь Тукая;Яналиф ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307403701/;Москва и МО;sale;flat;7;9;3;101.7;69950000;Замоскворечье;Вишняковский переулок;23;Новокузнецкая;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/308359079/;Москва и МО;sale;flat;2;16;3;68.4;18990000;Южное Бутово; Поляны;5Ак1;Улица Скобелевская;Столичные поляны
Магазин новостроек;representative_developer;https://krasnodar.cian.ru/sale/flat/285186881/;Москва и МО;sale;flat;4;24;3;87.62;16948000;;;;;Гарантия на Обрывной
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/307914842/;Москва и МО;sale;flat;5;7;3;74.9;41500000;Басманный; Земляной Вал;34С4;Курская;
RND;real_estate_agent;https://www.cian.ru/sale/flat/304510329/;Москва и МО;sale;flat;4;7;3;142.2;49900000;Таганский;2-й Сыромятнический переулок;10;Курская;
AVA;developer;https://krasnodar.cian.ru/sale/flat/301514850/;Москва и МО;sale;flat;5;23;3;77.92;8711456;мкр. КСК;Уральская ;87/7;;URAL
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/305320579/;Москва и МО;sale;flat;27;53;3;124.0;118000000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
RND;real_estate_agent;https://www.cian.ru/sale/flat/307040704/;Москва и МО;sale;flat;20;21;3;46.5;14400000;Лосиноостровский;Тайнинская ;9к1;Медведково;Нормандия
Edelweiss;developer;https://vladivostok.cian.ru/sale/flat/300176479/;Москва и МО;sale;flat;5;22;3;89.5;19363500;Первомайский;Кизлярская ;1А;;Edelweiss Золотой Рог
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/305369848/;Москва и МО;sale;flat;3;14;3;97.5;83000000;Замоскворечье;Мытная ;7с1;Серпуховская;Английский квартал
Estes;real_estate_agent;https://www.cian.ru/sale/flat/307776114/;Москва и МО;sale;flat;6;17;3;73.6;24500000;Богородское;Краснобогатырская ;79;Преображенская площадь;
Tekta Group;developer;https://www.cian.ru/sale/flat/301259721/;Москва и МО;sale;flat;19;42;3;65.9;30201484;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/305371693/;Москва и МО;sale;flat;7;14;3;113.0;75000000;Замоскворечье;Мытная ;7с1;Серпуховская;Английский квартал
ID 80865748;unknown;https://spb.cian.ru/sale/flat/308158325/;Москва и МО;sale;flat;3;9;3;101.4;34000000;Адмиралтейский;Малодетскосельский проспект;40;Фрунзенская;Идеалист
Садовое кольцо;developer;https://ufa.cian.ru/sale/flat/308919251/;Москва и МО;sale;flat;4;29;3;78.49;11478692;Кировский;Зеленая Роща жилрайон;;;Терле Парк ЖК
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/308786193/;Москва и МО;sale;flat;6;15;3;140.0;300000000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
FS PROPERTY;real_estate_agent;https://www.cian.ru/sale/flat/307252068/;Москва и МО;sale;flat;6;16;3;158.0;205000000;Якиманка; Большая Якиманка;22К3;Полянка;Коперник
VESPER;developer;https://www.cian.ru/sale/flat/308110877/;Москва и МО;sale;flat;4;6;3;264.6;661500000;Пресненский;Трехпрудный переулок;9С2;Пушкинская;Клубный дом Левенсон
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/302887883/;Москва и МО;sale;flat;9;14;3;102.0;133500000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
do A.S.A.P.;real_estate_agent;https://www.cian.ru/sale/flat/307315277/;Москва и МО;sale;flat;17;17;3;89.6;22200000;; Никитина;11к1;Рассказовка;
Садовое кольцо;developer;https://ufa.cian.ru/sale/flat/306028661/;Москва и МО;sale;flat;12;30;3;87.66;12606034;Октябрьский;;;;Урман Сити ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/305696938/;Москва и МО;sale;flat;6;14;3;112.6;93000000;Замоскворечье;Мытная ;7с1;Серпуховская;Английский квартал
Romanov Estate;real_estate_agent;https://www.cian.ru/sale/flat/303857132/;Москва и МО;sale;flat;12;58;3;62.3;25000000;Коньково;40-й кв-л;к2;Калужская;Обручева 30 ЖК
ANT Development;developer;https://www.cian.ru/sale/flat/303519403/;Москва и МО;sale;flat;3;10;3;105.8;115430498;Дорогомилово;;3к8;Поклонная;Виктори Парк Резиденсез ЖК
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307677350/;Москва и МО;sale;flat;5;12;3;136.9;250000000;Хамовники; Усачева;13;Спортивная;Садовые кварталы
BERI;real_estate_agent;https://www.cian.ru/sale/flat/308089669/;Москва и МО;sale;flat;4;6;3;75.0;71250000;Хамовники;переулок Плотников;10;Смоленская;
Брусника;representative_developer;https://tyumen.cian.ru/sale/flat/308565467/;Москва и МО;sale;flat;5;17;3;81.83;9700000;;;;;Октябрьский на Туре
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/307933190/;Москва и МО;sale;flat;6;11;3;113.0;158200000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
MHEstate - Элитная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/308424075/;Москва и МО;sale;flat;5;6;3;130.0;68000000;Крылатское;Крылатская ;45К2;Крылатское;Долина грез
