author_type,url,floor,floors_count,rooms_count,total_meters,price,underground
real_estate_agent,https://www.cian.ru/sale/flat/302345285/,1,12,3,71.5,18500000.0,Преображенская площадь
real_estate_agent,https://www.cian.ru/sale/flat/307771676/,12,14,3,79.5,19440000.0,Люблино
real_estate_agent,https://www.cian.ru/sale/flat/307776114/,6,17,3,73.6,24500000.0,Преображенская площадь
real_estate_agent,https://www.cian.ru/sale/flat/308068486/,2,33,3,64.0,29000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/306973612/,14,24,3,88.0,30500000.0,Речной вокзал
real_estate_agent,https://www.cian.ru/sale/flat/299166255/,6,24,3,72.2,37500000.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/306885429/,18,26,3,79.6,38000000.0,Новаторская
real_estate_agent,https://www.cian.ru/sale/flat/306829933/,5,9,3,68.3,43000000.0,Смоленская
realtor,https://www.cian.ru/sale/flat/299401850/,23,25,3,140.0,45000000.0,Озёрная
real_estate_agent,https://www.cian.ru/sale/flat/304146073/,8,12,3,100.0,63000000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/286514413/,5,6,3,78.1,72922500.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/307132756/,4,11,3,72.5,75000000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/305597537/,9,14,3,104.0,76500000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/301897182/,22,23,3,152.0,82000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/305002437/,8,14,3,125.2,96500000.0,
real_estate_agent,https://www.cian.ru/sale/flat/305681045/,3,10,3,110.0,97500000.0,Новослободская
real_estate_agent,https://www.cian.ru/sale/flat/306789416/,4,5,3,111.2,99000000.0,Кропоткинская
real_estate_agent,https://www.cian.ru/sale/flat/300367025/,9,12,3,102.2,110000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/303584027/,2,13,3,120.0,160000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/306167198/,22,53,3,152.7,167970000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/309179147/,6,13,3,130.0,214500000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/307000211/,2,7,3,137.1,650000000.0,Пушкинская
real_estate_agent,https://spb.cian.ru/sale/flat/298969730/,1,6,3,76.5,25500000.0,Достоевская
developer,https://krym.cian.ru/sale/flat/289074649/,6,20,3,72.75,30555000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/292149080/,3,10,3,150.0,96000000.0,Чкаловская
real_estate_agent,https://spb.cian.ru/sale/flat/300753931/,7,7,3,251.6,130000000.0,Чернышевская
real_estate_agent,https://spb.cian.ru/sale/flat/303780844/,2,7,3,170.3,185000000.0,Крестовский остров
developer,https://surgut.cian.ru/sale/flat/293659514/,14,19,3,57.14,8085000.0,
real_estate_agent,https://mytishchi.cian.ru/sale/flat/304494294/,3,16,3,65.0,9750000.0,Медведково
real_estate_agent,https://naro-fominsk.cian.ru/sale/flat/302132448/,5,15,3,77.2,13700000.0,
realtor,https://www.cian.ru/sale/flat/307856402/,2,9,3,58.7,16500000.0,Беляево
realtor,https://www.cian.ru/sale/flat/307856167/,6,9,3,58.7,18750000.0,Беляево
real_estate_agent,https://www.cian.ru/sale/flat/307086036/,9,10,3,73.0,21300000.0,Рабочий посёлок
official_representative,https://www.cian.ru/sale/flat/307817649/,4,25,3,81.0,22900000.0,Текстильщики
real_estate_agent,https://www.cian.ru/sale/flat/305314134/,10,16,3,65.7,24740000.0,Площадь Ильича
homeowner,https://www.cian.ru/sale/flat/306090294/,1,16,3,76.0,24999999.0,Озёрная
real_estate_agent,https://www.cian.ru/sale/flat/305189129/,10,21,3,76.97,28500000.0,Зорге
real_estate_agent,https://www.cian.ru/sale/flat/302359178/,25,31,3,73.91,29650000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/308751301/,13,25,3,91.0,29990000.0,Медведково
real_estate_agent,https://www.cian.ru/sale/flat/303877563/,19,28,3,85.0,30500000.0,Авиамоторная
real_estate_agent,https://www.cian.ru/sale/flat/284287955/,1,4,3,83.3,31100000.0,Физтех
real_estate_agent,https://www.cian.ru/sale/flat/298534723/,12,51,3,76.0,36200000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/304590085/,4,11,3,80.0,41900000.0,Ботанический сад
real_estate_agent,https://www.cian.ru/sale/flat/304966057/,6,33,3,66.0,44800000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/308252471/,15,24,3,76.6,45000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/298534728/,36,52,3,78.0,45800000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/307143396/,14,42,3,68.0,46500000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/306834640/,10,33,3,113.9,47000000.0,Юго-Западная
official_representative,https://www.cian.ru/sale/flat/307803950/,10,24,3,100.5,49300000.0,Трикотажная
real_estate_agent,https://www.cian.ru/sale/flat/309176729/,50,51,3,63.0,50000000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/301132027/,22,39,3,83.6,52000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/306894226/,7,7,3,85.0,52000000.0,Цветной бульвар
real_estate_agent,https://www.cian.ru/sale/flat/300191551/,5,23,3,98.3,65000000.0,Октябрьское поле
real_estate_agent,https://www.cian.ru/sale/flat/307672268/,4,23,3,122.7,65000000.0,Славянский бульвар
real_estate_agent,https://www.cian.ru/sale/flat/298466120/,12,12,3,81.2,65900000.0,Сокол
real_estate_agent,https://www.cian.ru/sale/flat/296106332/,4,8,3,69.8,66668378.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/307449781/,14,22,3,112.0,68000000.0,Серебряный Бор
real_estate_agent,https://www.cian.ru/sale/flat/307430993/,14,48,3,130.0,71000000.0,Новаторская
real_estate_agent,https://www.cian.ru/sale/flat/291597053/,5,6,3,78.1,72994574.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/305078923/,9,14,3,104.0,76500000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/299927735/,2,6,3,80.0,82000000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/300425289/,17,32,3,84.0,83000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/308069431/,3,6,3,156.6,89000000.0,Стрешнево
real_estate_agent,https://www.cian.ru/sale/flat/305069664/,9,12,3,105.0,98000000.0,Новокузнецкая
real_estate_agent,https://www.cian.ru/sale/flat/306666518/,48,73,3,104.0,98000000.0,Деловой центр
real_estate_agent,https://www.cian.ru/sale/flat/291590051/,3,11,3,110.4,99000000.0,Новослободская
real_estate_agent,https://www.cian.ru/sale/flat/296106336/,4,7,3,78.9,102280080.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/299640653/,2,4,3,160.1,115000000.0,Чеховская
real_estate_agent,https://www.cian.ru/sale/flat/308449236/,5,6,3,96.0,130000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/308262381/,4,8,3,117.7,185000000.0,Арбатская
real_estate_agent,https://www.cian.ru/sale/flat/308734826/,3,8,3,121.3,206000000.0,Сретенский бульвар
real_estate_agent,https://www.cian.ru/sale/flat/308564476/,4,7,3,140.0,214117419.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/302072009/,29,53,3,192.0,243315249.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/309101286/,3,3,3,100.8,250000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/304817322/,3,21,3,92.2,98285200.0,Улица 1905 года
official_representative,https://www.cian.ru/sale/flat/309056610/,6,17,3,79.0,29000000.0,Новые Черёмушки
developer,https://spb.cian.ru/sale/flat/291847028/,2,13,3,76.3,19879507.0,Обводный канал
real_estate_agent,https://www.cian.ru/sale/flat/308907053/,7,14,3,206.0,291690000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/308038194/,8,12,3,65.7,26610000.0,Раменки
developer,https://spb.cian.ru/sale/flat/308157980/,2,9,3,91.3,30293340.0,Новочеркасская
real_estate_agent,https://www.cian.ru/sale/flat/308889163/,2,6,3,74.0,67500000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/301496697/,3,5,3,82.9,42900000.0,Достоевская
developer,https://krym.cian.ru/sale/flat/292125110/,2,8,3,133.1,58564000.0,
real_estate_agent,https://www.cian.ru/sale/flat/302398135/,5,17,3,105.0,130000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/301132017/,2,4,3,200.0,520000000.0,Октябрьская
developer,https://spb.cian.ru/sale/flat/305409814/,3,10,3,78.33,28230132.0,Выборгская
real_estate_agent,https://www.cian.ru/sale/flat/296710178/,22,31,3,83.0,52000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/309039247/,12,12,3,148.7,208180000.0,Маяковская
developer,https://spb.cian.ru/sale/flat/307923851/,11,18,3,67.94,24229999.0,
real_estate_agent,https://www.cian.ru/sale/flat/300822468/,5,21,3,117.0,113850000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/306151519/,5,8,3,123.0,74800000.0,Менделеевская
developer,https://spb.cian.ru/sale/flat/306312577/,6,9,3,112.61,41711230.0,Приморская
real_estate_agent,https://www.cian.ru/sale/flat/305436608/,5,21,3,117.0,115000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/308405573/,12,12,3,64.1,19999990.0,Академическая
developer,https://krym.cian.ru/sale/flat/288981901/,2,20,3,72.75,29100000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308747081/,13,20,3,130.2,155000000.0,Улица 1905 года
real_estate_agent,https://spb.cian.ru/sale/flat/305153129/,19,26,3,115.0,39900000.0,Беговая
representative_developer,https://spb.cian.ru/sale/flat/308049338/,1,12,3,76.32,21750284.0,Елизаровская
real_estate_agent,https://www.cian.ru/sale/flat/307103864/,5,21,3,119.0,113500000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/307967977/,3,14,3,93.0,64900000.0,Минская
developer,https://spb.cian.ru/sale/flat/301311394/,9,12,3,115.1,,Лесная
real_estate_agent,https://www.cian.ru/sale/flat/309238932/,8,11,3,102.0,145000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/284017557/,3,6,3,162.0,290000000.0,Парк Культуры
real_estate_agent,https://www.cian.ru/sale/flat/300614227/,5,7,3,116.8,357500000.0,Театральная
real_estate_agent,https://www.cian.ru/sale/flat/282559741/,2,6,3,150.0,359751000.0,Парк Культуры
representative_developer,https://krasnodar.cian.ru/sale/flat/294158598/,2,3,3,69.5,7438000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/308061678/,8,23,3,77.2,14500000.0,Улица Дыбенко
real_estate_agent,https://spb.cian.ru/sale/flat/303276862/,2,7,3,170.3,185000000.0,Крестовский остров
real_estate_agent,https://nn.cian.ru/sale/flat/285904477/,1,9,3,81.9,8900000.0,
developer,https://spb.cian.ru/sale/flat/303477648/,7,9,3,83.47,24769999.0,Балтийская
real_estate_agent,https://www.cian.ru/sale/flat/303926631/,21,31,3,69.3,25400000.0,Давыдково
real_estate_agent,https://sochi.cian.ru/sale/flat/303607756/,3,3,3,71.0,30000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/300707953/,8,11,3,55.1,43000000.0,Курская
real_estate_agent,https://www.cian.ru/sale/flat/306081332/,8,37,3,66.3,45900000.0,Белорусская
real_estate_agent,https://sochi.cian.ru/sale/flat/299026228/,6,21,3,109.4,45900000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/292012593/,4,9,3,121.0,60000000.0,Чкаловская
real_estate_agent,https://www.cian.ru/sale/flat/305869279/,14,34,3,84.7,72000000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/306439668/,6,19,3,106.0,73500000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/305340279/,9,14,3,104.0,76500000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/306666243/,2,19,3,90.0,87000000.0,Университет
real_estate_agent,https://www.cian.ru/sale/flat/305051855/,6,7,3,100.0,117900000.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/301968782/,26,36,3,123.0,147480000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/308799011/,13,22,3,175.66,170000000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/308136699/,4,7,3,132.3,172000000.0,Парк Культуры
developer,https://omsk.cian.ru/sale/flat/301034801/,6,7,3,78.08,9480000.0,
developer,https://surgut.cian.ru/sale/flat/301230643/,11,16,3,87.75,10450000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/304881617/,3,11,3,175.6,116000000.0,Чкаловская
realtor,https://omsk.cian.ru/sale/flat/301742304/,4,5,3,56.0,4550000.0,
real_estate_agent,https://omsk.cian.ru/sale/flat/308888746/,3,5,3,60.0,5999000.0,
developer,https://www.cian.ru/sale/flat/296745463/,22,28,3,78.2,31905600.0,Народное Ополчение
realtor,https://www.cian.ru/sale/flat/307216604/,24,27,3,95.4,33000000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/296570255/,50,55,3,63.6,40500000.0,Марьина Роща
developer,https://www.cian.ru/sale/flat/298576257/,7,22,3,66.7,44115010.0,Площадь трёх вокзалов
real_estate_agent,https://www.cian.ru/sale/flat/306705671/,2,4,3,87.1,49500000.0,Маяковская
real_estate_agent,https://www.cian.ru/sale/flat/296569806/,50,55,3,80.11,49900000.0,Марьина Роща
developer,https://www.cian.ru/sale/flat/298576221/,3,22,3,83.9,50884583.0,Площадь трёх вокзалов
real_estate_agent,https://www.cian.ru/sale/flat/303902409/,12,12,3,81.2,63900000.0,Сокол
real_estate_agent,https://www.cian.ru/sale/flat/308278113/,13,17,3,124.0,65000000.0,Петровский Парк
developer,https://www.cian.ru/sale/flat/300728860/,34,41,3,92.02,73984080.0,Кутузовская
real_estate_agent,https://www.cian.ru/sale/flat/302136723/,22,24,3,110.0,80000000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/299015116/,11,22,3,96.79,87500000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/308759962/,12,14,3,124.0,95000000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/302817609/,3,17,3,97.0,98000000.0,Улица 1905 года
homeowner,https://www.cian.ru/sale/flat/300137419/,14,22,3,121.0,109000000.0,Краснопресненская
real_estate_agent,https://www.cian.ru/sale/flat/309231216/,5,6,3,151.0,150000000.0,Пушкинская
developer,https://www.cian.ru/sale/flat/303519417/,1,10,3,118.8,166320000.0,Поклонная
real_estate_agent,https://www.cian.ru/sale/flat/294650800/,9,57,3,158.0,214117419.0,Аэропорт
real_estate_agent,https://www.cian.ru/sale/flat/296943732/,3,14,3,124.7,270000000.0,Полянка
developer,https://www.cian.ru/sale/flat/288206724/,6,7,3,117.16,351480000.0,Третьяковская
developer,https://www.cian.ru/sale/flat/303616420/,3,6,3,164.1,369225000.0,Новокузнецкая
developer,https://www.cian.ru/sale/flat/288206727/,3,6,3,132.38,370664000.0,Третьяковская
real_estate_agent,https://omsk.cian.ru/sale/flat/305768841/,1,9,3,50.0,5499000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/305273006/,5,5,3,57.3,5900000.0,
homeowner,https://krasnodar.cian.ru/sale/flat/309085659/,17,20,3,65.0,7000000.0,
developer,https://volgograd.cian.ru/sale/flat/303563160/,1,3,3,60.33,7842900.0,
real_estate_agent,https://novosibirsk.cian.ru/sale/flat/304728402/,1,11,3,74.1,8999999.0,Золотая Нива
developer,https://krym.cian.ru/sale/flat/285582143/,4,8,3,84.75,21322843.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/259491948/,5,6,3,92.0,30000000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/297286340/,2,9,3,109.35,34900000.0,Крестовский остров
real_estate_agent,https://spb.cian.ru/sale/flat/286662063/,2,9,3,126.7,35900000.0,Крестовский остров
real_estate_agent,https://sochi.cian.ru/sale/flat/257312860/,12,14,3,75.0,60000000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/304964967/,9,9,3,136.9,65000000.0,Крестовский остров
real_estate_agent,https://sochi.cian.ru/sale/flat/304029911/,24,30,3,170.0,187000000.0,
realtor,https://dmitrov.cian.ru/sale/flat/305522815/,2,4,3,68.0,7480000.0,
developer,https://yaroslavl.cian.ru/sale/flat/292663416/,2,12,3,88.9,8607730.0,
official_representative,https://www.cian.ru/sale/flat/305913440/,4,9,3,61.6,18990000.0,Щёлковская
real_estate_agent,https://www.cian.ru/sale/flat/307535888/,17,17,3,74.0,20982000.0,Люблино
real_estate_agent,https://www.cian.ru/sale/flat/307540412/,4,36,3,70.0,31000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/303279567/,19,39,3,76.0,36000000.0,Аминьевская
realtor,https://www.cian.ru/sale/flat/308326285/,5,12,3,72.0,43500000.0,Автозаводская
real_estate_agent,https://www.cian.ru/sale/flat/307219598/,30,31,3,103.8,52000000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/301573903/,5,6,3,80.0,73000000.0,Арбатская
official_representative,https://odintsovo.cian.ru/sale/flat/308022291/,4,7,3,126.0,80000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/306879612/,2,6,3,110.5,99000000.0,Пушкинская
real_estate_agent,https://www.cian.ru/sale/flat/299067800/,9,12,3,102.2,110000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/303228319/,5,21,3,116.78,115000000.0,Улица 1905 года
real_estate_agent,https://www.cian.ru/sale/flat/296521536/,4,13,3,149.9,125000000.0,Баррикадная
real_estate_agent,https://www.cian.ru/sale/flat/302734799/,2,4,3,136.0,136000000.0,Арбатская
developer,https://www.cian.ru/sale/flat/288136849/,37,85,3,187.5,151591434.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/292805935/,2,10,3,94.1,153000000.0,Арбатская
representative_developer,https://www.cian.ru/sale/flat/292484942/,4,7,3,146.3,168000000.0,Новокузнецкая
realtor,https://spb.cian.ru/sale/flat/308719962/,4,5,3,72.3,11900000.0,Озерки
real_estate_agent,https://sochi.cian.ru/sale/flat/302246710/,17,19,3,69.0,12450000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/304370210/,2,4,3,120.0,30000000.0,
real_estate_agent,https://spb.cian.ru/sale/flat/305392223/,4,7,3,199.1,134990000.0,Крестовский остров
real_estate_agent,https://sochi.cian.ru/sale/flat/274082215/,19,27,3,134.0,149800000.0,
developer,https://omsk.cian.ru/sale/flat/303908111/,2,16,3,70.8,12036000.0,
developer,https://omsk.cian.ru/sale/flat/272382855/,9,9,3,137.2,25382000.0,
developer,https://krym.cian.ru/sale/flat/299892526/,3,9,3,94.01,43244600.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/298270790/,1,2,3,58.9,5200000.0,
real_estate_agent,https://vladikavkaz.cian.ru/sale/flat/307083620/,1,9,3,68.0,5990000.0,
real_estate_agent,https://sochi.cian.ru/sale/flat/306279275/,10,12,3,80.0,17000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/304681346/,8,9,3,55.6,19390000.0,Москва-Сити
realtor,https://www.cian.ru/sale/flat/307628849/,16,17,3,74.8,20500000.0,Бунинская аллея
real_estate_agent,https://odintsovo.cian.ru/sale/flat/301706311/,15,25,3,89.0,22100000.0,Баковка
developer,https://spb.cian.ru/sale/flat/301945682/,2,5,3,86.76,22181000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308640018/,2,25,3,66.2,23070000.0,Аннино
real_estate_agent,https://www.cian.ru/sale/flat/309205311/,6,14,3,70.5,24000000.0,Коломенская
real_estate_agent,https://www.cian.ru/sale/flat/307588324/,11,22,3,98.6,29000000.0,Беломорская
real_estate_agent,https://www.cian.ru/sale/flat/302547994/,3,40,3,70.8,29900000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/305747335/,10,22,3,96.6,33000000.0,Зюзино
developer,https://spb.cian.ru/sale/flat/301311394/,9,12,3,115.1,,Лесная
real_estate_agent,https://www.cian.ru/sale/flat/301267675/,10,14,3,68.75,39000000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/302560671/,3,40,3,92.9,38900000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/308743661/,2,29,3,87.5,39500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/304140678/,15,20,3,77.0,45000000.0,Москва-Сити
real_estate_agent,https://www.cian.ru/sale/flat/307087260/,3,6,3,74.0,46000000.0,Спортивная
developer,https://www.cian.ru/sale/flat/301313396/,15,24,3,90.8,49050400.0,Ботанический сад
real_estate_agent,https://www.cian.ru/sale/flat/309201838/,18,18,3,79.9,55000000.0,Терехово 
real_estate_agent,https://spb.cian.ru/sale/flat/296488797/,3,6,3,120.0,56000000.0,Петроградская
real_estate_agent,https://sochi.cian.ru/sale/flat/308049856/,14,23,3,114.0,61000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/308308758/,5,17,3,117.0,64350000.0,Проспект Мира
real_estate_agent,https://www.cian.ru/sale/flat/297681232/,2,5,3,88.0,67500000.0,Третьяковская
real_estate_agent,https://www.cian.ru/sale/flat/303019745/,5,6,3,79.2,75000000.0,Арбатская
real_estate_agent,https://sochi.cian.ru/sale/flat/276626637/,15,17,3,106.0,80000000.0,
realtor,https://kaliningrad.cian.ru/sale/flat/306566367/,16,19,3,80.2,6900000.0,
real_estate_agent,https://surgut.cian.ru/sale/flat/308579204/,4,5,3,72.4,8450000.0,
real_estate_agent,https://dzerzhinsky.cian.ru/sale/flat/308417284/,8,9,3,59.3,8500000.0,Котельники
developer,https://hmao.cian.ru/sale/flat/298568560/,10,12,3,87.52,10050000.0,
real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/308782221/,2,5,3,57.5,10200000.0,
developer,https://ryazan.cian.ru/sale/flat/289035784/,14,25,3,100.77,10275517.0,
real_estate_agent,https://www.cian.ru/sale/flat/307123276/,5,9,3,50.9,10950000.0,Боровское шоссе
real_estate_agent,https://www.cian.ru/sale/flat/307888004/,9,9,3,50.0,11600000.0,Пражская
realtor,https://odintsovo.cian.ru/sale/flat/302359205/,7,17,3,74.8,12300000.0,Сколково
real_estate_agent,https://www.cian.ru/sale/flat/308228976/,7,13,3,61.5,13500000.0,Прокшино
real_estate_agent,https://sergiyev-posad.cian.ru/sale/flat/307943867/,17,17,3,99.3,14290000.0,
real_estate_agent,https://www.cian.ru/sale/flat/306370383/,9,12,3,61.0,14741000.0,Юго-Восточная
homeowner,https://stavropol.cian.ru/sale/flat/306377263/,16,16,3,70.0,14785000.0,
homeowner,https://ivanovo.cian.ru/sale/flat/293576981/,10,10,3,140.3,15500000.0,
real_estate_agent,https://www.cian.ru/sale/flat/305398669/,4,9,3,60.0,15699000.0,Генерала Тюленева
real_estate_agent,https://lyubertsy.cian.ru/sale/flat/309244085/,12,22,3,96.0,16300000.0,Жулебино
real_estate_agent,https://www.cian.ru/sale/flat/307527755/,4,17,3,75.0,18000000.0,Бульвар Дмитрия Донского
real_estate_agent,https://www.cian.ru/sale/flat/307914279/,9,23,3,92.7,18500000.0,Некрасовка
real_estate_agent,https://www.cian.ru/sale/flat/303967720/,11,12,3,63.8,19295000.0,Фонвизинская
official_representative,https://odintsovo.cian.ru/sale/flat/308633315/,14,17,3,92.3,21700000.0,Сколково
real_estate_agent,https://www.cian.ru/sale/flat/300563124/,22,22,3,63.0,23600000.0,ВДНХ
official_representative,https://krasnogorsk.cian.ru/sale/flat/308642511/,25,25,3,105.7,24990000.0,Павшино
realtor,https://www.cian.ru/sale/flat/308512200/,12,12,3,65.0,27500000.0,Минская
real_estate_agent,https://www.cian.ru/sale/flat/305604145/,23,54,3,73.2,29200000.0,Народное Ополчение
official_representative,https://www.cian.ru/sale/flat/308855363/,4,6,3,92.0,29500000.0,Комсомольская
real_estate_agent,https://www.cian.ru/sale/flat/294720722/,13,14,3,85.0,30000000.0,Алексеевская
real_estate_agent,https://www.cian.ru/sale/flat/306560018/,3,10,3,68.0,30900000.0,Ленинский проспект
real_estate_agent,https://odintsovo.cian.ru/sale/flat/306264559/,3,4,3,71.0,34000000.0,
real_estate_agent,https://www.cian.ru/sale/flat/299464154/,15,20,3,74.3,36000000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/303566156/,4,11,3,97.5,36500000.0,ЗИЛ
real_estate_agent,https://www.cian.ru/sale/flat/298529940/,25,52,3,70.0,36500000.0,Раменки
real_estate_agent,https://www.cian.ru/sale/flat/309288584/,23,34,3,59.2,37300000.0,Воронцовская
real_estate_agent,https://www.cian.ru/sale/flat/306322342/,22,34,3,67.0,39900000.0,Воронцовская
real_estate_agent,https://www.cian.ru/sale/flat/294555391/,3,13,3,67.8,40000000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/307407528/,3,21,3,85.9,40990000.0,Фили
real_estate_agent,https://www.cian.ru/sale/flat/303931443/,6,21,3,71.7,41900000.0,Терехово 
real_estate_agent,https://www.cian.ru/sale/flat/307436857/,26,28,3,104.2,43500000.0,Измайловская
real_estate_agent,https://www.cian.ru/sale/flat/299519305/,27,28,3,110.1,44000000.0,Авиамоторная
real_estate_agent,https://www.cian.ru/sale/flat/308800808/,18,33,3,65.2,44300000.0,Шелепиха
real_estate_agent,https://www.cian.ru/sale/flat/308402651/,18,40,3,85.0,44500000.0,Аминьевская
real_estate_agent,https://www.cian.ru/sale/flat/308389554/,14,14,3,95.0,45000000.0,Киевская
real_estate_agent,https://www.cian.ru/sale/flat/305329224/,3,11,3,69.9,45000000.0,Электрозаводская
real_estate_agent,https://www.cian.ru/sale/flat/308878359/,5,17,3,77.3,46000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/308550838/,7,13,3,120.0,46000000.0,Москва-Товарная
real_estate_agent,https://www.cian.ru/sale/flat/304320156/,36,40,3,110.0,46500000.0,Молодёжная
realtor,https://www.cian.ru/sale/flat/306849002/,7,34,3,111.7,47000000.0,Щукинская
real_estate_agent,https://www.cian.ru/sale/flat/299062637/,6,12,3,95.2,47800000.0,Динамо
real_estate_agent,https://www.cian.ru/sale/flat/308146649/,18,36,3,102.0,57000000.0,Полежаевская
real_estate_agent,https://www.cian.ru/sale/flat/300888488/,11,46,3,82.5,58000000.0,Павелецкая
real_estate_agent,https://www.cian.ru/sale/flat/303532011/,20,58,3,92.5,57800000.0,Бульвар Генерала Карбышева
real_estate_agent,https://www.cian.ru/sale/flat/296813743/,29,29,3,83.5,58400000.0,Народное Ополчение
real_estate_agent,https://www.cian.ru/sale/flat/308906405/,20,20,3,95.6,60000000.0,Технопарк
real_estate_agent,https://www.cian.ru/sale/flat/303630214/,2,8,3,92.0,63420983.0,Смоленская
real_estate_agent,https://www.cian.ru/sale/flat/306169329/,5,16,3,106.0,65000000.0,Ломоносовский проспект
real_estate_agent,https://www.cian.ru/sale/flat/306765622/,12,15,3,100.0,65000000.0,Технопарк
representative_developer,https://krasnodar.cian.ru/sale/flat/301125933/,2,4,3,56.1,7429530.0,
real_estate_agent,https://krasnodar.cian.ru/sale/flat/280010463/,2,16,3,73.0,7500000.0,
developer,https://kazan.cian.ru/sale/flat/302537478/,3,4,3,65.2,8270294.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/308020377/,8,9,3,68.5,8600000.0,Козья слобода
representative_developer,https://krasnodar.cian.ru/sale/flat/301285625/,8,24,3,63.5,9074150.0,
real_estate_agent,https://kazan.cian.ru/sale/flat/305468707/,9,16,3,62.7,10000000.0,Горки
