author_type,floor,floors_count,rooms_count,total_meters,underground,availability_underground,price_per_meter
real_estate_agent,26,41,2,46.0,Шелепиха,True,455435
real_estate_agent,11,12,1,33.5,Улица Академика Янгеля,True,238806
real_estate_agent,9,12,2,88.0,Маяковская,True,674432
real_estate_agent,4,7,1,31.1,Академическая,True,192926
real_estate_agent,4,20,2,64.29,Тульская,True,375900
real_estate_agent,1,8,2,48.3,Проспект Ветеранов,True,179089
real_estate_agent,9,12,2,99.0,Маяковская,True,977273
real_estate_agent,3,12,2,37.0,Селигерская,True,256757
developer,2,10,2,33.0,not available,False,954300
real_estate_agent,6,7,2,96.0,Парк Культуры,True,2708333
real_estate_agent,4,4,2,55.3,Проспект Ветеранов,True,126401
real_estate_agent,8,29,2,69.1,Шаболовская,True,450000
realtor,17,25,1,36.8,Чертановская,True,269022
developer,8,10,1,22.2,not available,False,1177500
real_estate_agent,4,11,2,67.31,Парк Победы,True,1069678
real_estate_agent,4,4,1,31.9,not available,False,125392
developer,2,16,2,64.3,not available,False,105000
real_estate_agent,5,21,2,64.76,Улица 1905 года,True,1057752
developer,5,9,2,104.2,Маяковская,True,1448741
real_estate_agent,10,32,2,64.4,Поклонная,True,791925
real_estate_agent,4,16,2,37.0,Москва-Сити,True,513514
unknown,16,41,2,51.0,Шелепиха,True,666667
homeowner,3,24,2,53.2,Верхние котлы,True,367857
developer,2,16,1,37.9,not available,False,140000
unknown,6,42,1,42.0,Шелепиха,True,690476
real_estate_agent,4,4,1,42.7,Проспект Ветеранов,True,130913
developer,3,8,2,76.9,not available,False,299090
real_estate_agent,5,6,2,43.0,Белорусская,True,625581
real_estate_agent,10,14,2,56.7,Филёвский парк,True,392104
real_estate_agent,2,21,2,57.23,Улица 1905 года,True,1030928
real_estate_agent,9,18,2,66.4,Воробьёвы горы,True,1049699
realtor,8,22,1,40.0,Люблино,True,332250
developer,2,18,2,49.5,Площадь 1905 года,True,156162
real_estate_agent,7,9,2,108.3,Маяковская,True,1421976
real_estate_agent,9,20,2,59.0,Тульская,True,430000
realtor,4,17,2,74.0,Пионерская,True,233784
developer,19,25,2,38.54,not available,False,133368
realtor,6,9,2,75.0,Маяковская,True,865333
realtor,5,17,2,60.0,Марьино,True,309167
developer,2,8,1,70.3,not available,False,227596
real_estate_agent,9,40,1,41.5,ЦСКА,True,771084
real_estate_agent,14,16,2,50.5,Отрадное,True,277228
real_estate_agent,24,24,2,58.0,Шелепиха,True,646379
realtor,7,12,2,55.0,not available,False,243636
realtor,4,9,2,43.1,Аэропорт,True,684455
real_estate_agent,2,7,2,55.0,not available,False,161800
developer,3,18,1,34.1,Площадь 1905 года,True,173050
real_estate_agent,4,21,2,54.0,Улица 1905 года,True,1092593
homeowner,7,15,2,46.5,ЦСКА,True,513978
developer,14,24,2,53.3,not available,False,171857
real_estate_agent,39,41,2,56.9,Аэропорт,True,702988
developer,6,23,2,52.3,Машиностроителей,True,131778
real_estate_agent,9,12,2,53.34,Маяковская,True,749438
real_estate_agent,4,6,1,35.1,Курская,True,655271
developer,15,19,2,42.1,not available,False,193112
real_estate_agent,9,12,2,79.8,Маяковская,True,601504
developer,24,25,1,33.37,not available,False,123165
real_estate_agent,13,41,1,41.5,Аэропорт,True,746988
developer,22,28,2,48.1,Динамо,True,237193
homeowner,10,10,1,38.5,Лермонтовский проспект,True,292987
representative_developer,2,12,2,52.68,not available,False,122627
real_estate_agent,3,20,1,59.0,Улица 1905 года,True,1047458
developer,2,14,2,85.6,Боровицкая,True,2049650
developer,4,24,2,57.34,not available,False,111180
real_estate_agent,37,37,2,48.0,Аэропорт,True,885417
homeowner,2,9,2,37.4,Коломенская,True,387433
developer,3,21,2,72.09,Козья слобода,True,274705
real_estate_agent,3,15,2,58.54,Улица 1905 года,True,1042023
real_estate_agent,4,21,2,54.0,Улица 1905 года,True,1074074
developer,21,25,2,33.84,Уральская,True,175086
real_estate_agent,2,21,2,71.9,Улица 1905 года,True,904033
realtor,10,17,1,45.0,Пионерская,True,308889
developer,18,23,1,32.7,Машиностроителей,True,146911
real_estate_agent,6,10,1,31.7,not available,False,229653
developer,23,25,2,38.68,not available,False,140641
real_estate_agent,5,21,2,117.0,Улица 1905 года,True,982906
real_estate_agent,11,14,1,35.0,Кутузовская,True,397143
developer,2,9,2,40.15,not available,False,130262
real_estate_agent,9,32,2,62.7,Поклонная,True,794258
real_estate_agent,3,14,1,39.0,Новопеределкино,True,238462
developer,4,13,1,47.1,not available,False,177902
realtor,7,17,2,60.3,Некрасовка,True,217247
real_estate_agent,3,14,1,43.5,Марьино,True,275862
developer,17,25,2,40.82,not available,False,156051
real_estate_agent,59,85,2,90.3,Деловой центр,True,830565
realtor,2,9,1,31.8,Молодёжная,True,383333
developer,2,29,1,34.6,Динамо,True,247312
real_estate_agent,8,9,2,60.7,Маяковская,True,1220758
real_estate_agent,5,9,2,45.0,Новаторская,True,355333
developer,18,24,2,58.8,Геологическая,True,275850
developer,3,16,2,78.1,Динамо,True,394264
real_estate_agent,10,41,2,47.4,Аэропорт,True,864979
realtor,5,13,2,59.8,Марьино,True,273411
developer,2,24,1,40.58,not available,False,129720
realtor,9,9,1,36.9,Братиславская,True,239837
real_estate_agent,16,19,2,45.8,Динамо,True,698690
developer,4,9,1,32.44,Рыбацкое,True,157910
real_estate_agent,7,8,2,70.0,not available,False,385714
real_estate_agent,5,9,2,65.0,not available,False,507692
developer,13,19,2,51.8,Машиностроителей,True,146602
real_estate_agent,6,6,2,65.8,Павелецкая,True,714286
real_estate_agent,19,23,1,36.4,Беговая,True,241758
developer,10,24,1,45.8,Козья слобода,True,345195
realtor,15,28,2,64.5,Раменки,True,759690
real_estate_agent,21,24,2,52.4,Арбатская,True,666031
real_estate_agent,11,15,1,36.3,Комендантский проспект,True,225895
developer,24,25,1,30.41,not available,False,144360
real_estate_agent,24,24,2,57.4,Шелепиха,True,652962
real_estate_agent,2,3,2,50.0,not available,False,224000
developer,6,9,1,40.6,not available,False,130788
real_estate_agent,5,24,2,75.0,Шелепиха,True,640000
realtor,9,9,2,50.0,Сходненская,True,350000
developer,21,25,1,37.39,not available,False,148859
real_estate_agent,4,14,2,57.7,Приморская,True,265000
developer,24,25,2,56.9,Чкаловская,True,183733
realtor,4,6,1,59.35,Кузнецкий мост,True,1715000
homeowner,5,10,1,40.4,Кутузовская,True,715347
developer,11,16,2,47.1,Ботаническая,True,139686
real_estate_agent,3,14,2,106.9,Киевская,True,1500000
developer,2,10,2,69.56,not available,False,320000
real_estate_agent,5,14,2,73.1,Серпуховская,True,896306
representative_developer,2,14,2,65.8,not available,False,142000
real_estate_agent,9,14,2,99.9,Спортивная,True,1346346
developer,4,24,1,40.4,Геологическая,True,253639
real_estate_agent,9,14,2,77.0,Минская,True,805195
homeowner,3,17,1,38.0,Свиблово,True,360526
developer,2,16,1,55.9,Динамо,True,383936
unknown,26,41,2,50.0,Шелепиха,True,680000
real_estate_agent,22,22,1,15.8,Юго-Западная,True,499367
real_estate_agent,3,9,2,148.5,Маяковская,True,1272727
real_estate_agent,3,5,2,67.2,Спортивная,True,424107
homeowner,3,9,2,44.0,Отрадное,True,352273
real_estate_agent,5,13,1,36.62,Приморская,True,251229
developer,2,25,1,30.4,Машиностроителей,True,206842
real_estate_agent,8,9,2,64.2,Маяковская,True,1199377
real_estate_agent,23,26,1,37.0,not available,False,270270
developer,3,6,2,45.4,not available,False,130000
real_estate_agent,25,45,1,64.0,Шелепиха,True,640625
homeowner,12,12,1,39.1,Сходненская,True,322251
real_estate_agent,3,9,2,37.0,Бабушкинская,True,356730
real_estate_agent,13,33,2,40.0,Бульвар Рокоссовского,True,447500
developer,2,17,2,52.68,not available,False,122627
real_estate_agent,2,5,2,106.0,Площадь Революции,True,1462264
developer,2,9,2,73.9,Динамо,True,349648
real_estate_agent,7,20,1,43.09,Тульская,True,470000
developer,3,16,1,35.8,Ботаническая,True,157397
homeowner,13,47,2,51.0,Фили,True,646078
real_estate_agent,3,5,1,31.0,Маяковская,True,596774
developer,25,25,1,37.2,Чкаловская,True,215782
real_estate_agent,31,65,2,51.1,Москва-Сити,True,978474
real_estate_agent,3,11,2,53.0,not available,False,420755
real_estate_agent,4,11,2,67.4,Поклонная,True,1068249
real_estate_agent,31,40,2,79.1,Ховрино,True,385588
developer,14,25,2,70.6,Геологическая,True,166190
realtor,15,28,1,40.0,Раменки,True,762500
real_estate_agent,8,22,2,87.2,Поклонная,True,435780
developer,9,15,2,126.3,Улица 1905 года,True,1443320
real_estate_agent,2,44,1,48.1,Улица 1905 года,True,519751
real_estate_agent,10,10,2,45.5,not available,False,269231
developer,2,9,2,49.07,not available,False,447700
real_estate_agent,10,12,1,55.0,Маяковская,True,590909
real_estate_agent,3,7,2,62.0,Новокузнецкая,True,854839
real_estate_agent,4,38,2,65.0,Ростокино,True,353846
developer,3,6,1,33.4,not available,False,137000
real_estate_agent,4,21,2,56.2,Улица 1905 года,True,980000
realtor,2,15,1,31.9,ЦСКА,True,368598
developer,21,22,1,34.4,not available,False,148417
real_estate_agent,13,30,1,93.8,Стрешнево,True,309168
realtor,25,25,2,59.7,not available,False,184087
developer,16,19,2,50.3,Горки,True,183600
real_estate_agent,2,9,2,74.0,Аминьевская,True,405405
real_estate_agent,8,13,2,57.9,Приморская,True,280000
representative_developer,4,7,2,66.4,not available,False,125000
homeowner,8,12,1,38.8,Домодедовская,True,350000
real_estate_agent,10,12,2,44.0,Грачёвская,True,245455
real_estate_agent,5,6,1,41.0,Спортивная,True,706829
developer,15,17,1,36.43,not available,False,135603
realtor,3,21,2,59.2,Улица 1905 года,True,1030405
realtor,13,14,1,39.0,Москва-Товарная,True,451282
developer,2,6,2,71.56,Новокузнецкая,True,1840000
real_estate_agent,12,17,2,57.8,Раменки,True,483166
developer,2,8,1,42.64,Проспект Космонавтов,True,182070
real_estate_agent,4,26,1,46.0,Давыдково,True,739130
real_estate_agent,3,8,2,57.0,Пушкинская,True,822807
developer,4,12,2,55.2,not available,False,146800
real_estate_agent,14,24,2,46.0,Матвеевская,True,673913
developer,3,9,1,39.02,not available,False,460950
real_estate_agent,4,9,2,47.0,Ломоносовский проспект,True,568085
developer,4,19,1,31.8,Горки,True,278000
real_estate_agent,13,41,1,43.0,Шелепиха,True,555814
homeowner,9,9,2,60.0,Химки,True,300000
representative_developer,2,7,1,39.4,not available,False,160000
real_estate_agent,5,6,1,35.0,not available,False,288571
real_estate_agent,2,4,1,31.0,not available,False,383871
developer,3,22,2,69.09,not available,False,210300
real_estate_agent,4,4,2,40.0,not available,False,287500
real_estate_agent,9,14,1,38.5,Зеленоград — Крюково,True,187013
real_estate_agent,5,6,1,40.0,not available,False,300000
developer,12,30,2,56.31,Кунцевская,True,380463
developer,2,17,1,35.8,Горки,True,245000
real_estate_agent,18,22,1,43.0,Стрешнево,True,446512
unknown,2,6,2,70.0,Варшавская,True,455714
real_estate_agent,18,22,1,43.0,Стрешнево,True,453488
real_estate_agent,44,44,2,86.3,Шелепиха,True,440324
real_estate_agent,9,9,2,55.0,not available,False,99982
developer,5,9,2,83.43,Суконная слобода,True,348100
real_estate_agent,19,44,2,64.9,Трикотажная,True,337442
developer,1,4,2,146.56,not available,False,313239
unknown,22,32,1,37.35,Нижегородская,True,476037
real_estate_agent,3,8,2,55.5,Университет,True,432432
representative_developer,11,24,2,73.2,not available,False,107000
real_estate_agent,27,28,2,57.8,Раменки,True,578720
real_estate_agent,15,22,1,30.6,Стрешнево,True,444444
real_estate_agent,5,10,1,48.5,Спартак,True,484536
unknown,1,5,2,44.6,not available,False,91928
developer,2,16,1,26.7,not available,False,136712
real_estate_agent,1,10,1,31.0,Ломоносовский проспект,True,467742
real_estate_agent,13,17,2,67.7,Автозаводская,True,409158
developer,2,5,2,61.01,Кремлёвская,True,328700
developer,2,8,2,71.47,not available,False,99342
real_estate_agent,15,20,2,79.4,Нагатинская,True,376196
real_estate_agent,3,5,2,71.3,not available,False,560309
real_estate_agent,24,79,1,72.0,Москва-Сити,True,972222
real_estate_agent,5,24,1,39.1,Славянский бульвар,True,506394
developer,3,25,2,64.3,Кунцевская,True,780000
homeowner,6,9,2,47.0,Приморская,True,282979
homeowner,9,10,1,44.0,not available,False,193182
real_estate_agent,12,19,2,84.0,Шелепиха,True,702381
real_estate_agent,9,10,2,90.0,Смоленская,True,888778
developer,24,42,2,43.0,Нагорная,True,502465
real_estate_agent,9,68,2,92.0,Москва-Сити,True,1195652
realtor,4,23,1,41.8,Ботанический сад,True,498804
developer,10,22,1,37.8,not available,False,267937
real_estate_agent,18,79,2,71.8,Москва-Сити,True,668524
homeowner,5,18,2,39.9,Речной вокзал,True,563910
real_estate_agent,3,5,2,44.3,Новокузнецкая,True,1081264
real_estate_agent,6,17,1,43.4,Технопарк,True,440092
real_estate_agent,11,20,1,44.0,Беломорская,True,511136
developer,7,30,2,59.88,not available,False,167612
real_estate_agent,6,13,2,120.2,Смоленская,True,750000
real_estate_agent,4,8,2,46.8,Ломоносовский проспект,True,521154
real_estate_agent,12,22,2,52.0,Стрешнево,True,382692
real_estate_agent,4,8,2,64.0,Маяковская,True,623438
developer,4,17,2,49.8,Воробьёвы горы,True,1164016
real_estate_agent,36,79,2,83.2,Москва-Сити,True,1442308
real_estate_agent,12,14,1,31.0,not available,False,351613
real_estate_agent,9,20,1,39.74,Тульская,True,422800
real_estate_agent,4,23,2,90.6,ЦСКА,True,496689
real_estate_agent,6,6,2,62.8,Парк Культуры,True,987261
developer,6,13,2,85.19,Цветной бульвар,True,1479300
real_estate_agent,19,41,2,71.0,Шелепиха,True,654930
developer,3,21,2,59.6,Павелецкая,True,389385
real_estate_agent,3,8,2,50.0,Новокузнецкая,True,1440000
real_estate_agent,27,39,2,63.88,Аминьевская,True,516437
real_estate_agent,4,10,2,88.0,Динамо,True,840909
developer,4,5,1,40.17,Кремлёвская,True,360000
real_estate_agent,11,13,2,81.9,Раменки,True,531136
real_estate_agent,8,11,2,73.4,Белорусская,True,953678
developer,4,11,2,85.3,Павелецкая,True,911788
real_estate_agent,16,46,2,59.1,Калужская,True,397631
real_estate_agent,7,9,2,73.9,not available,False,124493
developer,2,8,1,42.78,not available,False,116000
realtor,5,10,2,56.0,not available,False,271429
representative_developer,2,4,2,77.0,not available,False,248312
real_estate_agent,4,22,2,66.0,Молодёжная,True,522727
developer,7,15,2,53.7,Тульская,True,938700
real_estate_agent,14,41,2,48.0,Кутузовская,True,656250
developer,3,36,2,68.6,Белорусская,True,701720
real_estate_agent,2,10,1,46.7,Удельная,True,310000
developer,3,30,1,40.27,not available,False,184718
real_estate_agent,7,9,2,78.0,not available,False,253846
real_estate_agent,1,25,1,30.4,Комендантский проспект,True,256579
real_estate_agent,19,32,1,32.2,Шелепиха,True,776398
developer,5,8,2,44.6,Площадь 1905 года,True,174058
real_estate_agent,7,21,2,62.0,Ботанический сад,True,483871
real_estate_agent,4,11,1,52.4,Обводный канал,True,379771
real_estate_agent,5,6,2,94.0,Новокузнецкая,True,1053191
real_estate_agent,4,5,2,41.0,Рижская,True,462195
developer,2,10,2,43.53,not available,False,213400
real_estate_agent,10,12,2,65.0,not available,False,264615
real_estate_agent,1,9,2,48.0,Нахимовский проспект,True,310417
developer,8,13,2,64.0,Дубровка,True,588211
real_estate_agent,3,6,1,52.0,not available,False,391538
real_estate_agent,10,19,1,60.0,Народное Ополчение,True,458333
developer,3,9,1,55.0,Динамо,True,341609
real_estate_agent,3,6,1,47.3,not available,False,383087
real_estate_agent,17,20,2,65.0,not available,False,258462
real_estate_agent,11,21,2,80.0,Раменки,True,580000
developer,4,20,1,27.3,Аметьево,True,314775
real_estate_agent,2,8,2,77.2,Новокузнецкая,True,1424870
real_estate_agent,31,37,2,61.0,Калужская,True,581803
representative_developer,2,4,1,29.45,not available,False,358574
real_estate_agent,15,21,2,76.0,not available,False,263158
real_estate_agent,22,22,1,19.4,Юго-Западная,True,431959
real_estate_agent,7,36,2,84.3,Шелепиха,True,676157
real_estate_agent,1,12,2,54.8,Перово,True,259124
developer,10,19,1,31.0,Площадь 1905 года,True,169287
real_estate_agent,3,12,2,65.6,Ломоносовский проспект,True,1250000
real_estate_agent,2,8,2,112.8,Петроградская,True,325000
developer,19,25,2,57.7,Авиамоторная,True,431800
real_estate_agent,3,8,2,61.0,Василеостровская,True,573770
developer,13,27,2,61.78,Геологическая,True,195678
real_estate_agent,2,21,2,116.0,Улица 1905 года,True,1206897
developer,2,16,2,49.4,not available,False,122095
real_estate_agent,4,10,2,64.3,Удельная,True,325000
real_estate_agent,4,14,2,53.0,not available,False,216038
realtor,31,67,2,51.5,Москва-Сити,True,951456
real_estate_agent,9,12,1,39.0,Тропарёво,True,346154
real_estate_agent,3,7,2,112.0,Спортивная,True,758929
real_estate_agent,21,24,1,40.8,Полежаевская,True,735294
developer,2,25,2,39.4,not available,False,156600
real_estate_agent,14,17,1,39.0,not available,False,410256
real_estate_agent,1,5,1,35.3,not available,False,83569
real_estate_agent,1,16,2,54.0,Ясенево,True,255556
real_estate_agent,2,6,2,58.0,Тушинская,True,318966
real_estate_agent,8,8,2,50.0,not available,False,130000
real_estate_agent,21,22,1,39.0,Алма-Атинская,True,289744
developer,2,22,1,49.7,not available,False,197700
real_estate_agent,4,22,2,73.9,Парк Победы,True,514208
developer,4,20,2,36.0,Коптево,True,396123
developer,5,23,2,60.5,not available,False,129000
real_estate_agent,10,34,2,64.4,Поклонная,True,791925
real_estate_agent,5,6,1,43.0,Белорусская,True,625581
real_estate_agent,4,20,2,76.6,Краснопресненская,True,810000
developer,40,67,2,73.2,Москва-Сити,True,1150000
real_estate_agent,6,6,2,96.0,Парк Культуры,True,2677083
developer,3,4,1,36.32,not available,False,373950
real_estate_agent,8,17,1,28.0,not available,False,319643
representative_developer,2,4,2,70.03,not available,False,178495
real_estate_agent,13,25,1,38.8,Бульвар Генерала Карбышева,True,381443
real_estate_agent,15,18,1,38.5,Стрешнево,True,428571
developer,6,28,1,43.5,Полежаевская,True,395000
real_estate_agent,17,22,1,43.5,Стрешнево,True,441379
real_estate_agent,10,24,2,43.0,not available,False,488372
real_estate_agent,16,33,2,42.4,Шелепиха,True,495283
real_estate_agent,30,44,2,64.9,Трикотажная,True,331279
realtor,2,12,2,57.0,Молодёжная,True,426316
real_estate_agent,15,25,2,73.0,Аминьевская,True,349315
real_estate_agent,20,21,2,61.9,ЗИЛ,True,500808
developer,16,39,1,37.2,Павелецкая,True,898604
real_estate_agent,4,4,2,75.7,Марьина Роща,True,474240
real_estate_agent,2,23,2,74.6,Терехово ,True,482574
real_estate_agent,5,17,2,49.0,Ленинский проспект,True,751020
real_estate_agent,4,8,2,65.0,Маяковская,True,613846
real_estate_agent,14,15,2,59.2,Нагатинский Затон,True,734797
real_estate_agent,2,15,2,74.0,Динамо,True,648649
real_estate_agent,5,22,2,100.0,Университет,True,770000
real_estate_agent,3,12,2,66.0,Ломоносовский проспект,True,1242424
developer,2,9,2,64.5,not available,False,118100
real_estate_agent,22,22,1,14.3,Юго-Западная,True,579021
real_estate_agent,22,22,1,17.2,Юго-Западная,True,510465
real_estate_agent,22,22,1,19.4,Юго-Западная,True,457732
real_estate_agent,22,22,1,16.0,Юго-Западная,True,555000
real_estate_agent,22,22,1,17.2,Юго-Западная,True,529651
real_estate_agent,22,22,1,20.0,Юго-Западная,True,488500
developer,9,25,2,85.3,Заельцовская,True,173039
real_estate_agent,4,9,2,45.0,Войковская,True,388667
real_estate_agent,8,12,2,38.3,Полежаевская,True,478198
developer,8,28,1,39.7,Нагорная,True,465100
real_estate_agent,51,53,2,37.4,Мичуринский проспект,True,521390
real_estate_agent,18,22,1,43.4,Стрешнево,True,449309
real_estate_agent,4,5,2,53.9,Университет,True,367161
real_estate_agent,11,34,1,46.4,Воронцовская,True,430819
real_estate_agent,13,17,2,52.2,Тропарёво,True,382184
real_estate_agent,7,25,2,62.9,Тушинская,True,325914
real_estate_agent,12,12,1,42.06,Спартак,True,489777
real_estate_agent,5,14,2,48.25,Автозаводская,True,455938
real_estate_agent,18,27,2,60.0,Авиамоторная,True,383333
realtor,19,24,2,60.0,Бульвар Рокоссовского,True,386667
real_estate_agent,8,24,2,45.2,Народное Ополчение,True,515487
real_estate_agent,13,24,1,42.9,Полежаевская,True,559441
real_estate_agent,14,48,1,42.0,Народное Ополчение,True,583333
real_estate_agent,6,12,2,49.9,Багратионовская,True,495792
realtor,11,24,2,61.4,Отрадное,True,407003
real_estate_agent,3,8,2,57.7,Вавиловская,True,441924
real_estate_agent,9,21,2,56.9,Зорге,True,509649
real_estate_agent,11,20,2,64.0,Шелепиха,True,468750
real_estate_agent,14,28,2,67.0,Рабочий посёлок,True,447761
real_estate_agent,16,36,1,41.1,ЦСКА,True,766423
real_estate_agent,9,21,1,42.1,Чкаловская,True,757720
real_estate_agent,1,6,2,58.8,Таганская,True,550000
real_estate_agent,9,21,2,50.3,Чкаловская,True,654076
real_estate_agent,14,41,2,49.73,Кутузовская,True,663583
real_estate_agent,1,10,2,63.5,Фрунзенская,True,533858
real_estate_agent,9,46,2,49.0,Фили,True,714286
real_estate_agent,7,19,2,77.0,Спартак,True,458442
realtor,14,40,2,65.6,ЗИЛ,True,556402
real_estate_agent,2,5,2,60.0,Парк Культуры,True,641667
real_estate_agent,10,46,2,58.5,Павелецкая,True,682051
real_estate_agent,3,6,2,82.0,Краснопресненская,True,608537
real_estate_agent,13,21,2,80.3,Раменки,True,647572
real_estate_agent,8,10,2,59.7,Таганская,True,921273
real_estate_agent,35,78,2,83.0,Деловой центр,True,783133
real_estate_agent,4,8,1,57.0,Чкаловская,True,1208772
real_estate_agent,38,40,2,115.4,Новые Черёмушки,True,615251
real_estate_agent,2,4,2,136.6,Тульская,True,549048
real_estate_agent,3,7,2,70.0,Арбатская,True,1292286
real_estate_agent,4,7,2,65.0,Спортивная,True,1446154
real_estate_agent,16,20,2,90.0,Белорусская,True,1050000
real_estate_agent,2,5,2,84.63,Чистые пруды,True,1650000
real_estate_agent,2,6,2,87.0,Спортивная,True,2300000
real_estate_agent,4,10,1,24.0,not available,False,500000
real_estate_agent,6,7,2,70.0,not available,False,264286
homeowner,11,14,2,100.2,not available,False,848303
developer,24,25,1,26.21,not available,False,124970
representative_developer,1,3,2,61.2,not available,False,89900
realtor,5,15,2,37.3,not available,False,155496
representative_developer,2,3,2,67.78,not available,False,140000
real_estate_agent,15,25,1,48.0,Аметьево,True,206250
homeowner,3,14,2,52.0,Зеленоград — Крюково,True,197096
real_estate_agent,2,16,2,54.0,Ясенево,True,287037
real_estate_agent,7,10,2,48.25,not available,False,352332
real_estate_agent,15,21,1,36.5,Водный стадион,True,479452
realtor,5,6,2,70.0,Площадь Александра Невского,True,260714
real_estate_agent,18,22,1,43.2,Стрешнево,True,444444
real_estate_agent,9,45,1,46.3,Шелепиха,True,453564
real_estate_agent,1,5,2,58.8,Марксистская,True,414966
real_estate_agent,6,10,2,54.2,Киевская,True,488930
real_estate_agent,11,15,2,53.0,Динамо,True,575472
real_estate_agent,19,25,2,45.7,Фили,True,700219
real_estate_agent,3,6,2,71.4,Технопарк,True,539216
real_estate_agent,19,53,2,75.0,Раменки,True,686667
real_estate_agent,11,13,2,77.0,Динамо,True,831169
real_estate_agent,3,5,2,47.8,Парк Культуры,True,1359833
real_estate_agent,4,7,2,66.1,Арбатская,True,1316428
real_estate_agent,4,7,2,88.4,Арбатская,True,1318821
developer,23,25,1,96.8,Заельцовская,True,211000
homeowner,4,10,2,54.0,not available,False,129630
representative_developer,4,23,2,51.9,not available,False,135000
real_estate_agent,5,7,2,36.0,not available,False,216667
real_estate_agent,4,10,1,48.0,Горки,True,191667
real_estate_agent,20,26,2,51.0,Аметьево,True,194098
real_estate_agent,5,7,2,54.3,not available,False,232044
real_estate_agent,5,9,2,54.5,not available,False,256881
real_estate_agent,7,7,2,55.0,not available,False,263636
real_estate_agent,2,4,2,60.4,not available,False,333361
real_estate_agent,5,5,1,54.7,Гостиный двор,True,402194
real_estate_agent,5,18,2,65.0,not available,False,350000
real_estate_agent,7,8,2,55.0,not available,False,454545
real_estate_agent,4,6,2,76.6,Спортивная,True,484375
real_estate_agent,1,3,1,41.2,not available,False,1140777
developer,2,12,1,40.5,not available,False,105269
real_estate_agent,1,4,2,49.6,not available,False,91734
developer,2,12,1,37.4,not available,False,135000
real_estate_agent,3,14,1,38.8,not available,False,152062
developer,12,15,2,46.5,not available,False,150000
real_estate_agent,1,12,2,54.5,not available,False,135780
unknown,2,3,2,35.5,not available,False,264789
developer,12,21,1,38.59,Калитники,True,319992
developer,2,51,1,37.01,Хорошёвская,True,465000
realtor,4,13,1,41.1,ЗИЛ,True,485401
developer,23,51,1,44.29,Хорошёвская,True,518000
real_estate_agent,23,42,1,41.0,Крымская,True,609756
real_estate_agent,6,40,1,40.49,ЗИЛ,True,617436
real_estate_agent,50,55,2,42.47,Марьина Роща,True,633388
real_estate_agent,50,55,2,42.62,Марьина Роща,True,631159
real_estate_agent,8,22,2,70.5,Угрешская,True,392199
real_estate_agent,4,12,2,58.3,Шелепиха,True,531732
developer,6,13,1,48.6,Дубровка,True,668600
real_estate_agent,10,25,2,56.0,Народное Ополчение,True,589286
real_estate_agent,50,55,2,65.21,Марьина Роща,True,621070
real_estate_agent,36,53,2,78.0,Раменки,True,587179
real_estate_agent,9,21,2,86.0,Терехово ,True,639535
real_estate_agent,3,6,2,49.0,Парк Культуры,True,1306122
developer,59,85,2,80.6,Москва-Сити,True,896372
developer,54,85,2,83.3,Москва-Сити,True,874058
real_estate_agent,2,6,2,80.0,Третьяковская,True,1031250
developer,42,78,2,76.7,Москва-Сити,True,1080000
real_estate_agent,6,10,2,70.0,Новослободская,True,1257143
real_estate_agent,7,17,2,73.0,Улица 1905 года,True,1250000
developer,9,9,2,101.0,Маяковская,True,1879500
developer,4,6,2,101.7,Новокузнецкая,True,2160000
homeowner,3,5,2,42.6,not available,False,90376
real_estate_agent,24,24,1,39.9,not available,False,110476
representative_developer,2,24,1,30.3,not available,False,175652
realtor,15,20,1,43.12,not available,False,135668
realtor,1,3,2,53.5,not available,False,114897
real_estate_agent,4,5,1,31.3,not available,False,210863
real_estate_agent,14,16,1,36.0,Проспект Большевиков,True,191667
real_estate_agent,19,19,1,24.0,not available,False,345833
real_estate_agent,1,5,1,40.9,Купчино,True,222494
real_estate_agent,4,5,2,58.0,Елизаровская,True,181034
homeowner,8,8,2,44.0,not available,False,268182
real_estate_agent,12,18,2,69.72,Проспект Большевиков,True,261761
developer,2,13,2,85.9,not available,False,220000
developer,3,8,1,39.3,Крестовский остров,True,486475
developer,3,9,2,65.21,not available,False,460000
developer,2,9,2,92.98,Суконная слобода,True,349300
real_estate_agent,11,14,2,113.0,Крестовский остров,True,575221
homeowner,1,5,2,42.2,not available,False,82938
real_estate_agent,5,5,2,47.1,not available,False,101911
realtor,3,3,1,48.9,not available,False,108896
homeowner,1,8,2,64.0,not available,False,103906
real_estate_agent,5,16,2,56.1,Октябрьская,True,156684
developer,1,10,2,61.06,not available,False,149897
real_estate_agent,11,12,1,34.8,Щёлковская,True,268678
developer,3,8,2,76.5,not available,False,164000
developer,25,30,1,37.4,Окская,True,343737
real_estate_agent,9,27,1,47.1,Нагорная,True,467070
realtor,8,27,2,74.3,ЗИЛ,True,376851
developer,2,13,2,121.4,not available,False,230000
developer,2,9,2,66.53,not available,False,438900
real_estate_agent,14,21,2,57.0,Народное Ополчение,True,542105
real_estate_agent,4,20,1,76.13,Тульская,True,422500
real_estate_agent,3,5,1,46.3,Новокузнецкая,True,900000
developer,13,18,2,83.5,Фили,True,520707
real_estate_agent,4,6,2,73.8,Парк Культуры,True,1138211
real_estate_agent,3,9,2,149.0,Маяковская,True,1268456
realtor,15,25,1,35.0,not available,False,114286
