author_type,floor,floors_count,rooms_count,total_meters,underground,availability_underground,price_per_meter
real_estate_agent,14,17,3,169.5,Маяковская,True,1179941
real_estate_agent,14,36,3,96.0,Шелепиха,True,583333
developer,2,19,3,76.8,ЗИЛ,True,403595
real_estate_agent,13,24,3,64.8,Верхние котлы,True,353395
real_estate_agent,14,20,3,132.5,Воробьёвы горы,True,943396
developer,12,26,3,73.6,Зорге,True,465784
real_estate_agent,13,14,3,71.0,Минская,True,551831
real_estate_agent,13,25,3,88.4,Матвеевская,True,1097285
developer,5,48,3,56.42,Трикотажная,True,320057
real_estate_agent,3,14,3,97.0,Серпуховская,True,876289
real_estate_agent,2,7,3,108.0,Менделеевская,True,449074
developer,19,25,3,70.6,Воронцовская,True,531874
real_estate_agent,39,56,3,79.7,Аминьевская,True,376412
real_estate_agent,17,23,3,96.0,Профсоюзная,True,415625
developer,13,24,3,91.4,Беломорская,True,506400
real_estate_agent,6,19,3,153.8,Университет,True,702211
real_estate_agent,4,21,3,99.0,Шаболовская,True,1414141
developer,11,12,3,69.2,Преображенская площадь,True,566451
real_estate_agent,12,14,3,75.0,Минская,True,599849
real_estate_agent,3,14,3,115.8,Спортивная,True,1122625
developer,2,33,3,65.8,Сокольники,True,420700
real_estate_agent,24,36,3,82.4,ЦСКА,True,910194
real_estate_agent,20,22,3,80.0,Славянский бульвар,True,361250
developer,34,41,3,92.02,Кутузовская,True,804000
real_estate_agent,5,21,3,83.0,Шаболовская,True,1100000
real_estate_agent,7,18,3,118.0,Молодёжная,True,385593
developer,2,29,3,69.8,Нагатинская,True,434000
real_estate_agent,10,34,3,102.6,Поклонная,True,1296296
official_representative,27,52,3,124.0,Ломоносовский проспект,True,951613
developer,2,41,3,66.0,Петровский Парк,True,724593
real_estate_agent,62,77,3,111.0,Москва-Сити,True,1342342
real_estate_agent,5,9,3,80.0,Митино,True,281250
real_estate_agent,6,17,3,112.6,Серпуховская,True,825933
real_estate_agent,6,17,3,82.7,Петровский Парк,True,471584
developer,2,32,3,70.3,Стахановская,True,260595
real_estate_agent,6,15,3,77.0,Кунцевская,True,545455
developer,6,28,3,61.1,Отрадное,True,270000
real_estate_agent,28,30,3,77.8,Давыдково,True,392031
real_estate_agent,3,37,3,77.0,Шелепиха,True,545455
real_estate_agent,8,12,3,94.6,Шаболовская,True,570825
real_estate_agent,25,75,3,187.9,Деловой центр,True,638638
developer,6,36,3,61.7,Ростокино,True,285000
real_estate_agent,2,6,3,131.1,Пушкинская,True,839054
real_estate_agent,14,19,3,115.0,Раменки,True,478261
real_estate_agent,4,13,3,82.9,Раменки,True,518697
real_estate_agent,21,25,3,62.2,Рабочий посёлок,True,562701
developer,7,16,3,64.3,Октябрьское поле,True,470140
real_estate_agent,6,37,3,76.0,Белорусская,True,625000
real_estate_agent,2,4,3,219.2,Парк Культуры,True,2704170
real_estate_agent,5,8,3,130.0,Третьяковская,True,846154
real_estate_agent,5,5,3,80.3,Марьина Роща,True,367372
developer,9,33,3,69.7,Новохохловская,True,368500
real_estate_agent,4,8,3,69.8,Смоленская,True,948653
real_estate_agent,5,6,3,78.1,Маяковская,True,929003
developer,2,44,3,69.6,Трикотажная,True,304704
real_estate_agent,18,25,3,92.0,Говорово,True,369565
real_estate_agent,2,11,3,65.0,Раменки,True,813846
developer,2,14,3,104.6,Тёплый Стан,True,252782
real_estate_agent,2,6,3,118.7,Парк Культуры,True,1811288
real_estate_agent,3,4,3,125.5,Курская,True,1115538
real_estate_agent,4,6,3,219.4,Кропоткинская,True,1449985
homeowner,4,5,3,72.2,Новогиреево,True,245845
real_estate_agent,1,12,3,71.5,Преображенская площадь,True,258741
real_estate_agent,12,14,3,79.5,Люблино,True,244528
real_estate_agent,5,5,3,72.5,Аэропорт,True,335172
real_estate_agent,11,17,3,74.8,Беговая,True,327540
real_estate_agent,6,17,3,73.6,Преображенская площадь,True,332880
real_estate_agent,1,11,3,87.6,ВДНХ,True,279680
real_estate_agent,12,12,3,63.9,Марьина Роща,True,446009
real_estate_agent,2,33,3,64.0,Шелепиха,True,453125
real_estate_agent,1,3,3,90.0,Физтех,True,333333
real_estate_agent,14,24,3,88.0,Речной вокзал,True,346591
real_estate_agent,3,3,3,75.4,Трубная,True,411141
real_estate_agent,5,23,3,69.1,Народное Ополчение,True,542692
real_estate_agent,6,24,3,72.2,Полежаевская,True,519391
real_estate_agent,18,26,3,79.6,Новаторская,True,477387
real_estate_agent,4,8,3,102.4,Технопарк,True,375977
real_estate_agent,5,9,3,68.3,Смоленская,True,629575
realtor,23,25,3,140.0,Озёрная,True,321429
real_estate_agent,1,10,3,125.4,Достоевская,True,398724
real_estate_agent,22,23,3,163.0,Новаторская,True,343558
real_estate_agent,8,12,3,100.0,Маяковская,True,630000
real_estate_agent,12,12,3,81.2,Сокол,True,811576
real_estate_agent,5,6,3,78.1,Маяковская,True,928288
real_estate_agent,4,11,3,72.5,Курская,True,1034483
real_estate_agent,22,23,3,152.0,Щукинская,True,539474
real_estate_agent,8,14,3,125.2,not available,False,770767
real_estate_agent,3,10,3,110.0,Новослободская,True,886364
real_estate_agent,4,5,3,111.2,Кропоткинская,True,890288
real_estate_agent,4,7,3,78.9,Арбатская,True,1296325
real_estate_agent,2,11,3,135.0,Курская,True,814815
real_estate_agent,9,12,3,102.2,Минская,True,1076321
real_estate_agent,9,21,3,97.0,Улица 1905 года,True,1237113
real_estate_agent,3,8,3,111.0,Ломоносовский проспект,True,1159910
real_estate_agent,2,13,3,120.0,Улица 1905 года,True,1333333
real_estate_agent,22,53,3,152.7,Ломоносовский проспект,True,1100000
real_estate_agent,2,7,3,137.1,Пушкинская,True,4741065
real_estate_agent,12,12,3,64.1,Академическая,True,312012
real_estate_agent,9,10,3,73.0,Рабочий посёлок,True,291781
real_estate_agent,4,25,3,81.0,Текстильщики,True,282716
real_estate_agent,13,17,3,75.4,Крылатское,True,305040
real_estate_agent,10,16,3,65.7,Площадь Ильича,True,380365
homeowner,14,27,3,85.0,Грачёвская,True,334118
real_estate_agent,25,31,3,73.91,Аминьевская,True,401164
real_estate_agent,13,25,3,91.0,Медведково,True,329560
real_estate_agent,19,28,3,85.0,Авиамоторная,True,358824
real_estate_agent,1,4,3,83.3,Физтех,True,373349
real_estate_agent,12,51,3,76.0,Раменки,True,476316
real_estate_agent,4,11,3,80.0,Ботанический сад,True,523750
realtor,5,12,3,72.0,Автозаводская,True,604167
real_estate_agent,6,33,3,66.0,Шелепиха,True,678788
real_estate_agent,36,52,3,78.0,Раменки,True,587179
real_estate_agent,8,8,3,86.0,Павелецкая,True,534884
real_estate_agent,14,42,3,68.0,Фили,True,683824
real_estate_agent,10,33,3,113.9,Юго-Западная,True,412643
real_estate_agent,22,39,3,83.6,Аминьевская,True,622010
real_estate_agent,7,7,3,85.0,Цветной бульвар,True,611765
real_estate_agent,5,23,3,98.3,Октябрьское поле,True,661241
real_estate_agent,4,23,3,122.7,Славянский бульвар,True,529747
real_estate_agent,14,22,3,112.0,Серебряный Бор,True,607143
real_estate_agent,9,14,3,104.0,Киевская,True,735577
real_estate_agent,2,6,3,80.0,Третьяковская,True,1025000
real_estate_agent,17,32,3,84.0,Поклонная,True,988095
real_estate_agent,3,6,3,156.6,Стрешнево,True,568327
real_estate_agent,11,13,3,143.0,Маяковская,True,663636
real_estate_agent,9,12,3,105.0,Новокузнецкая,True,933333
real_estate_agent,48,73,3,104.0,Деловой центр,True,942308
real_estate_agent,5,6,3,96.0,Пушкинская,True,1354167
real_estate_agent,4,8,3,117.7,Арбатская,True,1571793
real_estate_agent,4,7,3,140.0,Смоленская,True,1519032
real_estate_agent,29,53,3,192.0,Ломоносовский проспект,True,1258668
real_estate_agent,3,6,3,162.0,Парк Культуры,True,1790123
real_estate_agent,2,6,3,150.0,Парк Культуры,True,2384421
real_estate_agent,21,31,3,69.3,Давыдково,True,366522
real_estate_agent,15,55,3,85.63,Марьина Роща,True,426136
real_estate_agent,8,11,3,55.1,Курская,True,780399
real_estate_agent,8,37,3,66.3,Белорусская,True,698341
real_estate_agent,14,34,3,84.7,Поклонная,True,850059
real_estate_agent,6,19,3,106.0,Университет,True,693396
real_estate_agent,2,19,3,90.0,Университет,True,966667
real_estate_agent,6,7,3,100.0,Смоленская,True,1190000
real_estate_agent,26,36,3,123.0,Динамо,True,1199024
real_estate_agent,4,7,3,132.3,Парк Культуры,True,1300076
real_estate_agent,9,57,3,158.0,Аэропорт,True,1345978
real_estate_agent,3,14,3,68.0,ЗИЛ,True,455882
developer,22,28,3,78.2,Народное Ополчение,True,408000
real_estate_agent,50,55,3,63.6,Марьина Роща,True,636792
developer,7,22,3,66.7,Площадь трёх вокзалов,True,661394
real_estate_agent,2,4,3,87.1,Маяковская,True,568312
real_estate_agent,50,55,3,80.11,Марьина Роща,True,622894
developer,3,22,3,83.9,Площадь трёх вокзалов,True,606491
real_estate_agent,12,12,3,81.2,Сокол,True,799261
real_estate_agent,22,24,3,110.0,Фили,True,727273
real_estate_agent,11,22,3,96.79,Краснопресненская,True,904019
real_estate_agent,12,14,3,124.0,ЗИЛ,True,766129
real_estate_agent,3,17,3,97.0,Улица 1905 года,True,1010309
homeowner,14,22,3,121.0,Краснопресненская,True,900826
real_estate_agent,5,6,3,151.0,Пушкинская,True,992715
developer,1,10,3,118.8,Поклонная,True,1400000
real_estate_agent,3,14,3,124.7,Полянка,True,2165196
developer,6,7,3,117.16,Третьяковская,True,3000000
developer,3,6,3,164.1,Новокузнецкая,True,2250000
developer,3,6,3,132.38,Третьяковская,True,2800000
real_estate_agent,17,17,3,74.0,Люблино,True,283541
real_estate_agent,4,36,3,70.0,Аминьевская,True,442857
real_estate_agent,13,21,3,130.0,Улица 1905 года,True,1192308
developer,3,4,3,217.0,Минская,True,1981568
developer,2,44,3,83.71,Кунцевская,True,344755
real_estate_agent,5,17,3,105.0,Улица 1905 года,True,1238095
real_estate_agent,6,17,3,79.0,Новые Черёмушки,True,367089
developer,3,6,3,134.1,Новокузнецкая,True,2200000
real_estate_agent,22,31,3,83.0,Аминьевская,True,626506
real_estate_agent,6,6,3,72.3,Сретенский бульвар,True,660443
developer,7,18,3,84.9,Ленинский проспект,True,714033
real_estate_agent,5,21,3,117.0,Улица 1905 года,True,974359
homeowner,14,25,3,109.4,Аминьевская,True,436472
developer,2,6,3,118.66,Новокузнецкая,True,1648000
real_estate_agent,7,14,3,206.0,Смоленская,True,1407753
developer,9,28,3,87.7,Павелецкая,True,366195
real_estate_agent,5,5,3,84.0,Бауманская,True,595238
real_estate_agent,15,25,3,67.8,Пятницкое шоссе,True,361357
developer,3,11,3,85.9,Павелецкая,True,903582
real_estate_agent,5,8,3,123.0,Менделеевская,True,608130
realtor,6,9,3,58.7,Крымская,True,356048
developer,5,35,3,95.73,Профсоюзная,True,423215
homeowner,8,8,3,95.0,Молжаниново,True,326316
real_estate_agent,2,18,3,70.0,Динамо,True,427857
developer,36,67,3,96.4,Москва-Сити,True,1089212
real_estate_agent,13,20,3,130.2,Улица 1905 года,True,1190476
real_estate_agent,3,15,3,95.0,Баррикадная,True,368421
developer,4,6,3,264.6,Пушкинская,True,2500000
realtor,3,15,3,122.0,Баррикадная,True,532787
real_estate_agent,37,54,3,73.61,Хорошёво,True,443826
real_estate_agent,19,39,3,76.0,Аминьевская,True,473684
real_estate_agent,30,31,3,103.8,Фили,True,510597
real_estate_agent,5,6,3,80.0,Арбатская,True,912500
real_estate_agent,2,6,3,110.5,Пушкинская,True,895928
real_estate_agent,4,13,3,149.9,Баррикадная,True,833889
real_estate_agent,2,4,3,136.0,Арбатская,True,1000000
developer,37,85,3,187.5,Москва-Сити,True,803002
real_estate_agent,2,10,3,94.1,Арбатская,True,1625930
representative_developer,4,7,3,146.3,Новокузнецкая,True,1148325
real_estate_agent,8,9,3,55.6,Москва-Сити,True,348741
real_estate_agent,12,17,3,74.6,Южная,True,272118
real_estate_agent,1,12,3,76.0,Кленовый бульвар,True,275000
real_estate_agent,14,14,3,74.0,Медведково,True,297297
real_estate_agent,4,18,3,77.7,Фонвизинская,True,308237
real_estate_agent,12,45,3,80.6,Трикотажная,True,353474
real_estate_agent,11,22,3,98.6,Беломорская,True,294118
real_estate_agent,3,40,3,70.8,ЗИЛ,True,422316
real_estate_agent,51,54,3,61.28,Хорошёво,True,514034
real_estate_agent,16,17,3,80.0,Юго-Западная,True,401250
real_estate_agent,10,22,3,96.6,Зюзино,True,341615
real_estate_agent,27,35,3,73.0,Беломорская,True,486301
real_estate_agent,10,14,3,68.75,Минская,True,567273
real_estate_agent,3,40,3,92.9,ЗИЛ,True,418730
real_estate_agent,2,29,3,87.5,Аминьевская,True,451429
real_estate_agent,3,6,3,74.0,Спортивная,True,621622
real_estate_agent,40,51,3,78.0,Раменки,True,470513
real_estate_agent,25,52,3,70.0,Раменки,True,521429
real_estate_agent,4,11,3,97.5,ЗИЛ,True,378462
real_estate_agent,23,34,3,59.2,Воронцовская,True,630068
real_estate_agent,22,34,3,67.0,Воронцовская,True,595522
real_estate_agent,3,13,3,67.8,Народное Ополчение,True,589971
real_estate_agent,16,17,3,108.9,Лефортово,True,376400
real_estate_agent,3,21,3,85.9,Фили,True,477183
real_estate_agent,26,28,3,104.2,Измайловская,True,417466
real_estate_agent,27,28,3,110.1,Авиамоторная,True,399637
real_estate_agent,18,33,3,65.2,Шелепиха,True,679448
real_estate_agent,14,14,3,95.0,Киевская,True,472632
real_estate_agent,18,40,3,85.0,Аминьевская,True,523529
real_estate_agent,3,11,3,69.9,Электрозаводская,True,643777
real_estate_agent,15,24,3,76.6,Москва-Сити,True,587467
real_estate_agent,7,13,3,120.0,Москва-Товарная,True,383333
real_estate_agent,23,31,3,81.6,Аминьевская,True,574755
realtor,7,34,3,111.7,Щукинская,True,420770
real_estate_agent,6,12,3,95.2,Динамо,True,502101
real_estate_agent,7,48,3,110.0,Ломоносовский проспект,True,454455
real_estate_agent,2,9,3,75.0,Пушкинская,True,732000
real_estate_agent,18,36,3,102.0,Полежаевская,True,558824
real_estate_agent,11,46,3,82.5,Павелецкая,True,703030
real_estate_agent,20,58,3,92.5,Бульвар Генерала Карбышева,True,624865
real_estate_agent,29,29,3,83.5,Народное Ополчение,True,699401
real_estate_agent,20,20,3,95.6,Технопарк,True,627615
real_estate_agent,2,8,3,92.0,Смоленская,True,689359
real_estate_agent,5,23,3,103.5,Октябрьское поле,True,628019
real_estate_agent,5,16,3,106.0,Ломоносовский проспект,True,613208
real_estate_agent,12,15,3,100.0,Технопарк,True,650000
real_estate_agent,3,17,3,98.5,Белорусская,True,664975
real_estate_agent,15,25,3,110.0,Аминьевская,True,594545
real_estate_agent,10,22,3,104.7,Серебряный Бор,True,716332
real_estate_agent,5,19,3,106.5,Университет,True,704225
real_estate_agent,13,18,3,89.9,Шаболовская,True,845384
real_estate_agent,3,7,3,148.2,Цветной бульвар,True,560054
realtor,3,5,3,126.3,Арбатская,True,657165
real_estate_agent,10,53,3,138.0,Ломоносовский проспект,True,615942
real_estate_agent,53,73,3,224.0,Деловой центр,True,473214
real_estate_agent,12,14,3,96.0,Достоевская,True,1145833
real_estate_agent,23,76,3,184.0,Деловой центр,True,597826
real_estate_agent,4,7,3,131.4,Арбатская,True,877400
realtor,4,11,3,116.69,Парк Победы,True,1100000
real_estate_agent,6,11,3,101.6,Фрунзенская,True,1279528
developer,60,85,3,156.6,Москва-Сити,True,901601
developer,6,8,3,122.1,Китай-город,True,1315000
real_estate_agent,4,6,3,179.0,Кропоткинская,True,1449985
real_estate_agent,5,7,3,116.8,Савёловская,True,3060788
real_estate_agent,9,11,3,175.0,Спортивная,True,2886714
real_estate_agent,3,16,3,72.5,Аннино,True,234483
real_estate_agent,12,17,3,74.8,Кантемировская,True,243316
real_estate_agent,5,22,3,73.4,Верхние Лихоборы,True,279292
real_estate_agent,3,20,3,70.0,Технопарк,True,428571
real_estate_agent,13,28,3,60.0,Раменки,True,700000
developer,4,9,3,105.7,Фили,True,509602
real_estate_agent,16,30,3,130.0,Панфиловская,True,442308
real_estate_agent,6,6,3,86.0,Технопарк,True,674419
real_estate_agent,2,8,3,92.0,Смоленская,True,693471
real_estate_agent,4,20,3,80.0,Москва-Сити,True,1025000
real_estate_agent,9,9,3,101.0,Давыдково,True,1019802
developer,6,8,3,118.6,Китай-город,True,1315000
realtor,2,8,3,89.0,Полянка,True,2115056
real_estate_agent,3,14,3,103.0,Киевская,True,1970874
real_estate_agent,2,8,3,161.6,Арбатская,True,1642946
real_estate_agent,3,6,3,162.0,Парк Культуры,True,1939281
real_estate_agent,2,8,3,202.4,Парк Культуры,True,2531266
real_estate_agent,2,12,3,64.8,Домодедовская,True,236883
real_estate_agent,8,12,3,58.0,Улица Академика Янгеля,True,265517
real_estate_agent,3,21,3,86.1,Каспийская,True,182346
real_estate_agent,5,16,3,77.5,Войковская,True,350968
real_estate_agent,4,4,3,129.0,Марьина Роща,True,247674
real_estate_agent,5,8,3,64.0,Новаторская,True,539062
real_estate_agent,18,33,3,78.3,Шелепиха,True,453384
real_estate_agent,4,11,3,98.0,Алексеевская,True,370408
real_estate_agent,29,53,3,81.7,Народное Ополчение,True,465116
real_estate_agent,12,35,3,95.7,Алексеевская,True,402299
developer,7,16,3,82.79,Тульская,True,464200
real_estate_agent,32,36,3,71.0,Шелепиха,True,547887
real_estate_agent,5,22,3,93.2,Серп и Молот,True,429185
real_estate_agent,7,11,3,75.8,Алексеевская,True,527045
developer,23,25,3,73.2,Воронцовская,True,545255
real_estate_agent,16,16,3,108.0,Лефортово,True,379537
real_estate_agent,13,28,3,76.6,Водный стадион,True,535248
real_estate_agent,11,49,3,89.97,Дмитровская,True,369957
realtor,7,8,3,82.0,ВДНХ,True,425610
real_estate_agent,20,35,3,100.0,Алексеевская,True,385000
homeowner,8,16,3,103.6,Крылатское,True,434363
real_estate_agent,15,18,3,112.5,Кунцевская,True,515556
real_estate_agent,12,24,3,70.0,Полежаевская,True,835714
real_estate_agent,24,32,3,83.3,Павелецкая,True,720288
real_estate_agent,2,5,3,81.0,Новослободская,True,790000
real_estate_agent,14,34,3,98.6,Белорусская,True,801217
real_estate_agent,19,22,3,115.0,Крылатское,True,716087
real_estate_agent,17,23,3,125.0,Матвеевская,True,662800
real_estate_agent,8,16,3,81.4,Москва-Сити,True,1167076
real_estate_agent,5,9,3,101.0,Давыдково,True,1019802
real_estate_agent,2,3,3,234.7,Народное Ополчение,True,532595
real_estate_agent,4,8,3,130.0,Полянка,True,1000000
realtor,4,11,3,117.0,Парк Победы,True,1150000
real_estate_agent,30,73,3,220.0,Деловой центр,True,613636
real_estate_agent,2,4,3,134.0,Арбатская,True,1014925
real_estate_agent,14,37,3,100.9,Поклонная,True,1486620
real_estate_agent,5,8,3,125.3,Чкаловская,True,1264964
real_estate_agent,2,6,3,165.0,Кропоткинская,True,2424242
real_estate_agent,2,6,3,152.0,Парк Культуры,True,2989005
real_estate_agent,8,9,3,56.9,Первомайская,True,196837
real_estate_agent,9,16,3,64.0,Улица Дмитриевского,True,179688
real_estate_agent,2,9,3,52.0,Люблино,True,238462
real_estate_agent,4,9,3,59.0,Медведково,True,211864
real_estate_agent,1,16,3,65.3,Текстильщики,True,191424
real_estate_agent,9,9,3,56.0,Новогиреево,True,223214
real_estate_agent,7,9,3,59.0,Первомайская,True,215254
real_estate_agent,6,12,3,58.2,Улица Академика Янгеля,True,221649
real_estate_agent,1,9,3,61.9,Отрадное,True,214378
real_estate_agent,7,9,3,52.0,Беломорская,True,255769
real_estate_agent,1,9,3,60.9,Новогиреево,True,229885
real_estate_agent,3,9,3,62.9,Верхние Лихоборы,True,230525
real_estate_agent,1,9,3,56.4,Коньково,True,262411
real_estate_agent,3,9,3,55.4,Люблино,True,270758
real_estate_agent,12,12,3,63.0,Люблино,True,238095
real_estate_agent,19,25,3,49.9,Депо,True,306613
real_estate_agent,2,12,3,64.0,Медведково,True,246875
real_estate_agent,1,16,3,54.7,Первомайская,True,292505
real_estate_agent,5,9,3,59.3,Коньково,True,268128
real_estate_agent,25,25,3,57.6,Депо,True,277778
real_estate_agent,8,9,3,60.5,Нижегородская,True,262810
real_estate_agent,8,9,3,58.2,Петровско-Разумовская,True,292079
homeowner,14,18,3,80.0,Царицыно,True,212375
real_estate_agent,4,5,3,59.2,Кузьминки,True,291385
real_estate_agent,9,9,3,66.1,Коптево,True,260212
real_estate_agent,2,12,3,63.0,Яхромская,True,277619
real_estate_agent,6,9,3,65.0,Тёплый Стан,True,269231
real_estate_agent,1,6,3,69.3,Войковская,True,252525
real_estate_agent,9,17,3,76.4,Некрасовка,True,231675
real_estate_agent,5,9,3,60.6,Коньково,True,303630
real_estate_agent,1,5,3,54.4,Новые Черёмушки,True,340074
real_estate_agent,3,5,3,73.7,Соколиная гора,True,252374
real_estate_agent,6,12,3,62.7,Университет Дружбы Народов,True,295056
real_estate_agent,6,12,3,68.0,Моссельмаш,True,275000
real_estate_agent,5,14,3,74.2,Люблино,True,254717
real_estate_agent,1,5,3,75.0,Гражданская,True,253333
real_estate_agent,2,5,3,69.3,Перово,True,300000
real_estate_agent,12,12,3,70.5,Перово,True,300709
real_estate_agent,4,12,3,65.0,Сокольники,True,338462
real_estate_agent,4,12,3,77.9,Братиславская,True,308087
real_estate_agent,17,17,3,76.4,Говорово,True,319241
real_estate_agent,17,17,3,75.0,Новые Черёмушки,True,326667
realtor,3,14,3,72.0,Новогиреево,True,347222
homeowner,8,8,3,61.5,Варшавская,True,434146
homeowner,10,14,3,73.4,Лефортово,True,367847
real_estate_agent,3,6,3,68.0,Савёловская,True,441176
real_estate_agent,2,12,3,72.9,Воронцовская,True,521262
real_estate_agent,7,8,3,80.0,Университет,True,483750
real_estate_agent,2,6,3,70.8,Технопарк,True,557910
real_estate_agent,8,23,3,119.2,Молодёжная,True,356544
real_estate_agent,33,39,3,81.4,Улица Сергея Эйзенштейна,True,527027
real_estate_agent,2,7,3,98.0,Ленинский проспект,True,447959
real_estate_agent,15,20,3,77.0,Москва-Сити,True,584416
developer,23,51,3,97.03,Хорошёвская,True,468000
real_estate_agent,4,12,3,90.0,Таганская,True,516667
real_estate_agent,5,7,3,100.0,Добрынинская,True,490000
real_estate_agent,12,25,3,76.0,Матвеевская,True,644737
real_estate_agent,8,16,3,80.0,Киевская,True,612500
real_estate_agent,4,8,3,96.0,Киевская,True,541667
real_estate_agent,10,15,3,100.0,ВДНХ,True,525000
homeowner,11,40,3,95.0,Аминьевская,True,550000
real_estate_agent,5,7,3,90.0,Маяковская,True,600000
real_estate_agent,2,9,3,74.4,Пушкинская,True,737903
homeowner,2,8,3,133.3,Ломоносовский проспект,True,1725431
developer,2,7,3,192.99,Арбатская,True,2400000
real_estate_agent,3,6,3,123.0,Белорусская,True,750000
real_estate_agent,3,9,3,69.3,Киевская,True,536797
developer,2,18,3,118.1,Воробьёвы горы,True,1141075
real_estate_agent,5,5,3,92.4,Арбатская,True,811688
real_estate_agent,2,4,3,200.0,Октябрьская,True,2600000
developer,11,25,3,109.2,Кунцевская,True,820000
real_estate_agent,5,20,3,116.7,Улица 1905 года,True,985433
real_estate_agent,4,8,3,134.0,Лубянка,True,1143657
developer,3,39,3,70.5,Павелецкая,True,675604
real_estate_agent,2,4,3,137.9,Парк Культуры,True,1995000
real_estate_agent,12,58,3,62.3,Калужская,True,401284
developer,6,41,3,95.1,Тульская,True,477900
real_estate_agent,5,28,3,94.0,Шелепиха,True,606383
developer,4,15,3,112.49,Тульская,True,761200
real_estate_agent,47,47,3,131.9,Дмитровская,True,450000
real_estate_agent,8,14,3,71.0,Минская,True,595775
developer,2,21,3,79.64,Бутырская,True,562657
real_estate_agent,7,18,3,89.7,Воробьёвы горы,True,1092531
real_estate_agent,25,35,3,137.6,Щукинская,True,508721
real_estate_agent,3,21,3,92.2,Улица 1905 года,True,1066000
real_estate_agent,6,16,3,73.4,Генерала Тюленева,True,265668
developer,21,36,3,88.0,Белорусская,True,808256
real_estate_agent,4,8,3,130.0,Полянка,True,1048094
real_estate_agent,1,6,3,81.0,Чистые пруды,True,1691605
real_estate_agent,3,13,3,140.2,Новослободская,True,998573
real_estate_agent,6,7,3,167.5,Минская,True,940299
real_estate_agent,3,4,3,188.5,Пушкинская,True,928382
real_estate_agent,4,6,3,153.0,Кропоткинская,True,1143791
real_estate_agent,5,6,3,160.0,Новокузнецкая,True,1231250
real_estate_agent,2,6,3,167.8,Кропоткинская,True,2383790
real_estate_agent,5,5,3,231.3,Тургеневская,True,2265659
real_estate_agent,3,6,3,194.0,Баррикадная,True,3904514
developer,18,41,3,96.3,Петровский Парк,True,680933
real_estate_agent,5,9,3,54.2,Гольяново,True,205720
real_estate_agent,6,9,3,56.9,Вешняки,True,212654
real_estate_agent,3,5,3,68.0,not available,False,180147
real_estate_agent,9,9,3,60.0,Перерва,True,206667
real_estate_agent,2,9,3,58.3,Отрадное,True,217839
real_estate_agent,8,9,3,50.7,Говорово,True,266272
real_estate_agent,5,5,3,42.2,Молодёжная,True,327014
real_estate_agent,5,9,3,56.5,Медведково,True,247788
real_estate_agent,9,12,3,61.0,Юго-Восточная,True,244098
real_estate_agent,4,9,3,60.0,Бескудниково,True,250000
real_estate_agent,4,9,3,55.6,Беляево,True,269604
real_estate_agent,3,20,3,82.6,Царицыно,True,181477
real_estate_agent,2,9,3,60.0,Южная,True,250000
real_estate_agent,4,24,3,85.0,Каспийская,True,182353
real_estate_agent,9,9,3,59.8,Сетунь,True,259197
real_estate_agent,3,9,3,57.9,Коньково,True,267703
real_estate_agent,1,5,3,55.4,Сокольники,True,279783
real_estate_agent,12,14,3,64.9,Зюзино,True,241757
real_estate_agent,4,9,3,56.0,Рабочий посёлок,True,279464
real_estate_agent,5,16,3,65.0,Калитники,True,240000
real_estate_agent,3,9,3,59.2,Медведково,True,266892
real_estate_agent,2,18,3,67.4,Зеленоград — Крюково,True,237389
real_estate_agent,14,17,3,71.7,Зеленоград — Крюково,True,221757
real_estate_agent,3,9,3,60.5,Улица Академика Янгеля,True,267769
real_estate_agent,2,9,3,60.0,Коньково,True,275000
real_estate_agent,11,12,3,64.2,Зюзино,True,255452
realtor,2,9,3,58.7,Беляево,True,281090
real_estate_agent,7,22,3,58.0,Стахановская,True,297155
real_estate_agent,6,12,3,65.3,Сетунь,True,263400
real_estate_agent,5,5,3,73.0,Сетунь,True,235616
real_estate_agent,5,31,3,59.0,Черкизовская,True,296610
real_estate_agent,2,16,3,74.4,Строгино,True,237903
real_estate_agent,12,25,3,58.0,Аннино,True,306897
real_estate_agent,12,12,3,62.2,Строгино,True,289389
real_estate_agent,1,8,3,59.0,Савёловская,True,308475
real_estate_agent,3,4,3,67.4,Народное Ополчение,True,274481
real_estate_agent,1,5,3,72.2,Красный Балтиец,True,259003
realtor,6,9,3,58.7,Беляево,True,319421
real_estate_agent,3,10,3,83.0,Дмитровская,True,283133
real_estate_agent,2,25,3,66.2,Аннино,True,354985
real_estate_agent,12,32,3,61.0,Давыдково,True,388525
real_estate_agent,15,17,3,75.6,Верхние Лихоборы,True,317460
real_estate_agent,5,9,3,59.0,Раменки,True,405932
real_estate_agent,16,18,3,77.0,Новые Черёмушки,True,311558
homeowner,6,28,3,62.8,Трикотажная,True,382166
real_estate_agent,15,26,3,54.2,Нагатинская,True,448339
real_estate_agent,5,5,3,93.4,Коптево,True,262313
real_estate_agent,5,24,3,69.0,Верхние котлы,True,360870
realtor,8,29,3,80.7,Угрешская,True,319709
real_estate_agent,2,6,3,71.0,Крестьянская застава,True,366056
real_estate_agent,2,9,3,56.8,Киевская,True,457746
real_estate_agent,5,22,3,70.0,Тропарёво,True,371000
real_estate_agent,3,37,3,72.0,Аминьевская,True,366667
real_estate_agent,12,33,3,70.0,Алексеевская,True,382857
