author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/306848440/,Москва и МО,sale,flat,10,10,2,47.1,-1,0,4200000,Кировский, 70-летия Победы,27,,Колизей
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/305145169/,Москва и МО,sale,flat,6,9,2,46.0,-1,0,4299999,Советский, Ивановского,12,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/306883541/,Москва и МО,sale,flat,3,9,2,47.0,-1,0,4250000,Советский,Университетский проспект,94,,
ПСК-6,developer,https://ufa.cian.ru/sale/flat/297576580/,Москва и МО,sale,flat,1,27,2,35.5,-1,0,4295500,Калининский,Инорс-4Б мкр,,,Акварель ЖК
Светлана Анатольевна Рязанцева,realtor,https://nn.cian.ru/sale/flat/307636516/,Москва и МО,sale,flat,2,5,2,41.0,-1,0,4300000,Дзержинск, Ульянова,17,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/302663243/,Москва и МО,sale,flat,7,9,2,50.3,-1,0,4349999,Красноармейский,Изобильная ,14,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/305805260/,Москва и МО,sale,flat,3,5,2,47.7,-1,0,4360000,Красноармейский,Пролетарская ,25,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/305801094/,Москва и МО,sale,flat,3,5,2,47.3,-1,0,4400000,Краснооктябрьский, Генерала Штеменко,26,,
Владимирский городской ипотечный фонд,real_estate_agent,https://vladimir.cian.ru/sale/flat/308180881/,Москва и МО,sale,flat,9,9,2,59.2,-1,0,4490000,Октябрьский, Верезинская,19Ак3,,Садовый квартал
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/298397135/,Москва и МО,sale,flat,4,5,2,42.5,-1,0,4490000,Тракторозаводский, Быкова,10,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/306233056/,Москва и МО,sale,flat,4,5,2,50.2,-1,0,4500000,Советский, Имени Профессора Иншакова,2,,Парк арена
ВолгаЖилСтрой,real_estate_agent,https://nn.cian.ru/sale/flat/300009851/,Москва и МО,sale,flat,1,4,2,41.7,-1,0,4500000,Советский, Головнина,41,,
Кристина Нарута,realtor,https://kemerovo.cian.ru/sale/flat/309018424/,Москва и МО,sale,flat,3,5,2,43.5,-1,0,4500000,Центральный, Рукавишникова,2,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/304674947/,Москва и МО,sale,flat,3,9,2,50.2,-1,0,4600000,Кировский, Одоевского,52,,
Самолет Плюс Чебоксары,real_estate_agent,https://cheboksary.cian.ru/sale/flat/291962044/,Москва и МО,sale,flat,6,10,2,44.8,-1,0,4600000,Ленинский, П.В. Дементьева,2,,мкр. Садовый (СУОР)
Самолет Плюс Чебоксары,real_estate_agent,https://cheboksary.cian.ru/sale/flat/294373826/,Москва и МО,sale,flat,2,5,2,52.5,-1,0,4600000,Московский, Гузовского,15,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/308384006/,Москва и МО,sale,flat,7,9,2,45.4,-1,0,4600000,Краснооктябрьский, Репина,23,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/297240125/,Москва и МО,sale,flat,1,9,2,50.5,-1,0,4680000,Красноармейский,Гражданская ,34,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/308449708/,Москва и МО,sale,flat,5,9,2,47.0,-1,0,4700000,Волжский, Мира,33,,
ВолгаЖилСтрой,real_estate_agent,https://nn.cian.ru/sale/flat/280179628/,Москва и МО,sale,flat,5,5,2,57.0,-1,0,4700000,Сормовский, Вахтангова,12,,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/298985425/,Москва и МО,sale,flat,9,9,2,51.1,-1,0,4790000,Дзержинский, Тургенева,10А,,
КОМОССТРОЙ,developer,https://izhevsk.cian.ru/sale/flat/281385995/,Москва и МО,sale,flat,1,17,2,53.4,-1,0,4795000,Устиновский,,,,Финский Квартал ЖК
ВолгаЖилСтрой,real_estate_agent,https://nn.cian.ru/sale/flat/282905127/,Москва и МО,sale,flat,2,5,2,50.3,-1,0,4800000,Сормовский, Баренца,22,,
ВолгаЖилСтрой,real_estate_agent,https://nn.cian.ru/sale/flat/307707260/,Москва и МО,sale,flat,1,5,2,41.7,-1,0,4890000,Советский, Богородского,14,,
Принцип недвижимость,real_estate_agent,https://ekb.cian.ru/sale/flat/308294382/,Москва и МО,sale,flat,4,5,2,56.8,-1,0,4890000,Орджоникидзевский,переулок Суворовский,19,Уралмаш,
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/307820440/,Москва и МО,sale,flat,2,9,2,52.7,-1,0,4850000,Ворошиловский, Милиционера Буханцева,2Б,,
Объединение Застройщиков,representative_developer,https://rostov.cian.ru/sale/flat/302216387/,Москва и МО,sale,flat,1,24,2,36.63,-1,0,4945050,Пролетарский, Текучева,370/2,,Текучев
Адресат,real_estate_agent,https://volgograd.cian.ru/sale/flat/308284454/,Москва и МО,sale,flat,3,9,2,42.7,-1,0,5000000,Кировский, 64-й Армии,65,,
