author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Центр Новостроек,representative_developer,https://voronezh.cian.ru/sale/flat/298129645/,Москва и МО,sale,flat,5,14,1,36.28,-1,0,2902400,Советский, Курчатова,26Б,,Атом
ИП Жиров С. Н.,real_estate_agent,https://belgorod.cian.ru/sale/flat/309290890/,Москва и МО,sale,flat,3,5,1,30.8,-1,0,2999999,,,,,
Зодчий,real_estate_agent,https://cheboksary.cian.ru/sale/flat/302053305/,Москва и МО,sale,flat,9,9,1,35.0,-1,0,2999000,Ленинский,проспект 9-й Пятилетки,2а,,
Курский Край,real_estate_agent,https://kursk.cian.ru/sale/flat/304258756/,Москва и МО,sale,flat,8,9,1,35.6,-1,0,2980000,Северо-Западный мкр, Студенческая,7,,
Реконструкция,developer,https://ryazan.cian.ru/sale/flat/279975679/,Москва и МО,sale,flat,2,10,1,32.72,-1,0,2998599,,,,,Мега
Жилстройиндустрия,developer,https://vologda.cian.ru/sale/flat/295394858/,Москва и МО,sale,flat,1,16,1,36.9,-1,0,2955000,,,,,по ул. Ломоносова 4
ID 12876723,representative_developer,https://penza.cian.ru/sale/flat/295679749/,Москва и МО,sale,flat,16,16,1,35.0,-1,0,2965200,с. Засечное, Светлая,с77,,Радужные дворы
РК,real_estate_agent,https://sevastopol.cian.ru/sale/flat/302787046/,Москва и МО,sale,flat,2,5,1,18.0,-1,0,3000000,Нахимовский, Южногородская,36к14,,
Панорама,real_estate_agent,https://kaluga.cian.ru/sale/flat/301652290/,Москва и МО,sale,flat,6,6,1,32.3,-1,0,3070000,мкр. Силикатный, Гурьянова,33,,
Зодчий,real_estate_agent,https://cheboksary.cian.ru/sale/flat/302054254/,Москва и МО,sale,flat,2,5,1,29.1,-1,0,3070000,Ленинский,проспект 9-й Пятилетки,2к1,,
ID 108654210,homeowner,https://ulyanovsk.cian.ru/sale/flat/293687126/,Москва и МО,sale,flat,23,24,1,40.2,-1,0,3080000,Ленинский,Ипподромная ,4А,,Ипподромная
ПЗСП,developer,https://perm.cian.ru/sale/flat/296202267/,Москва и МО,sale,flat,1,9,1,31.01,-1,0,3121200,Орджоникидзевский,мкр. Домостроительный,,,"по ул. Белозерская, 26"
ТехЗаказСтрой,developer,https://kursk.cian.ru/sale/flat/296360782/,Москва и МО,sale,flat,1,10,1,36.8,-1,0,3128000,Сеймский, Энгельса,158,,Солянка парк
Сталстройинвест,developer,https://volgograd.cian.ru/sale/flat/302276592/,Москва и МО,sale,flat,1,3,1,42.3,-1,0,3100000,Победа ЖК, Северная,7,,Победа парк
Премиум,real_estate_agent,https://omsk.cian.ru/sale/flat/309170086/,Москва и МО,sale,flat,5,5,1,30.0,-1,0,3150000,мкр. Заозерный,проспект Менделеева,24Б,,
Этажи Ярославль,real_estate_agent,https://yaroslavl.cian.ru/sale/flat/297565128/,Москва и МО,sale,flat,6,16,1,34.6,-1,0,3160000,Дзержинский,Ленинградский проспект,96/1,,
Марина Меркулова,realtor,https://voronezh.cian.ru/sale/flat/308099261/,Москва и МО,sale,flat,2,5,1,33.8,-1,0,3150000,Россошь, Рябцева,8А,,
Владимирский городской ипотечный фонд,real_estate_agent,https://vladimir.cian.ru/sale/flat/307563534/,Москва и МО,sale,flat,2,4,1,31.9,-1,0,3190000,Фрунзенский, Соколова-Соколенка,10,,
Зодчий,real_estate_agent,https://cheboksary.cian.ru/sale/flat/302053831/,Москва и МО,sale,flat,5,5,1,35.0,-1,0,3150000,Калининский,Мясокомбинатский проезд,16,,
Железно Эксперт,real_estate_agent,https://perm.cian.ru/sale/flat/306350013/,Москва и МО,sale,flat,3,10,1,34.3,-1,0,3190000,Кировский,Сокольская ,10,,
Этажи Ярославль,real_estate_agent,https://yaroslavl.cian.ru/sale/flat/295483735/,Москва и МО,sale,flat,1,9,1,37.8,-1,0,3200000,Заволжский, Папанина,19,,
Зодчий,real_estate_agent,https://cheboksary.cian.ru/sale/flat/302054629/,Москва и МО,sale,flat,4,5,1,36.0,-1,0,3200000,Калининский, Рихарда Зорге,10,,
Русский Дом,real_estate_agent,https://smolensk.cian.ru/sale/flat/308989034/,Москва и МО,sale,flat,4,10,1,36.0,-1,0,3200000,Заднепровский, Авиаторов,7,,Лермонтовский парк
Зодчий,real_estate_agent,https://cheboksary.cian.ru/sale/flat/307935663/,Москва и МО,sale,flat,9,10,1,46.4,-1,0,3270000,Калининский, Розы Люксембург,1,,
Курский Край,real_estate_agent,https://kursk.cian.ru/sale/flat/307898168/,Москва и МО,sale,flat,8,10,1,47.0,-1,0,3290000,Железнодорожный, 1-я Агрегатная,38Б,,
Недвижимость 24,real_estate_agent,https://penza.cian.ru/sale/flat/306935649/,Москва и МО,sale,flat,2,9,1,34.7,-1,0,3250000,Ленинский, Плеханова,16,,
Строим Вместе,developer,https://perm.cian.ru/sale/flat/296637750/,Москва и МО,sale,flat,4,8,1,31.47,-1,0,3288615,с. Лобаново, Культуры,5А,,Лотос
КСК,representative_developer,https://smolensk.cian.ru/sale/flat/300275491/,Москва и МО,sale,flat,4,5,1,42.4,-1,0,3268000,,,,,Александровский
