author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Самолет,developer,https://www.cian.ru/sale/flat/309190295/,Москва,sale,flat,5,15,1,41.21,-1,0,8857725,,,к11,Щербинка,Алхимово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309190472/,Москва,sale,flat,9,13,1,37.6,-1,0,8820474,, Уточкина,7к2,Щербинка,Алхимово
Самолет,developer,https://www.cian.ru/sale/flat/309190284/,Москва,sale,flat,13,15,1,46.92,-1,0,8817525,,,16,Щербинка,Алхимово ЖК
А101,developer,https://www.cian.ru/sale/flat/306744733/,Москва,sale,flat,5,9,1,36.9,-1,0,8869906,,,3.3,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744736/,Москва,sale,flat,8,9,1,34.2,-1,0,8888977,,,3.3,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744927/,Москва,sale,flat,4,10,1,37.9,-1,0,8885956,,,1.1,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306745214/,Москва,sale,flat,6,9,1,34.8,-1,0,8825699,,,1.2,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306745203/,Москва,sale,flat,2,9,1,36.7,-1,0,8829633,,,1.2,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306745200/,Москва,sale,flat,8,9,1,32.7,-1,0,8855582,,,1.2,Толстопальцево,Родные кварталы ЖК
,,https://www.cian.ru/sale/flat/309011353/,Москва,sale,flat,2,16,1,36.5,-1,0,8805089,поселок Газопровод, Лесные Поляны 5-я,,Корниловская,Смарт Гарден ЖК
ПИК,developer,https://www.cian.ru/sale/flat/302471418/,Москва,sale,flat,8,25,1,32.3,-1,0,8861504,Крюково,Зеленоград,6.2,Зеленоград — Крюково,Зелёный парк
Самолет,developer,https://www.cian.ru/sale/flat/309195214/,Москва,sale,flat,6,10,1,39.06,-1,0,8826301,,,к11,Филатов Луг,Цветочные Поляны ЖК
ПИК,developer,https://www.cian.ru/sale/flat/304309658/,Москва,sale,flat,2,9,1,42.5,-1,0,8838087,,,4.3,Филатов Луг,Середневский Лес ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309194755/,Москва,sale,flat,9,10,1,31.2,-1,0,8805186,,проспект Куприна,30к9,Летово,Эко Бунино
Самолет,developer,https://www.cian.ru/sale/flat/309193338/,Москва,sale,flat,8,16,1,32.36,-1,0,8824378,Молжаниновский,,к5,Новоподрезково,Молжаниново ЖК
ПИК,developer,https://www.cian.ru/sale/flat/298912206/,Москва,sale,flat,4,25,1,35.6,-1,0,8823281,Крюково,Зеленоград,6.4,Зеленоград — Крюково,Зелёный парк
ПИК,developer,https://www.cian.ru/sale/flat/308319666/,Москва,sale,flat,3,11,1,32.8,-1,0,8827857,Крюково,Зеленоград,6.3,Зеленоград — Крюково,Зелёный парк
CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/308069100/,Москва,sale,flat,5,9,1,31.8,-1,0,8900000,Кузьминки,Жигулевская ,5К6,Кузьминки,
МИЭЛЬ - Офис в Железнодорожном,real_estate_agent,https://www.cian.ru/sale/flat/308282217/,Москва,sale,flat,1,12,1,30.4,-1,0,8900000,Алтуфьевский,Алтуфьевское шоссе,62Б,Бибирево,
Самолет,developer,https://www.cian.ru/sale/flat/309185966/,Москва,sale,flat,14,14,1,37.6,-1,0,8929368,,,к19,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309195126/,Москва,sale,flat,10,23,1,41.9,-1,0,8985953,,,15,Летово,Эко Бунино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309193332/,Москва,sale,flat,1,16,1,44.19,-1,0,8912946,Молжаниновский,,к5,Новоподрезково,Молжаниново ЖК
А101,developer,https://www.cian.ru/sale/flat/306741744/,Москва,sale,flat,13,15,1,33.3,-1,0,8977547,,,,Ольховая,Деснаречье ЖК
А101,developer,https://www.cian.ru/sale/flat/308314036/,Москва,sale,flat,11,13,1,33.4,-1,0,8906567,,,18.1.4,Бунинская аллея,Скандинавия ЖК
Абсолют Недвижимость,developer,https://www.cian.ru/sale/flat/309051229/,Москва,sale,flat,5,20,1,36.7,-1,0,8981446,,,3,Филатов Луг,Город-парк Первый Московский
А101,developer,https://www.cian.ru/sale/flat/306743675/,Москва,sale,flat,12,23,1,34.7,-1,0,8990156,,,6.2.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743329/,Москва,sale,flat,2,24,1,34.0,-1,0,8928743,,,3.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744376/,Москва,sale,flat,14,18,1,34.5,-1,0,8976617,,,6.1.1,Новомосковская,Дзен-кварталы ЖК
