author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
MR Group,developer,https://www.cian.ru/sale/flat/306610553/,Москва,sale,flat,17,59,4,107.9,-1,0,Можайский,,,Давыдково,Веер ЖК
