author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
4D,developer,https://tyumen.cian.ru/sale/flat/299230768/,Москва и МО,sale,flat,10,20,1,46.93,-1,0,6490000,Калининский, Николая Глебова,10,,Гранд Квартал
Стандарт,real_estate_agent,https://stavropol.cian.ru/sale/flat/299896719/,Москва и МО,sale,flat,6,9,1,45.8,-1,0,6500000,,,,,Жемчужный Берег
Авалон,real_estate_agent,https://stavropol.cian.ru/sale/flat/299019726/,Москва и МО,sale,flat,2,5,1,48.0,-1,0,6500000,Ессентуки, Очаровательная,5,,
ДСК-1,developer,https://surgut.cian.ru/sale/flat/298645152/,Москва и МО,sale,flat,16,16,1,41.91,-1,0,6500000,,,,,Крылов
Дом,developer,https://krym.cian.ru/sale/flat/295986219/,Москва и МО,sale,flat,1,14,1,36.29,-1,0,6532200,,,,,Море
ТУС,developer,https://cheboksary.cian.ru/sale/flat/298841482/,Москва и МО,sale,flat,2,12,1,43.4,-1,0,6510000,Московский, Академика РАН Х.М. Миначева,поз8,,мкр. Университетский-2
Авалон,real_estate_agent,https://stavropol.cian.ru/sale/flat/306652355/,Москва и МО,sale,flat,4,5,1,31.8,-1,0,6600000,Ессентуки, Орджоникидзе,88к3,,
Гринвич,developer,https://ekb.cian.ru/sale/flat/295359710/,Москва и МО,sale,flat,1,25,1,42.16,-1,0,6617012,Кировский,,,Уральская,Теплые Кварталы ЖК
КПД-1,developer,https://kursk.cian.ru/sale/flat/295762561/,Москва и МО,sale,flat,7,21,1,40.3,-1,0,6649500,Центральный, Ивана Петровича Павлуновского,,,Новая Высота
РК,real_estate_agent,https://sevastopol.cian.ru/sale/flat/303871216/,Москва и МО,sale,flat,8,8,1,29.0,-1,0,6700000,Ленинский, Токарева,18В,,
ЖК Пушкин,developer,https://kaluga.cian.ru/sale/flat/298782019/,Москва и МО,sale,flat,4,19,1,47.84,-1,0,6697600,Обнинск,Белкинская ,36,,Пушкин
ДСК-1,developer,https://surgut.cian.ru/sale/flat/301230857/,Москва и МО,sale,flat,8,16,1,45.89,-1,0,6750000,,,,,Крылов
МосСтройКомплекс,developer,https://volgograd.cian.ru/sale/flat/295086616/,Москва и МО,sale,flat,21,24,1,42.7,-1,0,6765687,Центральный, Пархоменко,26,,5 Вершин
Талан,developer,https://perm.cian.ru/sale/flat/294848073/,Москва и МО,sale,flat,3,18,1,37.4,-1,0,6769500,Индустриальный,шоссе Космонавтов,162К,,Парма
Этажи Симферополь,real_estate_agent,https://krym.cian.ru/sale/flat/308396773/,Москва и МО,sale,flat,6,14,1,44.5,-1,0,6800000,Алушта, 60 лет СССР,,,
РК,real_estate_agent,https://sevastopol.cian.ru/sale/flat/301133416/,Москва и МО,sale,flat,3,5,1,32.0,-1,0,6899000,Гагаринский, Глухова,5,,
Стрижи,developer,https://novosibirsk.cian.ru/sale/flat/302888227/,Москва и МО,sale,flat,1,4,1,40.4,-1,0,6800000,Заельцовский,Анжерская ,,Заельцовская,Новелла
ID 121651210,homeowner,https://surgut.cian.ru/sale/flat/307210780/,Москва и МО,sale,flat,13,25,1,51.0,-1,0,6850000,мкр. 37-й,тракт Тюменский,19,,37 микрорайон
АТОМ,developer,https://ekb.cian.ru/sale/flat/304103062/,Москва и МО,sale,flat,18,20,1,41.11,-1,0,6800000,Чкаловский,,,Ботаническая,Просторы ЖК
Гринвич,developer,https://ekb.cian.ru/sale/flat/294894965/,Москва и МО,sale,flat,19,31,1,42.94,-1,0,6992135,Кировский, Владимира Высоцкого,7/2,Динамо,Квартал-парк Каменные Палатки
РК,real_estate_agent,https://sevastopol.cian.ru/sale/flat/303972748/,Москва и МО,sale,flat,1,2,1,39.4,-1,0,7000000,Гагаринский, Казачья,23,,
Этажи Симферополь,real_estate_agent,https://krym.cian.ru/sale/flat/309195856/,Москва и МО,sale,flat,6,10,1,36.1,-1,0,7000000,Алушта, 60 лет СССР,,,Семейный
Этажи Симферополь,real_estate_agent,https://krym.cian.ru/sale/flat/308395875/,Москва и МО,sale,flat,4,5,1,39.4,-1,0,7000000,Алушта, Судакская,,,
Авалон,real_estate_agent,https://stavropol.cian.ru/sale/flat/303725376/,Москва и МО,sale,flat,1,6,1,40.2,-1,0,7000000,Ессентукская ст-ца, Садовое Кольцо,5А,,
ARDV development,developer,https://mahachkala.cian.ru/sale/flat/292190089/,Москва и МО,sale,flat,2,12,1,43.81,-1,0,7009600,,,,,IQ квартал
СМ. СИТИ,developer,https://krasnoyarsk.cian.ru/sale/flat/292574820/,Москва и МО,sale,flat,2,14,1,34.04,-1,0,7000000,Октябрьский,Академгородок мкр,,,Сити-район Академгородок
Норд-Инвест,developer,https://arhangelsk.cian.ru/sale/flat/287675482/,Москва и МО,sale,flat,1,7,1,45.0,-1,0,7000000,Ломоносовский,Новгородский проспект,80,,KANDINSKY
КПД-1,developer,https://kursk.cian.ru/sale/flat/295762530/,Москва и МО,sale,flat,5,21,1,42.6,-1,0,7029000,Центральный, Ивана Петровича Павлуновского,,,Новая Высота
