author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Самолет,developer,https://www.cian.ru/sale/flat/309195425/,Москва,sale,flat,14,14,2,59.1,-1,0,11468433,,,4-5,Филатов Луг,Цветочные Поляны
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303066420/,Москва,sale,flat,3,14,2,55.1,-1,0,11462000,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
А101,developer,https://www.cian.ru/sale/flat/306746902/,Москва,sale,flat,4,20,2,52.2,-1,0,11525462,,,6.1,Улица Горчакова,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306748223/,Москва,sale,flat,9,18,2,51.0,-1,0,11450168,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306747013/,Москва,sale,flat,13,17,2,58.9,-1,0,11478361,,,к3.4,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744767/,Москва,sale,flat,3,9,2,57.2,-1,0,11519296,,,3.3,Толстопальцево,Родные кварталы ЖК
,,https://www.cian.ru/sale/flat/308762100/,Москва,sale,flat,2,16,2,47.02,-1,0,11486670,поселок Газопровод, Лесные Поляны 5-я,,Корниловская,Смарт Гарден ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303067902/,Москва,sale,flat,1,12,2,50.6,-1,0,11509000,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303066688/,Москва,sale,flat,9,14,2,52.2,-1,0,11511000,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Самолет,developer,https://www.cian.ru/sale/flat/309194655/,Москва,sale,flat,3,16,2,41.2,-1,0,11492658,,,к2.2,Ольховая,Ольховый Квартал ЖК
А101,developer,https://www.cian.ru/sale/flat/306747877/,Москва,sale,flat,2,19,2,63.9,-1,0,11460995,,,к2.3,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306746882/,Москва,sale,flat,5,20,2,47.5,-1,0,11492524,,,6.1,Улица Горчакова,Бунинские Кварталы ЖК
ПИК,developer,https://www.cian.ru/sale/flat/305234708/,Москва,sale,flat,2,9,2,59.45,-1,0,11510114,,,к4.2,Филатов Луг,Середневский Лес ЖК
ПИК,developer,https://www.cian.ru/sale/flat/307465725/,Москва,sale,flat,2,9,2,63.7,-1,0,11455489,,,4.3,Филатов Луг,Середневский Лес ЖК
Городские квартиры,real_estate_agent,https://www.cian.ru/sale/flat/307946355/,Москва,sale,flat,2,9,2,42.8,-1,0,11600000,Северное Медведково,Студеный проезд,24,Медведково,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/308560774/,Москва,sale,flat,8,9,2,43.0,-1,0,11550000,Гольяново,Байкальская ,15,Щёлковская,
А101,developer,https://www.cian.ru/sale/flat/306743863/,Москва,sale,flat,3,8,2,45.7,-1,0,11597415,,,6.2.1,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306743979/,Москва,sale,flat,2,7,2,43.6,-1,0,11593894,,,2.4,Новомосковская,Дзен-кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744448/,Москва,sale,flat,15,18,2,53.0,-1,0,11558139,,,6.1.1,Новомосковская,Дзен-кварталы ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303066563/,Москва,sale,flat,6,14,2,55.5,-1,0,11629000,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
ПИК,developer,https://www.cian.ru/sale/flat/306483728/,Москва,sale,flat,2,12,2,54.0,-1,0,11605841,Крюково,Зеленоград,22-й мкр,Зеленоград — Крюково,Зелёный парк
А101,developer,https://www.cian.ru/sale/flat/306740373/,Москва,sale,flat,8,30,2,36.4,-1,0,11624777,Южное Бутово, Бунинская Аллея,,Бунинская аллея,Южные сады
Самолет,developer,https://www.cian.ru/sale/flat/309190429/,Москва,sale,flat,3,12,2,52.91,-1,0,11622897,,,к9,Щербинка,Алхимово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309190430/,Москва,sale,flat,12,12,2,51.71,-1,0,11573821,,,к9,Щербинка,Алхимово ЖК
ФСК,developer,https://www.cian.ru/sale/flat/307016133/,Москва,sale,flat,1,15,2,53.72,-1,0,11573276,,,к2,Солнцево,Движение. Говорово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/309195331/,Москва,sale,flat,9,16,2,61.7,-1,0,11580366,,,к2,Филатов Луг,Цветочные Поляны
А101,developer,https://www.cian.ru/sale/flat/306738799/,Москва,sale,flat,8,17,2,39.9,-1,0,11573434,,,25.3,Бунинская аллея,Скандинавия ЖК
А101,developer,https://www.cian.ru/sale/flat/306742777/,Москва,sale,flat,10,12,2,39.3,-1,0,11644629,,,к11.1.2,Прокшино,Прокшино ЖК
