author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
А101,developer,https://www.cian.ru/sale/flat/306745267/,Москва,sale,flat,6,9,2,45.4,-1,0,9244289,,,1.2,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306745252/,Москва,sale,flat,6,9,2,42.7,-1,0,9207737,,,1.2,Толстопальцево,Родные кварталы ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303067730/,Москва,sale,flat,2,9,2,42.3,-1,0,9220000,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
ФСК,developer,https://www.cian.ru/sale/flat/307016253/,Москва,sale,flat,2,15,2,40.83,-1,0,9230567,,,к1,Румянцево,Движение. Говорово ЖК
ФСК,developer,https://www.cian.ru/sale/flat/307015821/,Москва,sale,flat,1,15,2,38.57,-1,0,9207770,,,к2,Солнцево,Движение. Говорово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308914767/,Москва,sale,flat,22,22,2,53.08,-1,0,9288470,,,14.2,Летово,Эко Бунино ЖК
А101,developer,https://www.cian.ru/sale/flat/306746695/,Москва,sale,flat,4,9,2,39.8,-1,0,9315098,,,6.1,Улица Горчакова,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306746851/,Москва,sale,flat,8,20,2,36.3,-1,0,9288604,,,6.1,Улица Горчакова,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306747781/,Москва,sale,flat,12,16,2,39.4,-1,0,9328640,,,к1.2,Бунинская аллея,Бунинские Кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308650714/,Москва,sale,flat,13,14,2,52.32,-1,0,9330226,,,6,Рассказовка,Квартал Западный ЖК
А101,developer,https://www.cian.ru/sale/flat/306745829/,Москва,sale,flat,2,9,2,38.0,-1,0,9345720,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306745830/,Москва,sale,flat,3,9,2,39.0,-1,0,9340305,,,7.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744750/,Москва,sale,flat,7,9,2,38.7,-1,0,9303674,,,3.1,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306744748/,Москва,sale,flat,9,9,2,37.6,-1,0,9338562,,,3.1,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306745245/,Москва,sale,flat,2,9,2,40.4,-1,0,9260064,,,1.2,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/306741751/,Москва,sale,flat,11,15,2,35.9,-1,0,9263026,,,,Ольховая,Деснаречье ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308966418/,Москва,sale,flat,2,7,2,51.98,-1,0,9326252,,,к28,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308914874/,Москва,sale,flat,20,23,2,51.1,-1,0,9427989,,,13,Летово,Эко Бунино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308648709/,Москва,sale,flat,12,14,2,57.4,-1,0,9428682,,,к20,Щербинка,Остафьево ЖК
А101,developer,https://www.cian.ru/sale/flat/306746846/,Москва,sale,flat,2,20,2,39.4,-1,0,9403730,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
,,https://www.cian.ru/sale/flat/277241899/,Москва,sale,flat,2,7,2,63.93,-1,0,9397710,,,к6,Рассказовка,Эдельвейс ЖК
А101,developer,https://www.cian.ru/sale/flat/306744749/,Москва,sale,flat,2,9,2,43.5,-1,0,9409648,,,3.1,Толстопальцево,Родные кварталы ЖК
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303069066/,Москва,sale,flat,12,12,2,35.0,-1,0,9392000,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
ФСК,developer,https://www.cian.ru/sale/flat/307015953/,Москва,sale,flat,2,15,2,39.54,-1,0,9381871,,,к2,Солнцево,Движение. Говорово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308650712/,Москва,sale,flat,1,14,2,54.43,-1,0,9438652,,,6,Рассказовка,Квартал Западный ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308650684/,Москва,sale,flat,1,8,2,50.35,-1,0,9425822,,,9,Рассказовка,Квартал Западный ЖК
Самолет,developer,https://www.cian.ru/sale/flat/308655239/,Москва,sale,flat,21,21,2,52.93,-1,0,9449114,,,к12,Филатов Луг,Цветочные Поляны ЖК
Елена Самойлова,realtor,https://www.cian.ru/sale/flat/307335449/,Москва,sale,flat,9,9,2,33.7,-1,0,9500000,Богородское,2-я Прогонная ,11,Бульвар Рокоссовского,
