author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/308561618/,Москва и МО,sale,flat,4,21,2,54.0,-1,0,58000000,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky
Новый Адрес,real_estate_agent,https://spb.cian.ru/sale/flat/304430416/,Москва и МО,sale,flat,7,7,2,57.0,-1,0,8600000,Московский,Смоленская ,1Д,Фрунзенская,
GloraX,developer,https://spb.cian.ru/sale/flat/304742074/,Москва и МО,sale,flat,8,14,2,62.1,-1,0,20179999,Красногвардейский,проспект Энергетиков,2к1,,GloraX Заневский
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308907059/,Москва и МО,sale,flat,10,32,2,64.4,-1,0,51000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
ID 106049320,homeowner,https://www.cian.ru/sale/flat/300641504/,Москва и МО,sale,flat,4,9,2,38.0,-1,0,15500000,Хорошево-Мневники,Живописная ,5К2,Народное Ополчение,
GloraX,developer,https://spb.cian.ru/sale/flat/308415928/,Москва и МО,sale,flat,8,15,2,41.2,-1,0,12589999,Красногвардейский,проспект Энергетиков,2к2,,Апарт-отель GloraX Заневский
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308907051/,Москва и МО,sale,flat,9,32,2,62.7,-1,0,49800000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://reutov.cian.ru/sale/flat/309096725/,Москва и МО,sale,flat,2,5,2,41.1,-1,0,6600000,, Победы,14,Реутов,
ПИК,developer,https://spb.cian.ru/sale/flat/289171930/,Москва и МО,sale,flat,2,14,2,51.6,-1,0,15803428,Фрунзенский,Волковское,1,Обводный канал,Аэронавт ЖК
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/309003049/,Москва и МО,sale,flat,4,11,2,67.31,-1,0,72000000,Дорогомилово,,3к3,Парк Победы,Виктори Парк Резиденсез ЖК
OPN PARTNER,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/299929933/,Москва и МО,sale,flat,2,7,2,55.0,-1,0,8690000,с. Николо-Урюпино, Полковника Глазунова,15,,Лесобережный
Дипломат,developer,https://krym.cian.ru/sale/flat/292125018/,Москва и МО,sale,flat,2,8,2,66.0,-1,0,22622160,,,,,Резиденция Дипломат
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307584637/,Москва и МО,sale,flat,13,21,2,130.0,-1,0,155000000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Винсент Недвижимость Центральный Офис номер 1,real_estate_agent,https://sochi.cian.ru/sale/flat/295204012/,Москва и МО,sale,flat,3,11,2,53.0,-1,0,22300000,Хостинский, Яна Фабрициуса,2/17,,Фестивальный
LEGENDA Development,developer,https://spb.cian.ru/sale/flat/307880016/,Москва и МО,sale,flat,2,9,2,71.9,-1,0,24359720,Красногвардейский, Стахановцев,1,Новочеркасская,"Малоохтинский, 68"
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/308589364/,Москва и МО,sale,flat,38,40,2,115.4,-1,0,71000000,Обручевский,Профсоюзная ,64к2,Новые Черёмушки,Дирижабль
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/308421741/,Москва и МО,sale,flat,13,17,2,52.2,-1,0,19950000,Теплый Стан,Ленинский проспект,127,Тропарёво,
LEGENDA Development,developer,https://spb.cian.ru/sale/flat/305409740/,Москва и МО,sale,flat,2,10,2,65.91,-1,0,21675163,Выборгский,Сампсониевское,,Выборгская,Сампсониевский 32
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/301258691/,Москва и МО,sale,flat,2,21,2,57.23,-1,0,59000000,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky
do A.S.A.P.,real_estate_agent,https://balashikha.cian.ru/sale/flat/308184164/,Москва и МО,sale,flat,13,14,2,67.0,-1,0,11800000,, Евстафьева,9,Салтыковская,
GloraX,developer,https://spb.cian.ru/sale/flat/309036738/,Москва и МО,sale,flat,17,18,2,49.02,-1,0,17589999,Василеостровский,Морской,,,Глоракс Василеостровский ЖК
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307822693/,Москва и МО,sale,flat,9,18,2,66.4,-1,0,69700000,Хамовники,,,Воробьёвы горы,Коллекция Лужники ЖК
Вертикаль,real_estate_agent,https://www.cian.ru/sale/flat/308909875/,Москва и МО,sale,flat,17,17,2,52.9,-1,0,14600000,Новогиреево,Напольный проезд,10,Новогиреево,
Sun Development,developer,https://spb.cian.ru/sale/flat/306312514/,Москва и МО,sale,flat,3,9,2,103.25,-1,0,38244246,Василеостровский,Гавань,,Приморская,MONODOM ART
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298050405/,Москва и МО,sale,flat,7,9,2,108.3,-1,0,154000000,Тверской,1-я Тверская-Ямская ,2,Маяковская,Vesper Tverskaya
Гранит Инвест,real_estate_agent,https://spb.cian.ru/sale/flat/304880706/,Москва и МО,sale,flat,4,14,2,57.7,-1,0,15290500,Василеостровский,набережная Реки Смоленки,35к1,Приморская,Айно
Таврида Девелопмент,developer,https://krym.cian.ru/sale/flat/308884460/,Москва и МО,sale,flat,2,20,2,46.3,-1,0,18983000,,,,,Новая Ливадия
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679729/,Москва и МО,sale,flat,9,20,2,59.0,-1,0,25370000,Даниловский,,,Тульская,Форст ЖК
