author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
Дипломат,developer,https://krym.cian.ru/sale/flat/292125018/,Москва и МО,sale,flat,2,8,2,66.0,-1,0,22622160,2015,-1,-1,-1,Чистовая,50 м²,-1,+78632098730,,,,,Резиденция Дипломат
