author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/303345447/,Москва,sale,flat,21,26,2,87.0,-1,0,38000000,Хорошевский,проезд Березовой Рощи,12,ЦСКА,Гранд-парк
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307996388/,Москва,sale,flat,2,5,2,60.0,-1,0,38500000,Хамовники,Комсомольский проспект,14/1К3,Парк Культуры,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304599055/,Москва,sale,flat,8,21,2,71.3,-1,0,41300000,Хорошево-Мневники, Нижние Мневники,37Ас3,Терехово ,Остров
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/302627994/,Москва,sale,flat,16,23,2,83.9,-1,0,45400000,Можайский,Гжатская ,5к4,Давыдково,LIFE-Кутузовский
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301906284/,Москва,sale,flat,5,9,2,64.0,-1,0,46000000,Хамовники,Фрунзенская набережная,44С1,Фрунзенская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309085932/,Москва,sale,flat,6,6,2,136.0,-1,0,47000000,Раменки,Минская ,1Б,Минская,Золотые Ключи 1
IKON Development,developer,https://www.cian.ru/sale/flat/302839449/,Москва,sale,flat,18,21,2,72.5,-1,0,49957575,Басманный,,,Чкаловская,Чкалов ЖК
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/305903242/,Москва,sale,flat,6,6,2,86.0,-1,0,55000000,Хамовники,переулок Сивцев Вражек,29/16,Смоленская,
Ирина Титова,realtor,https://www.cian.ru/sale/flat/299877388/,Москва,sale,flat,49,78,2,67.0,-1,0,55555555,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308249730/,Москва,sale,flat,22,22,2,101.2,-1,0,57000000,Южнопортовый,Южнопортовая ,6/28,Дубровка,Portland
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/291444022/,Москва,sale,flat,8,18,2,84.0,-1,0,63000000,Тверской, Александра Невского,27,Белорусская,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308091340/,Москва,sale,flat,3,6,2,49.0,-1,0,65000000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/286643532/,Москва,sale,flat,4,8,2,69.0,-1,0,66602550,Хамовники,Смоленский бульвар,22/14,Смоленская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306394977/,Москва,sale,flat,4,29,2,97.0,-1,0,78500000,Филевский парк,Береговой проезд,3,Фили,Береговой
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307955930/,Москва,sale,flat,5,16,2,95.0,-1,0,85000000,Арбат,1-й Смоленский переулок,17,Смоленская,Новопесковский
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/306212544/,Москва,sale,flat,1,3,2,229.0,-1,0,140000000,Хорошево-Мневники,Таманская ,1,Народное Ополчение,Берег столицы
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/289514736/,Москва,sale,flat,2,5,2,64.0,-1,0,172800000,Хамовники,Пречистенская набережная,43,Кропоткинская,Carré Blanc
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302250937/,Москва,sale,flat,2,6,2,140.0,-1,0,233352000,Таганский,Серебряническая набережная,19,Чкаловская,АртХаус
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/308807254/,Москва,sale,flat,4,4,2,53.9,-1,0,6200000,, Ирландская,4к1,Ватутинки,Ирландский квартал
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/308460047/,Москва,sale,flat,2,5,2,43.8,-1,0,6700000,,,8,Апрелевка,
Монолит Столица,real_estate_agent,https://www.cian.ru/sale/flat/309014228/,Москва,sale,flat,3,5,2,44.5,-1,0,7500000,, Школьная,7,Троицк,
Триумфальная Арка,real_estate_agent,https://www.cian.ru/sale/flat/295787440/,Москва,sale,flat,3,5,2,53.1,-1,0,7550000,,,42,Подольск,
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/304121938/,Москва,sale,flat,17,20,2,44.0,-1,0,7500000,,,к9,Филатов Луг,Цветочные Поляны ЖК
OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/308066148/,Москва,sale,flat,1,6,2,54.0,-1,0,7890000,, Жемчужная,1к2,Филатов Луг,
,,https://www.cian.ru/sale/flat/306084419/,Москва,sale,flat,1,5,2,37.4,-1,0,7970000,Академический, Кржижановского,18К3,Профсоюзная,
Космополис,real_estate_agent,https://www.cian.ru/sale/flat/309210815/,Москва,sale,flat,5,5,2,40.7,-1,0,8250000,Текстильщики,1-й Грайвороновский проезд,2А,Текстильщики,
CENTURY 21 Столичная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308253783/,Москва,sale,flat,7,10,2,42.0,-1,0,8400000,, Первомайская,5,Щербинка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306800102/,Москва,sale,flat,1,9,2,54.0,-1,0,8600000,, Спортивная,2,Щербинка,
