author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/309288792/,Москва,sale,flat,18,37,3,69.0,-1,0,58000000,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9
Tekta Group,developer,https://www.cian.ru/sale/flat/301261666/,Москва,sale,flat,31,34,3,65.9,-1,0,32192150,Обручевский,,,Воронцовская,Эвер ЖК
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/299771808/,Москва,sale,flat,24,56,3,71.0,-1,0,33500000,Раменки,проспект Генерала Дорохова,вл1к3,Аминьевская,Will Towers
Винидиктов и Партнеры,real_estate_agent,https://www.cian.ru/sale/flat/306277336/,Москва,sale,flat,8,52,3,77.0,-1,0,57500000,Раменки,Мичуринский проспект,56,Раменки,"Небо — Небоскребы на Мичуринском, 56"
Regions Development,developer,https://www.cian.ru/sale/flat/308071785/,Москва,sale,flat,5,16,3,109.92,-1,0,50117266,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308255252/,Москва,sale,flat,4,6,3,144.0,-1,0,500000000,Хамовники,Всеволожский переулок,5,Кропоткинская,Резиденция на Всеволожском
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/294618539/,Москва,sale,flat,3,14,3,72.0,-1,0,38000000,Раменки,проспект Генерала Дорохова,39к1В,Минская,Собрание клубных домов West Garden
Regions Development,developer,https://www.cian.ru/sale/flat/308071772/,Москва,sale,flat,11,16,3,93.27,-1,0,44719693,Преображенское,Жилой комплекс Преображенская площадь,,Преображенская площадь,Преображенская площадь
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/304291401/,Москва,sale,flat,2,6,3,75.0,-1,0,67500000,Пресненский,Богословский переулок,7,Пушкинская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/305062293/,Москва,sale,flat,4,5,3,73.7,-1,0,68128269,Мещанский,Большой Сергиевский переулок,18,Трубная,
