author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/308365464/,Москва и МО,sale,flat,8,9,2,69.1,-1,0,32500000,Даниловский, Архитектора Щусева,4к2,ЗИЛ,ЗИЛАРТ
Вертикаль,real_estate_agent,https://www.cian.ru/sale/flat/308884159/,Москва и МО,sale,flat,6,9,2,54.0,-1,0,33000000,Хамовники, Плющиха,42,Киевская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/300661833/,Москва и МО,sale,flat,6,8,2,57.0,-1,0,34500000,Можайский, Гришина,16,Рабочий посёлок,Level Кутузовский
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/305836830/,Москва и МО,sale,flat,7,24,2,60.0,-1,0,35000000,Тропарево-Никулино,Никулинская ,8к3,Озёрная,Квартал на Никулинской
Вертикаль,real_estate_agent,https://www.cian.ru/sale/flat/308399584/,Москва и МО,sale,flat,6,9,2,52.3,-1,0,35000000,Хамовники, Плющиха,42,Киевская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301954491/,Москва и МО,sale,flat,12,41,2,54.0,-1,0,35000000,Раменки,1-й Сетуньский проезд,вл6,Кутузовская,Hide
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/307631480/,Москва и МО,sale,flat,20,21,2,72.5,-1,0,36500000,Тимирязевский,Тимирязевская ,8к1,Дмитровская,
Delight Realty,real_estate_agent,https://www.cian.ru/sale/flat/308597149/,Москва и МО,sale,flat,2,4,2,65.8,-1,0,39999999,Замоскворечье,Садовническая ,57С1,Новокузнецкая,Wine House
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/308398271/,Москва и МО,sale,flat,28,48,2,116.0,-1,0,39900000,Обручевский,Ленинский проспект,111к1,Новаторская,Well House на Ленинском
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/308345048/,Москва и МО,sale,flat,18,23,2,86.9,-1,0,41750000,Хорошево-Мневники,проезд Проектируемый № 1074,1,Терехово ,Остров
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301498692/,Москва и МО,sale,flat,19,41,2,75.0,-1,0,41500000,Раменки, Василия Ланового,1к2,Аминьевская,Огни
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/305978749/,Москва и МО,sale,flat,9,13,2,46.4,-1,0,42000000,Раменки,Воробьевское шоссе,4,Поклонная,Воробьёв Дом
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/306601191/,Москва и МО,sale,flat,6,33,2,65.2,-1,0,43900000,Хорошево-Мневники,Причальный проезд,10А,Шелепиха,Level Причальный
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308461771/,Москва и МО,sale,flat,16,41,2,56.0,-1,0,44300000,Раменки,1-й Сетуньский проезд,8,Кутузовская,Hide
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/301561992/,Москва и МО,sale,flat,15,46,2,66.1,-1,0,45500000,Даниловский,Дубининская ,59А,Павелецкая,Павелецкая Сити
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/303851508/,Москва и МО,sale,flat,8,9,2,102.0,-1,0,56000000,Замоскворечье,Космодамианская набережная,40-42С3,Павелецкая,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/305923458/,Москва и МО,sale,flat,3,9,2,60.0,-1,0,75000000,Пресненский,Малая Никитская ,16/5,Баррикадная,
Аврора Проперти,real_estate_agent,https://www.cian.ru/sale/flat/303570935/,Москва и МО,sale,flat,4,6,2,75.1,-1,0,85000000,Хамовники,Зубовская ,7,Парк Культуры,Roza Rossa
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/294457758/,Москва и МО,sale,flat,43,73,2,123.0,-1,0,149000000,Пресненский,1-й Красногвардейский проезд,22,Деловой центр,NEVA TOWERS
Whitewill Москва-Сити,real_estate_agent,https://www.cian.ru/sale/flat/307397567/,Москва и МО,sale,flat,46,73,2,123.0,-1,0,150000000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,NEVA TOWERS
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/296106356/,Москва и МО,sale,flat,6,7,2,96.0,-1,0,260000000,Хамовники, Льва Толстого,23к1,Парк Культуры,Литератор
СТС-ГРУПП,developer,https://orel.cian.ru/sale/flat/303081643/,Москва и МО,sale,flat,1,8,2,53.4,-1,0,4333410,,,,,Микрорайон Первый
Объединение Застройщиков,representative_developer,https://voronezh.cian.ru/sale/flat/301711588/,Москва и МО,sale,flat,2,10,2,59.0,-1,0,4608240,Советский, Курчатова,32,,Атом-2
Ваш выбор,developer,https://volgograd.cian.ru/sale/flat/301037227/,Москва и МО,sale,flat,1,10,2,43.2,-1,0,4978000,Краснооктябрьский,Варшавская ,4,,Мишино
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/301731010/,Москва и МО,sale,flat,4,9,2,45.9,-1,0,5287903,,,,,Южная мечта
Девелопмент-Юг,real_estate_agent,https://krasnodar.cian.ru/sale/flat/292528573/,Москва и МО,sale,flat,1,12,2,57.2,-1,0,5550000,Прикубанский, Западный обход,42/4к2,,Sport Village
Оксана Карпец,realtor,https://novosibirsk.cian.ru/sale/flat/308986531/,Москва и МО,sale,flat,7,17,2,37.0,-1,0,6000000,Ленинский, Связистов,162/1,Площадь Маркса,
Девелопмент-Юг,real_estate_agent,https://krasnodar.cian.ru/sale/flat/305923162/,Москва и МО,sale,flat,12,14,2,57.2,-1,0,6100000,мкр. Славянский, Красных Партизан,107,,
