author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Каскад,developer,https://anapa.cian.ru/sale/flat/296553321/,Москва и МО,sale,flat,7,9,4,162.95,-1,0,41064000,,,,,Морелло
Century 21 Street Realty,real_estate_agent,https://www.cian.ru/sale/flat/298527240/,Москва и МО,sale,flat,6,9,4,88.0,-1,0,42350000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,Вестердам
Самолет Плюс МСК-Север,real_estate_agent,https://odintsovo.cian.ru/sale/flat/306655881/,Москва и МО,sale,flat,5,7,4,150.4,-1,0,43000000,,,,,
Элитный Красноярск,real_estate_agent,https://krasnoyarsk.cian.ru/sale/flat/299446951/,Москва и МО,sale,flat,3,7,4,152.0,-1,0,43000000,Октябрьский, Живописная,1/5,,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/306556939/,Москва и МО,sale,flat,4,4,4,110.6,-1,0,44000000,Центральный, Ломоносова,24,Достоевская,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/299519307/,Москва и МО,sale,flat,27,28,4,110.1,-1,0,44000000,Лефортово,проезд Невельского,1к4,Авиамоторная,Символ
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/306109756/,Москва и МО,sale,flat,6,6,4,103.5,-1,0,44000000,Центральный, Чайковского,58,Чернышевская,
Homeapp,real_estate_agent,https://www.cian.ru/sale/flat/307944977/,Москва и МО,sale,flat,13,25,4,110.9,-1,0,44500000,Хорошевский, Маргелова,3к4,Беговая,Авиатика
Мир Квартир Элит,real_estate_agent,https://spb.cian.ru/sale/flat/304794162/,Москва и МО,sale,flat,2,5,4,124.6,-1,0,44900000,Адмиралтейский,Казанская ,42,Спасская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/308473130/,Москва и МО,sale,flat,12,13,4,141.0,-1,0,45000000,Красногвардейский,Свердловская набережная,58,Новочеркасская,Платинум
Veles Realty,real_estate_agent,https://www.cian.ru/sale/flat/290880694/,Москва и МО,sale,flat,6,8,4,90.0,-1,0,45000000,Тверской,Тверская ,29к2,Маяковская,
Мир Квартир PREMIUM,real_estate_agent,https://spb.cian.ru/sale/flat/304675791/,Москва и МО,sale,flat,5,5,4,166.0,-1,0,45000000,Василеостровский, Репина,28,Василеостровская,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/302558020/,Москва и МО,sale,flat,15,40,4,86.1,-1,0,46000000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/305916316/,Москва и МО,sale,flat,12,18,4,102.1,-1,0,46000000,Даниловский,проспект Лихачева,22,Технопарк,Nagatino i-Land
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/305958444/,Москва и МО,sale,flat,12,18,4,102.1,-1,0,46000000,Даниловский,проспект Лихачева,22,Технопарк,Nagatino i-Land
GENESIS Asset Management,real_estate_agent,https://krym.cian.ru/sale/flat/293893248/,Москва и МО,sale,flat,2,5,4,197.09,-1,0,46368000,Алушта, Западная,4к3/2,,Крымская Резиденция
EstateLiga,real_estate_agent,https://www.cian.ru/sale/flat/308168321/,Москва и МО,sale,flat,20,28,4,121.0,-1,0,47000000,Даниловский,набережная Марка Шагала,11к2,ЗИЛ,Shagal
GENESIS Asset Management,real_estate_agent,https://krym.cian.ru/sale/flat/299635993/,Москва и МО,sale,flat,2,5,4,185.37,-1,0,48000000,Алушта, Западная,4к3/2,,Крымская Резиденция
КРИСТАЛЛ,real_estate_agent,https://samara.cian.ru/sale/flat/304298390/,Москва и МО,sale,flat,9,25,4,212.0,-1,0,48000000,Октябрьский,Лесная ,33,,Ладья
MadeState,real_estate_agent,https://www.cian.ru/sale/flat/307094317/,Москва и МО,sale,flat,6,6,4,91.0,-1,0,48230000,Пресненский, Красная Пресня,36С1,Улица 1905 года,
Времена года,real_estate_agent,https://www.cian.ru/sale/flat/306893708/,Москва и МО,sale,flat,9,15,4,103.1,-1,0,48700000,Раменки,Винницкая ,8к1,Раменки,Настоящее
