author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/303625907/,Москва и МО,sale,flat,1,5,1,31.8,-1,0,6400000,Московский,Алтайская ,29,Московская,
Елена Жарких,realtor,https://stavropol.cian.ru/sale/flat/308179746/,Москва и МО,sale,flat,9,9,1,39.0,-1,0,6500000,Ленинский, Пушкина,65в,,
Кристалл,real_estate_agent,https://spb.cian.ru/sale/flat/304199034/,Москва и МО,sale,flat,4,11,1,33.2,-1,0,6990000,Калининский,проспект Просвещения,53к1Д,Гражданский проспект,
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/291149538/,Москва и МО,sale,flat,3,25,1,38.4,-1,0,6980000,Пушкинский,проспект Новгородский,8,Купчино,Шушары
CENTURY 21 Перспектива,real_estate_agent,https://kotelniki.cian.ru/sale/flat/309052295/,Москва и МО,sale,flat,8,10,1,38.5,-1,0,7200000,,,18,Котельники,
CENTURY 21 Перспектива,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/307809398/,Москва и МО,sale,flat,9,12,1,37.9,-1,0,7200000,,проспект Победы,11к2,Люберцы,
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/296736749/,Москва и МО,sale,flat,10,24,1,31.0,-1,0,7199000,Приморский, Плесецкая,10,Комендантский проспект,Полис на Комендантском
ID 123788327,homeowner,https://vidnoye.cian.ru/sale/flat/309146041/,Москва и МО,sale,flat,8,9,1,39.0,-1,0,7230000,Лопатино рп, Сухановская,2,,Государев дом
CENTURY 21 Перспектива,real_estate_agent,https://lytkarino.cian.ru/sale/flat/308625670/,Москва и МО,sale,flat,5,19,1,45.0,-1,0,7300000,,Песчаная ,8,Томилино,Песчаная 8
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/299761639/,Москва и МО,sale,flat,3,4,1,31.3,-1,0,7400000,Красносельский, Ивана Куликова,12,Проспект Ветеранов,Солнечный город. Резиденции
CENTURY 21 Перспектива,real_estate_agent,https://kotelniki.cian.ru/sale/flat/308307116/,Москва и МО,sale,flat,6,17,1,40.5,-1,0,7600000,,,21,Котельники,
ID 12703192,unknown,https://spb.cian.ru/sale/flat/308177547/,Москва и МО,sale,flat,4,4,1,29.0,-1,0,7605000,Приморский,Серебристый бульвар,18К1,Пионерская,
BR Group,real_estate_agent,https://spb.cian.ru/sale/flat/308707071/,Москва и МО,sale,flat,1,4,1,36.2,-1,0,7800000,Невский, Бабушкина,47,Елизаровская,
CENTURY 21 Перспектива,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308885822/,Москва и МО,sale,flat,11,12,1,31.0,-1,0,8300000,, Юности,7,Лухмановская,Люберецкий
CENTURY 21 Перспектива,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308943612/,Москва и МО,sale,flat,7,25,1,38.0,-1,0,8400000,, Юности,13к1,Лухмановская,Люберецкий
CENTURY 21 Перспектива,real_estate_agent,https://lyubertsy.cian.ru/sale/flat/308943608/,Москва и МО,sale,flat,5,17,1,41.7,-1,0,8500000,, 3-е Почтовое Отделение,55,Жулебино,
Новые Ватутинки,developer,https://www.cian.ru/sale/flat/303067736/,Москва и МО,sale,flat,2,9,1,34.1,-1,0,8553000,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Семен Гордый,realtor,https://www.cian.ru/sale/flat/286538689/,Москва и МО,sale,flat,9,11,1,46.1,-1,0,8800000,, Семена Гордого,12,Крёкшино,Ново-Никольское
Инвест груп,developer,https://mytishchi.cian.ru/sale/flat/299593889/,Москва и МО,sale,flat,7,25,1,38.76,-1,0,9146890,,,,Медведково,Кит 2 ЖК
Первый Трест,developer,https://ufa.cian.ru/sale/flat/293354725/,Москва и МО,sale,flat,32,33,1,31.28,-1,0,9218800,Советский,бульвар Ибрагимова,90/2,,Grand&Grand
Риверхаус,developer,https://shchyolkovo.cian.ru/sale/flat/302077761/,Москва и МО,sale,flat,16,20,1,46.6,-1,0,9320000,,Советская ,60,Первомайская,River House
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306890063/,Москва и МО,sale,flat,5,14,1,33.7,-1,0,9800000,, Мостовая,5к2,Ольховая,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/307227130/,Москва и МО,sale,flat,1,10,1,40.0,-1,0,9990000,Выхино-Жулебино, Авиаконструктора Миля,1,Жулебино,
MERSI,real_estate_agent,https://www.cian.ru/sale/flat/309301283/,Москва и МО,sale,flat,3,9,1,32.6,-1,0,10300000,Перово,1-я Владимирская ,18К5,Перово,
Винсент Недвижимость,real_estate_agent,https://sochi.cian.ru/sale/flat/276194653/,Москва и МО,sale,flat,11,26,1,38.0,-1,0,10500000,Центральный,Пластунская ,123Ак2,,Раз Два Три
Ксения Ступина,realtor,https://nn.cian.ru/sale/flat/307596711/,Москва и МО,sale,flat,5,12,1,40.0,-1,0,10600000,Нижегородский,,,Горьковская,Дом на Горького
Вероника Дадыкина,realtor,https://spb.cian.ru/sale/flat/309122452/,Москва и МО,sale,flat,6,13,1,42.7,-1,0,11000000,Калининский,проспект Маршала Блюхера,7к2,Выборгская,Ландыши
Магазин новостроек,representative_developer,https://sochi.cian.ru/sale/flat/301730882/,Москва и МО,sale,flat,1,10,1,50.7,-1,0,11407500,Лазаревский,,,,Мармелад
