author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
MR Group,developer,https://www.cian.ru/sale/flat/306068023/,Москва,sale,flat,47,57,4,97.26,-1,0,60116406,Филевский парк,,,Фили,Фили Сити ЖК
Level Group,developer,https://www.cian.ru/sale/flat/308959704/,Москва,sale,flat,37,42,4,94.8,-1,0,,Очаково-Матвеевское,,к2,Мичуринский проспект,Левел Мичуринский ЖК
MR Group,developer,https://www.cian.ru/sale/flat/306068077/,Москва,sale,flat,45,57,4,103.84,-1,0,61192912,Филевский парк,,,Фили,Фили Сити ЖК
MR Group,developer,https://www.cian.ru/sale/flat/306067998/,Москва,sale,flat,31,57,4,102.74,-1,0,61233040,Филевский парк,,,Фили,Фили Сити ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/308969732/,Москва,sale,flat,47,50,4,128.4,-1,0,60758880,Раменки,м. Мичуринский проспект,,Мичуринский проспект,Событие
Лайм,developer,https://www.cian.ru/sale/flat/308166130/,Москва,sale,flat,27,27,4,152.7,-1,0,60936480,Алексеевский,Староалексеевская ,5А,Алексеевская,Лайм
Донстрой,developer,https://www.cian.ru/sale/flat/308969822/,Москва,sale,flat,49,50,4,127.1,-1,0,61389300,Раменки,м. Мичуринский проспект,,Мичуринский проспект,Событие
Донстрой,developer,https://www.cian.ru/sale/flat/308968808/,Москва,sale,flat,4,21,4,121.0,-1,0,61286500,Хорошево-Мневники, Нижние Мневники,,Мнёвники,Остров
Century 21 Level,real_estate_agent,https://www.cian.ru/sale/flat/304374291/,Москва,sale,flat,17,25,4,139.7,-1,0,61990000,Раменки, Янковского,1к2,Аминьевская,Событие
ФСК,developer,https://www.cian.ru/sale/flat/308767815/,Москва,sale,flat,8,20,4,138.0,-1,0,62083958,Хорошево-Мневники,к2/1,к2/1,Звенигородская,Сидней Сити ЖК
MR Group,developer,https://www.cian.ru/sale/flat/300289409/,Москва,sale,flat,53,54,4,116.85,-1,0,62364598,Савеловский,2-я Хуторская ,34,Дмитровская,SYMPHONY 34
Главстрой,developer,https://www.cian.ru/sale/flat/296921048/,Москва,sale,flat,2,13,4,125.7,-1,0,61997125,Филевский парк,Береговой проезд,2,Фили,Береговой-2
Эталон,developer,https://www.cian.ru/sale/flat/303392768/,Москва,sale,flat,10,11,4,117.7,-1,0,61888473,Даниловский,набережная Марка Шагала,11к2,Технопарк,Shagal
Level Group,developer,https://www.cian.ru/sale/flat/308959905/,Москва,sale,flat,36,45,4,87.4,-1,0,,Очаково-Матвеевское,,к4,Аминьевская,Левел Мичуринский ЖК
Велесстрой,developer,https://www.cian.ru/sale/flat/307310076/,Москва,sale,flat,24,24,4,143.29,-1,0,62331150,Фили-Давыдково,Кастанаевская ,66,Кунцевская,Shome
Radiance Group,real_estate_agent,https://www.cian.ru/sale/flat/308524584/,Москва,sale,flat,20,21,4,148.3,-1,0,62700000,Тропарево-Никулино, Коштоянца,20К3,Юго-Западная,
INGRAD,developer,https://www.cian.ru/sale/flat/304077730/,Москва,sale,flat,15,15,4,123.28,-1,0,62510470,Даниловский,Г мкр,2,Марксистская,Форивер ЖК
ФСК,developer,https://www.cian.ru/sale/flat/289786113/,Москва,sale,flat,23,24,4,100.8,-1,0,62578253,Хорошево-Мневники,Шелепихинская набережная,40к2,Хорошёво,Sydney City
Донстрой,developer,https://www.cian.ru/sale/flat/308969961/,Москва,sale,flat,49,49,4,136.0,-1,0,63008800,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
Capital Group,developer,https://www.cian.ru/sale/flat/300285581/,Москва,sale,flat,6,30,4,155.5,-1,0,62730398,Якиманка,Мытная ,40к1,Серпуховская,Sky House
Группа Родина,developer,https://www.cian.ru/sale/flat/305467846/,Москва,sale,flat,2,23,4,132.9,-1,0,62955380,Ростокино,,к5,Ботанический сад,Союз ЖК
AR Realty - Real Estate Agency,real_estate_agent,https://www.cian.ru/sale/flat/305054943/,Москва,sale,flat,4,41,4,133.4,-1,0,63500000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы
ФСК,developer,https://www.cian.ru/sale/flat/301328407/,Москва,sale,flat,12,29,4,92.4,-1,0,63608160,Ростокино, Вильгельма Пика,1,Ботанический сад,Режиссёр
Эталон,developer,https://www.cian.ru/sale/flat/306036314/,Москва,sale,flat,23,27,4,120.5,-1,0,63733565,Даниловский,2-я оч.,2-я оч.,Технопарк,Шагал ЖК
MR Group,developer,https://www.cian.ru/sale/flat/306068081/,Москва,sale,flat,47,57,4,107.72,-1,0,63317816,Филевский парк,,,Фили,Фили Сити ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/308968790/,Москва,sale,flat,3,21,4,124.9,-1,0,63536630,Хорошево-Мневники, Нижние Мневники,,Мнёвники,Остров
Forma,developer,https://www.cian.ru/sale/flat/307547748/,Москва,sale,flat,2,8,4,125.4,-1,0,64175331,Аэропорт,Часовая ,28к8,Сокол,SOUL
ФСК,developer,https://www.cian.ru/sale/flat/306038952/,Москва,sale,flat,28,29,4,97.5,-1,0,63848460,Хорошево-Мневники,Шелепихинская набережная,40к3,Народное Ополчение,Sydney City
