author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Century 21 Premium Property,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/294289351/,Москва и МО,sale,flat,12,21,3,98.0,-1,0,17100000,,бульвар Ильинский,8,Пенягино,
Dream Realty,real_estate_agent,https://www.cian.ru/sale/flat/303113167/,Москва и МО,sale,flat,1,11,3,87.6,-1,0,24500000,Алексеевский, Павла Корчагина,13,ВДНХ,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/297078420/,Москва и МО,sale,flat,3,20,3,70.0,-1,0,30000000,Даниловский,проспект Лихачева,12к1,Технопарк,Квартал на набережной NOW
SKYEST,real_estate_agent,https://www.cian.ru/sale/flat/305064919/,Москва и МО,sale,flat,39,40,3,58.0,-1,0,38890000,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк
Главстрой,developer,https://www.cian.ru/sale/flat/296921006/,Москва и МО,sale,flat,4,9,3,105.7,-1,0,53864951,Филевский парк,Береговой проезд,2,Фили,Береговой-2
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/309091027/,Москва и МО,sale,flat,16,30,3,130.0,-1,0,57500000,Сокол, Врубеля,8,Панфиловская,Поселок художников
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/303765580/,Москва и МО,sale,flat,6,6,3,86.0,-1,0,58000000,Даниловский,проспект Лихачева,18к7,Технопарк,Квартал на набережной NOW
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/304686083/,Москва и МО,sale,flat,2,8,3,92.0,-1,0,64171800,Хамовники,переулок Сивцев Вражек,33,Смоленская,
do A.S.A.P.,real_estate_agent,https://www.cian.ru/sale/flat/306945676/,Москва и МО,sale,flat,4,20,3,80.0,-1,0,82000000,Пресненский,Мантулинская ,9к2,Москва-Сити,City Park
Стрелецкая Слобода,developer,https://www.cian.ru/sale/flat/294641853/,Москва и МО,sale,flat,6,8,3,118.6,-1,0,155959000,Таганский,Тессинский переулок,1,Китай-город,"Тессинский, 1"
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/293621576/,Москва и МО,sale,flat,3,14,3,103.0,-1,0,203000000,Хамовники,Погодинская ,2,Киевская,Жизнь на Плющихе
OXE CAPITAL - Элитная Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/276681309/,Москва и МО,sale,flat,2,8,3,161.6,-1,0,265500000,Арбат, Малая Молчановка,8С1,Арбатская,
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/298876198/,Москва и МО,sale,flat,9,11,3,175.0,-1,0,508123980,Хамовники, Ефремова,10к2,Спортивная,Садовые кварталы
ЧФК-Недвижимость,real_estate_agent,https://krasnodar.cian.ru/sale/flat/306936372/,Москва и МО,sale,flat,13,16,3,84.9,-1,0,6099000,Зеленодар ЖК, Садовое Кольцо,1,,Зеленодар
Альтера,real_estate_agent,https://kazan.cian.ru/sale/flat/308488069/,Москва и МО,sale,flat,1,5,3,69.1,-1,0,6200000,Московский,Хлебозаводская ,6,Авиастроительная,
Альтера,real_estate_agent,https://kazan.cian.ru/sale/flat/304370418/,Москва и МО,sale,flat,1,9,3,62.0,-1,0,6650000,Авиастроительный, Максимова,49,Авиастроительная,
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/275302248/,Москва и МО,sale,flat,14,17,3,72.0,-1,0,7200000,Прикубанский, Адмирала Крузенштерна,5к1,,RED777
Альтера,real_estate_agent,https://kazan.cian.ru/sale/flat/303391532/,Москва и МО,sale,flat,4,5,3,57.0,-1,0,7699000,Ново-Савиновский, Мусина,49а,Козья слобода,
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/298978161/,Москва и МО,sale,flat,24,24,3,67.69,-1,0,7874378,мкр. РИП,Российская ,,,Гулливер
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/298799439/,Москва и МО,sale,flat,2,21,3,67.56,-1,0,8107200,Прикубанский,бульвар Адмиралтейский,1,,Эстет
Альтера,real_estate_agent,https://kazan.cian.ru/sale/flat/307992153/,Москва и МО,sale,flat,3,9,3,63.9,-1,0,8600000,Советский, Юлиуса Фучика,96,Проспект Победы,
ID 46676502,homeowner,https://kazan.cian.ru/sale/flat/309177798/,Москва и МО,sale,flat,3,9,3,63.0,-1,0,8750000,Советский, Галии Кайбицкой,2,Горки,
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/293771341/,Москва и МО,sale,flat,6,9,3,65.63,-1,0,9299115,Прикубанский, Имени Генерала Брусилова,5лит1.2,,Зеленая территория
Магазин новостроек,representative_developer,https://krasnodar.cian.ru/sale/flat/303685500/,Москва и МО,sale,flat,9,9,3,59.0,-1,0,9392800,Прикубанский, Им. Мурата Ахеджака,12к9,,Микрорайон Красная площадь
ID 94683915,homeowner,https://krasnodar.cian.ru/sale/flat/305030003/,Москва и МО,sale,flat,3,10,3,76.7,-1,0,10170000,мкр. Юбилейный, Бульварное Кольцо,18,,
ЦН1,real_estate_agent,https://kazan.cian.ru/sale/flat/288740820/,Москва и МО,sale,flat,10,16,3,97.0,-1,0,10500000,Советский, Ноксинский Спуск,14,Проспект Победы,
КОМОССТРОЙ,developer,https://kazan.cian.ru/sale/flat/300939357/,Москва и МО,sale,flat,1,14,3,54.7,-1,0,10518900,Приволжский,Ферма-2 жилмассив,,Проспект Победы,Фермаполис
ART House,real_estate_agent,https://kazan.cian.ru/sale/flat/307582504/,Москва и МО,sale,flat,10,17,3,80.2,-1,0,11950000,Кировский, Нижняя,15,Кремлёвская,
