author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/305124470/,Москва,sale,flat,8,41,4,97.72,-1,0,55000000,Раменки,1-й Сетуньский проезд,вл6,Кутузовская,Hide
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307022660/,Москва,sale,flat,36,48,4,146.0,-1,0,74900000,Раменки,Мосфильмовская ,70к2,Ломоносовский проспект,Воробьевы Горы
Regions Development,developer,https://www.cian.ru/sale/flat/308070921/,Москва,sale,flat,20,24,4,136.2,-1,0,63804390,Нагатинский затон,проспект Андропова,9/1к2,Технопарк,Dream Towers
Капиталъ-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308826485/,Москва,sale,flat,17,21,4,185.0,-1,0,191500000,Пресненский, Костикова,4к1,Улица 1905 года,Lucky
Стоун Бридж эстейт,real_estate_agent,https://www.cian.ru/sale/flat/307182856/,Москва,sale,flat,22,26,4,130.7,-1,0,120000000,Кунцево,Рублевское шоссе,101,Молодёжная,Vander Park
КОРТРОС,developer,https://www.cian.ru/sale/flat/306467596/,Москва,sale,flat,41,51,4,98.51,-1,0,49846060,Пресненский,Шелепихинское шоссе,,Шелепиха,Headliner
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/302590854/,Москва,sale,flat,4,4,4,288.0,-1,0,574431000,Таганский, Солянка,7,Китай-город,Дом с Атлантами
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/290380690/,Москва,sale,flat,4,7,4,128.7,-1,0,117000000,Таганский,Большая Андроньевская ,7,Площадь Ильича,The Mostman
ДомДау,developer,https://www.cian.ru/sale/flat/292485387/,Москва,sale,flat,66,85,4,158.74,-1,0,,Пресненский,Московский международный деловой центр Москва-Сити тер.,,,Дом Дау
TimeProperty,real_estate_agent,https://www.cian.ru/sale/flat/274247449/,Москва,sale,flat,40,60,4,175.2,-1,0,243000000,Пресненский,набережная Пресненская,6с2,Деловой центр,Imperia Tower
