author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,district,street,house_number,underground,residential_complex
St Michael,developer,https://www.cian.ru/sale/flat/304986730/,Москва и МО,sale,flat,17,20,4,97.09,-1,0,Хорошево-Мневники, Берзарина,,Серебряный Бор,Квартал Серебряный Бор
