author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
House Estate,real_estate_agent,https://spb.cian.ru/sale/flat/297137256/,Москва и МО,sale,flat,3,9,2,60.0,-1,0,7800000,,Северная ,,Площадь Ленина,Новый мир
ЭТАЖИ КАЗАНЬ,real_estate_agent,https://kazan.cian.ru/sale/flat/309245330/,Москва и МО,sale,flat,5,10,2,49.9,-1,0,7980000,Советский, Ноксинский Спуск,28,Проспект Победы,
Винсент Недвижимость,real_estate_agent,https://sochi.cian.ru/sale/flat/299626511/,Москва и МО,sale,flat,10,12,2,44.0,-1,0,8000000,с. Краевско-Армянское, Измайловская,20Ак2,,
Альтера,real_estate_agent,https://kazan.cian.ru/sale/flat/303663135/,Москва и МО,sale,flat,4,9,2,54.2,-1,0,8229000,Приволжский, Юлиуса Фучика,51,Проспект Победы,
Альтера,real_estate_agent,https://kazan.cian.ru/sale/flat/301965167/,Москва и МО,sale,flat,5,12,2,61.2,-1,0,8300000,Советский, Закиева,5,Горки,
ЭТАЖИ КАЗАНЬ,real_estate_agent,https://kazan.cian.ru/sale/flat/308680666/,Москва и МО,sale,flat,3,14,2,56.5,-1,0,8490000,Кировский,Горсоветская ,17к2,Козья слобода,
ЭТАЖИ КАЗАНЬ,real_estate_agent,https://kazan.cian.ru/sale/flat/308678502/,Москва и МО,sale,flat,4,5,2,47.1,-1,0,8599000,Вахитовский, Карима Тинчурина,19,Площадь Тукая,
ID 24222046,homeowner,https://spb.cian.ru/sale/flat/308397359/,Москва и МО,sale,flat,5,5,2,44.6,-1,0,8990000,Московский,Новоизмайловский проспект,39К1,Парк Победы,
Домовой,real_estate_agent,https://sochi.cian.ru/sale/flat/277565135/,Москва и МО,sale,flat,3,4,2,75.0,-1,0,9000000,Центральный, Пирогова,5/10,,
Первый Трест,developer,https://ufa.cian.ru/sale/flat/303763995/,Москва и МО,sale,flat,2,32,2,46.23,-1,0,9153500,Советский, Пархоменко,,,Grand Avenue
ЭТАЖИ КАЗАНЬ,real_estate_agent,https://kazan.cian.ru/sale/flat/308678591/,Москва и МО,sale,flat,3,10,2,50.5,-1,0,9400000,Приволжский, Рихарда Зорге,109,Дубравная,
ЭТАЖИ КАЗАНЬ,real_estate_agent,https://kazan.cian.ru/sale/flat/308678515/,Москва и МО,sale,flat,9,16,2,71.0,-1,0,9700000,Советский,проспект Победы,100,Горки,
