author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Простор-недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/308496531/,Москва,sale,flat,2,22,4,139.6,-1,0,57500000,Проспект Вернадского, Удальцова,69,Проспект Вернадского,
INGRAD,developer,https://www.cian.ru/sale/flat/304076623/,Москва,sale,flat,14,16,4,102.78,-1,0,57443742,Даниловский,Г мкр,8,Автозаводская,Форивер ЖК
ASTERUS,developer,https://www.cian.ru/sale/flat/299661863/,Москва,sale,flat,7,14,4,113.7,-1,0,57542746,Покровское-Стрешнево,,,Спартак,Алиа ЖК
ЛСР,developer,https://www.cian.ru/sale/flat/293539858/,Москва,sale,flat,32,40,4,114.4,-1,0,57640783,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,ЗИЛАРТ
Эталон,developer,https://www.cian.ru/sale/flat/306036451/,Москва,sale,flat,3,17,4,121.1,-1,0,57389999,Даниловский,набережная Марка Шагала,15к1,Технопарк,Shagal
Level Group,developer,https://www.cian.ru/sale/flat/309019214/,Москва,sale,flat,35,42,4,94.0,-1,0,,Очаково-Матвеевское,,к2,Мичуринский проспект,Левел Мичуринский ЖК
MR Group,developer,https://www.cian.ru/sale/flat/308601569/,Москва,sale,flat,17,57,4,98.17,-1,0,57596339,Филевский парк,,,Фили,Фили Сити ЖК
MR Group,developer,https://www.cian.ru/sale/flat/308601509/,Москва,sale,flat,27,57,4,91.54,-1,0,57432196,Филевский парк,,,Фили,Фили Сити ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/308921484/,Москва,sale,flat,40,49,4,123.3,-1,0,57137220,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
Страна Девелопмент,developer,https://www.cian.ru/sale/flat/300296935/,Москва,sale,flat,6,20,4,123.28,-1,0,57440000,Даниловский,,,Технопарк,Вау ЖК
Level Group,developer,https://www.cian.ru/sale/flat/308686025/,Москва,sale,flat,2,19,4,109.4,-1,0,57666714,Академический,Профсоюзная ,2/22,Академическая,Level Академическая
ЛСР,developer,https://www.cian.ru/sale/flat/301149224/,Москва,sale,flat,39,52,4,107.6,-1,0,57303348,Москворечье-Сабурово, Борисовские Пруды,1,Борисово,WAVE
Verges of estate,real_estate_agent,https://www.cian.ru/sale/flat/308883325/,Москва,sale,flat,37,48,4,98.0,-1,0,58000000,Обручевский,Ленинский проспект,111к1,Новаторская,Well House на Ленинском
PIONEER,developer,https://www.cian.ru/sale/flat/301513481/,Москва,sale,flat,6,22,4,112.5,-1,0,58179375,Марьина роща,Полковая ,1С12,Савёловская,PRIDE
ФСК,developer,https://www.cian.ru/sale/flat/298665059/,Москва,sale,flat,22,23,4,111.0,-1,0,58006380,Хорошево-Мневники,Шелепихинская набережная,40к2,Хорошёво,Sydney City
Страна Девелопмент,developer,https://www.cian.ru/sale/flat/303193279/,Москва,sale,flat,12,20,4,140.18,-1,0,58000000,Даниловский,,,Технопарк,Вау ЖК
,,https://www.cian.ru/sale/flat/298446919/,Москва,sale,flat,11,18,4,86.3,-1,0,58199603,Замоскворечье,,,Павелецкая,Воксхолл ЖК
Level Group,developer,https://www.cian.ru/sale/flat/308959718/,Москва,sale,flat,36,42,4,91.5,-1,0,,Очаково-Матвеевское,,к10,Аминьевская,Левел Мичуринский ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/308970040/,Москва,sale,flat,46,49,4,124.6,-1,0,57926540,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/308969940/,Москва,sale,flat,37,49,4,129.6,-1,0,58216320,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
КОРТРОС,developer,https://www.cian.ru/sale/flat/306568124/,Москва,sale,flat,12,32,4,128.3,-1,0,58248200,Останкинский, Годовикова,11к4,Алексеевская,iLove
ФСК,developer,https://www.cian.ru/sale/flat/308298352/,Москва,sale,flat,10,16,4,104.1,-1,0,58300164,Свиблово,Снежная ,вл22к3,Свиблово,The Lake
Capital Group,representative_developer,https://www.cian.ru/sale/flat/304746750/,Москва,sale,flat,40,41,4,120.86,-1,0,,Пресненский,,,Шелепиха,Хедлайнер ЖК
MR Group,developer,https://www.cian.ru/sale/flat/306068020/,Москва,sale,flat,22,57,4,99.77,-1,0,58654783,Филевский парк,,,Фили,Фили Сити ЖК
MR Group,developer,https://www.cian.ru/sale/flat/306067879/,Москва,sale,flat,39,57,4,99.48,-1,0,58255488,Филевский парк,,,Фили,Фили Сити ЖК
MR Group,developer,https://www.cian.ru/sale/flat/305978059/,Москва,sale,flat,48,55,4,111.63,-1,0,58650402,Марьина роща, 4-я Марьиной рощи,12к2,Рижская,Mod
Донстрой,developer,https://www.cian.ru/sale/flat/308970002/,Москва,sale,flat,48,49,4,123.7,-1,0,58411140,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
Донстрой,developer,https://www.cian.ru/sale/flat/308969974/,Москва,sale,flat,46,49,4,129.0,-1,0,58514400,Раменки,Кинематографический кв-л,,Мичуринский проспект,Событие ЖК
