author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone,district,street,house_number,underground,residential_complex
Галс-Девелопмент,developer,https://www.cian.ru/sale/flat/306243037/,Москва,sale,flat,15,23,3,82.8,-1,0,39578400,2026,-1,Монолитно-кирпичный,-1,"Без отделки, чистовая","52,1 м²",10 м²,+74951387097,Басманный, Фридриха Энгельса,56С9,Бауманская,Дом 56
