author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306805934/,Москва,sale,flat,3,17,3,79.0,-1,0,21600000,, Корнея Чуковского,5,Рассказовка,Переделкино Ближнее Город-парк
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/309106312/,Москва,sale,flat,4,12,3,65.0,-1,0,22000000,Сокольники, Гастелло,12,Сокольники,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/306107514/,Москва,sale,flat,9,17,3,98.4,-1,0,21990000,,,4,Рассказовка,
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/307608460/,Москва,sale,flat,5,12,3,90.0,-1,0,22200000,, Сервантеса,1к2,Прокшино,Испанские кварталы
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/308019051/,Москва,sale,flat,4,12,3,77.9,-1,0,24000000,Марьино,Перервинский бульвар,27К1,Братиславская,
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/305916311/,Москва,sale,flat,17,17,3,76.4,-1,0,24390000,Солнцево, Главмосстроя,12,Говорово,
Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/308146673/,Москва,sale,flat,17,17,3,75.0,-1,0,24500000,Черемушки,Новочеремушкинская ,50К3,Новые Черёмушки,
Ксения Шахматова,realtor,https://www.cian.ru/sale/flat/309011142/,Москва,sale,flat,3,14,3,72.0,-1,0,25000000,Перово,Мартеновская ,4,Новогиреево,
ID 13078775,homeowner,https://www.cian.ru/sale/flat/309036462/,Москва,sale,flat,8,8,3,61.5,-1,0,26700000,Москворечье-Сабурово,переулок 1-й Котляковский,2Ак3,Варшавская,LIFE Варшавская
ID 600665,homeowner,https://www.cian.ru/sale/flat/308311460/,Москва,sale,flat,10,14,3,73.4,-1,0,27000000,Лефортово,Солдатская ,10К1,Лефортово,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/306947603/,Москва,sale,flat,3,6,3,68.0,-1,0,30000000,Тверской,Новослободская ,73К3,Савёловская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/307104254/,Москва,sale,flat,2,12,3,72.9,-1,0,38000000,Обручевский, Академика Челомея,1А,Воронцовская,AFI Park 
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/300539856/,Москва,sale,flat,7,8,3,80.0,-1,0,38700000,Гагаринский,Ленинский проспект,68/10,Университет,
Century 21 Premium Property,real_estate_agent,https://www.cian.ru/sale/flat/292945872/,Москва,sale,flat,2,6,3,70.8,-1,0,39500000,Даниловский,проспект Лихачева,18к3,Технопарк,Квартал на набережной NOW
Chase R.E.S.,real_estate_agent,https://www.cian.ru/sale/flat/303072770/,Москва,sale,flat,8,23,3,119.2,-1,0,42500000,Кунцево,Рублевское шоссе,109,Молодёжная,
Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/306126771/,Москва,sale,flat,33,39,3,81.4,-1,0,42900000,Ростокино, Вильгельма Пика,3С6,Улица Сергея Эйзенштейна,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/296826054/,Москва,sale,flat,2,7,3,98.0,-1,0,43900000,Донской,Ленинский проспект,35,Ленинский проспект,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304140678/,Москва,sale,flat,15,20,3,77.0,-1,0,45000000,Пресненский,Шмитовский проезд,16С1,Москва-Сити,Шмитовский 16
Sezar Group,developer,https://www.cian.ru/sale/flat/303106775/,Москва,sale,flat,23,51,3,97.03,-1,0,45410040,Хорошевский,2-й Хорошевский проезд,7С18,Хорошёвская,SEZAR CITY
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307253096/,Москва,sale,flat,4,12,3,90.0,-1,0,46500000,Таганский,Краснохолмская набережная,1/15,Таганская,
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/307130827/,Москва,sale,flat,5,7,3,100.0,-1,0,49000000,Замоскворечье,Пятницкая ,76,Добрынинская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308681419/,Москва,sale,flat,12,25,3,76.0,-1,0,49000000,Очаково-Матвеевское,Нежинская ,5к2,Матвеевская,Городские резиденции SPIRES
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/306838955/,Москва,sale,flat,8,16,3,80.0,-1,0,49000000,Хамовники,Большой Саввинский переулок,1,Киевская,
Apple Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/304067577/,Москва,sale,flat,4,8,3,96.0,-1,0,52000000,Дорогомилово,Бережковская набережная,12,Киевская,
СЕДЬМОЕ НЕБО,real_estate_agent,https://www.cian.ru/sale/flat/308000618/,Москва,sale,flat,10,15,3,100.0,-1,0,52500000,Алексеевский,Маломосковская ,14,ВДНХ,1147
ID 94136074,homeowner,https://www.cian.ru/sale/flat/308645772/,Москва,sale,flat,11,40,3,95.0,-1,0,52250000,Раменки, Лобачевского,120к1,Аминьевская,Крылья
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/304670068/,Москва,sale,flat,5,7,3,90.0,-1,0,54000000,Тверской,1-я Тверская-Ямская ,12,Маяковская,
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308306805/,Москва,sale,flat,2,9,3,74.4,-1,0,54900000,Пресненский,Большая Бронная ,5,Пушкинская,
