author_type,url,floor,floors_count,rooms_count,total_meters,price,underground,availability_underground,price_per_meter
developer,https://www.cian.ru/sale/flat/304291420/,13,24,3,91.4,46284960,Беломорская,True,506400
real_estate_agent,https://www.cian.ru/sale/flat/307887666/,6,19,3,153.8,108000000,Университет,True,702211
real_estate_agent,https://www.cian.ru/sale/flat/308008345/,4,21,3,99.0,140000000,Шаболовская,True,1414141
developer,https://www.cian.ru/sale/flat/300878939/,11,12,3,69.2,39198409,Преображенская площадь,True,566451
real_estate_agent,https://www.cian.ru/sale/flat/309081123/,12,14,3,75.0,44988700,Минская,True,599849
real_estate_agent,https://www.cian.ru/sale/flat/306392868/,3,14,3,115.8,130000000,Спортивная,True,1122625
developer,https://www.cian.ru/sale/flat/305914445/,2,33,3,65.8,27682060,Сокольники,True,420700
real_estate_agent,https://www.cian.ru/sale/flat/308872984/,24,36,3,82.4,75000000,ЦСКА,True,910194
real_estate_agent,https://www.cian.ru/sale/flat/306391887/,20,22,3,80.0,28900000,Славянский бульвар,True,361250
developer,https://www.cian.ru/sale/flat/300728860/,34,41,3,92.02,73984080,Кутузовская,True,804000
real_estate_agent,https://www.cian.ru/sale/flat/305021381/,5,21,3,83.0,91300000,Шаболовская,True,1100000
real_estate_agent,https://www.cian.ru/sale/flat/307361729/,7,18,3,118.0,45500000,Молодёжная,True,385593
developer,https://www.cian.ru/sale/flat/302706976/,2,29,3,69.8,30293200,Нагатинская,True,434000
real_estate_agent,https://www.cian.ru/sale/flat/305148214/,10,34,3,102.6,133000000,Поклонная,True,1296296
official_representative,https://www.cian.ru/sale/flat/309103107/,27,52,3,124.0,118000000,Ломоносовский проспект,True,951613
developer,https://www.cian.ru/sale/flat/301041609/,2,41,3,66.0,47823108,Петровский Парк,True,724593
real_estate_agent,https://www.cian.ru/sale/flat/294650793/,62,77,3,111.0,149000000,Москва-Сити,True,1342342
real_estate_agent,https://www.cian.ru/sale/flat/306106929/,5,9,3,80.0,22500000,Митино,True,281250
real_estate_agent,https://www.cian.ru/sale/flat/304247053/,6,17,3,112.6,93000000,Серпуховская,True,825933
real_estate_agent,https://www.cian.ru/sale/flat/303951960/,6,17,3,82.7,39000000,Петровский Парк,True,471584
developer,https://www.cian.ru/sale/flat/300708046/,2,32,3,70.3,18319850,Стахановская,True,260595
real_estate_agent,https://www.cian.ru/sale/flat/300695923/,6,15,3,77.0,42000000,Кунцевская,True,545455
developer,https://www.cian.ru/sale/flat/290294254/,6,28,3,61.1,16497000,Отрадное,True,270000
real_estate_agent,https://www.cian.ru/sale/flat/307089787/,28,30,3,77.8,30500000,Давыдково,True,392031
real_estate_agent,https://www.cian.ru/sale/flat/308344454/,3,37,3,77.0,42000000,Шелепиха,True,545455
real_estate_agent,https://www.cian.ru/sale/flat/307783036/,8,12,3,94.6,54000000,Шаболовская,True,570825
real_estate_agent,https://www.cian.ru/sale/flat/301266879/,25,75,3,187.9,120000000,Деловой центр,True,638638
developer,https://www.cian.ru/sale/flat/293007285/,6,36,3,61.7,17584500,Ростокино,True,285000
real_estate_agent,https://www.cian.ru/sale/flat/308338964/,2,6,3,131.1,110000000,Пушкинская,True,839054
real_estate_agent,https://www.cian.ru/sale/flat/308054572/,14,19,3,115.0,55000000,Раменки,True,478261
real_estate_agent,https://www.cian.ru/sale/flat/305097068/,4,13,3,82.9,43000000,Раменки,True,518697
real_estate_agent,https://www.cian.ru/sale/flat/307084095/,21,25,3,62.2,35000000,Рабочий посёлок,True,562701
developer,https://www.cian.ru/sale/flat/306741441/,7,16,3,64.3,30230034,Октябрьское поле,True,470140
real_estate_agent,https://www.cian.ru/sale/flat/306360333/,6,37,3,76.0,47500000,Белорусская,True,625000
real_estate_agent,https://www.cian.ru/sale/flat/290411907/,2,4,3,219.2,592754072,Парк Культуры,True,2704170
real_estate_agent,https://www.cian.ru/sale/flat/306272049/,5,8,3,130.0,110000000,Третьяковская,True,846154
real_estate_agent,https://www.cian.ru/sale/flat/305059234/,5,5,3,80.3,29500000,Марьина Роща,True,367372
developer,https://www.cian.ru/sale/flat/308125197/,9,33,3,69.7,25684450,Новохохловская,True,368500
real_estate_agent,https://www.cian.ru/sale/flat/296106332/,4,8,3,69.8,66216004,Смоленская,True,948653
real_estate_agent,https://www.cian.ru/sale/flat/286514413/,5,6,3,78.1,72555150,Маяковская,True,929003
developer,https://www.cian.ru/sale/flat/308079146/,2,44,3,69.6,21207398,Трикотажная,True,304704
real_estate_agent,https://www.cian.ru/sale/flat/307811705/,18,25,3,92.0,34000000,Говорово,True,369565
real_estate_agent,https://www.cian.ru/sale/flat/305017611/,2,11,3,65.0,52900000,Раменки,True,813846
developer,https://www.cian.ru/sale/flat/297413615/,2,14,3,104.6,26441040,Тёплый Стан,True,252782
real_estate_agent,https://www.cian.ru/sale/flat/295848895/,2,6,3,118.7,214999900,Парк Культуры,True,1811288
real_estate_agent,https://www.cian.ru/sale/flat/305578530/,3,4,3,125.5,140000000,Курская,True,1115538
real_estate_agent,https://www.cian.ru/sale/flat/296106392/,4,6,3,219.4,318126818,Кропоткинская,True,1449985
homeowner,https://www.cian.ru/sale/flat/306063858/,4,5,3,72.2,17750000,Новогиреево,True,245845
real_estate_agent,https://www.cian.ru/sale/flat/302345285/,1,12,3,71.5,18500000,Преображенская площадь,True,258741
real_estate_agent,https://www.cian.ru/sale/flat/307771676/,12,14,3,79.5,19440000,Люблино,True,244528
real_estate_agent,https://www.cian.ru/sale/flat/304195890/,5,5,3,72.5,24300000,Аэропорт,True,335172
real_estate_agent,https://www.cian.ru/sale/flat/308019045/,11,17,3,74.8,24500000,Беговая,True,327540
real_estate_agent,https://www.cian.ru/sale/flat/307776114/,6,17,3,73.6,24500000,Преображенская площадь,True,332880
real_estate_agent,https://www.cian.ru/sale/flat/303113167/,1,11,3,87.6,24500000,ВДНХ,True,279680
real_estate_agent,https://www.cian.ru/sale/flat/307335544/,12,12,3,63.9,28500000,Марьина Роща,True,446009
real_estate_agent,https://www.cian.ru/sale/flat/308068486/,2,33,3,64.0,29000000,Шелепиха,True,453125
real_estate_agent,https://www.cian.ru/sale/flat/303918323/,1,3,3,90.0,30000000,Физтех,True,333333
real_estate_agent,https://www.cian.ru/sale/flat/306973612/,14,24,3,88.0,30500000,Речной вокзал,True,346591
real_estate_agent,https://www.cian.ru/sale/flat/306312155/,3,3,3,75.4,31000000,Трубная,True,411141
real_estate_agent,https://www.cian.ru/sale/flat/306901618/,5,23,3,69.1,37500000,Народное Ополчение,True,542692
real_estate_agent,https://www.cian.ru/sale/flat/299166255/,6,24,3,72.2,37500000,Полежаевская,True,519391
real_estate_agent,https://www.cian.ru/sale/flat/306885429/,18,26,3,79.6,38000000,Новаторская,True,477387
real_estate_agent,https://www.cian.ru/sale/flat/298337803/,4,8,3,102.4,38500000,Технопарк,True,375977
real_estate_agent,https://www.cian.ru/sale/flat/306829933/,5,9,3,68.3,43000000,Смоленская,True,629575
realtor,https://www.cian.ru/sale/flat/299401850/,23,25,3,140.0,45000000,Озёрная,True,321429
real_estate_agent,https://www.cian.ru/sale/flat/308952209/,1,10,3,125.4,50000000,Достоевская,True,398724
real_estate_agent,https://www.cian.ru/sale/flat/296833235/,22,23,3,163.0,56000000,Новаторская,True,343558
real_estate_agent,https://www.cian.ru/sale/flat/304146073/,8,12,3,100.0,63000000,Маяковская,True,630000
real_estate_agent,https://www.cian.ru/sale/flat/298466120/,12,12,3,81.2,65900000,Сокол,True,811576
real_estate_agent,https://www.cian.ru/sale/flat/291597053/,5,6,3,78.1,72499274,Маяковская,True,928288
real_estate_agent,https://www.cian.ru/sale/flat/307132756/,4,11,3,72.5,75000000,Курская,True,1034483
real_estate_agent,https://www.cian.ru/sale/flat/301897182/,22,23,3,152.0,82000000,Щукинская,True,539474
real_estate_agent,https://www.cian.ru/sale/flat/305002437/,8,14,3,125.2,96500000,,False,770767
real_estate_agent,https://www.cian.ru/sale/flat/305681045/,3,10,3,110.0,97500000,Новослободская,True,886364
real_estate_agent,https://www.cian.ru/sale/flat/306789416/,4,5,3,111.2,99000000,Кропоткинская,True,890288
real_estate_agent,https://www.cian.ru/sale/flat/296106336/,4,7,3,78.9,102280080,Арбатская,True,1296325
real_estate_agent,https://www.cian.ru/sale/flat/302778267/,2,11,3,135.0,110000000,Курская,True,814815
real_estate_agent,https://www.cian.ru/sale/flat/300367025/,9,12,3,102.2,110000000,Минская,True,1076321
real_estate_agent,https://www.cian.ru/sale/flat/299728876/,9,21,3,97.0,120000000,Улица 1905 года,True,1237113
real_estate_agent,https://www.cian.ru/sale/flat/308350583/,14,20,3,132.5,125000000,Воробьёвы горы,True,943396
real_estate_agent,https://www.cian.ru/sale/flat/305726162/,3,8,3,111.0,128750000,Ломоносовский проспект,True,1159910
real_estate_agent,https://www.cian.ru/sale/flat/303584027/,2,13,3,120.0,160000000,Улица 1905 года,True,1333333
real_estate_agent,https://www.cian.ru/sale/flat/306167198/,22,53,3,152.7,167970000,Ломоносовский проспект,True,1100000
real_estate_agent,https://www.cian.ru/sale/flat/307000211/,2,7,3,137.1,650000000,Пушкинская,True,4741065
real_estate_agent,https://www.cian.ru/sale/flat/308405573/,12,12,3,64.1,19999990,Академическая,True,312012
real_estate_agent,https://www.cian.ru/sale/flat/307086036/,9,10,3,73.0,21300000,Рабочий посёлок,True,291781
real_estate_agent,https://www.cian.ru/sale/flat/307817649/,4,25,3,81.0,22900000,Текстильщики,True,282716
real_estate_agent,https://www.cian.ru/sale/flat/303177396/,13,17,3,75.4,23000000,Крылатское,True,305040
real_estate_agent,https://www.cian.ru/sale/flat/305314134/,10,16,3,65.7,24990000,Площадь Ильича,True,380365
homeowner,https://www.cian.ru/sale/flat/309013486/,14,27,3,85.0,28400000,Грачёвская,True,334118
real_estate_agent,https://www.cian.ru/sale/flat/302359178/,25,31,3,73.91,29650000,Аминьевская,True,401164
real_estate_agent,https://www.cian.ru/sale/flat/308751301/,13,25,3,91.0,29990000,Медведково,True,329560
real_estate_agent,https://www.cian.ru/sale/flat/303877563/,19,28,3,85.0,30500000,Авиамоторная,True,358824
real_estate_agent,https://www.cian.ru/sale/flat/284287955/,1,4,3,83.3,31100000,Физтех,True,373349
real_estate_agent,https://www.cian.ru/sale/flat/298534723/,12,51,3,76.0,36200000,Раменки,True,476316
real_estate_agent,https://www.cian.ru/sale/flat/304590085/,4,11,3,80.0,41900000,Ботанический сад,True,523750
realtor,https://www.cian.ru/sale/flat/308326285/,5,12,3,72.0,43500000,Автозаводская,True,604167
real_estate_agent,https://www.cian.ru/sale/flat/304966057/,6,33,3,66.0,44800000,Шелепиха,True,678788
real_estate_agent,https://www.cian.ru/sale/flat/298534728/,36,52,3,78.0,45800000,Раменки,True,587179
real_estate_agent,https://www.cian.ru/sale/flat/308000140/,8,8,3,86.0,46000000,Павелецкая,True,534884
real_estate_agent,https://www.cian.ru/sale/flat/307143396/,14,42,3,68.0,46500000,Фили,True,683824
real_estate_agent,https://www.cian.ru/sale/flat/306834640/,10,33,3,113.9,47000000,Юго-Западная,True,412643
real_estate_agent,https://www.cian.ru/sale/flat/301132027/,22,39,3,83.6,52000000,Аминьевская,True,622010
real_estate_agent,https://www.cian.ru/sale/flat/306894226/,7,7,3,85.0,52000000,Цветной бульвар,True,611765
real_estate_agent,https://www.cian.ru/sale/flat/300191551/,5,23,3,98.3,65000000,Октябрьское поле,True,661241
real_estate_agent,https://www.cian.ru/sale/flat/307672268/,4,23,3,122.7,65000000,Славянский бульвар,True,529747
real_estate_agent,https://www.cian.ru/sale/flat/307449781/,14,22,3,112.0,68000000,Серебряный Бор,True,607143
real_estate_agent,https://www.cian.ru/sale/flat/305078923/,9,14,3,104.0,76500000,Киевская,True,735577
real_estate_agent,https://www.cian.ru/sale/flat/299927735/,2,6,3,80.0,82000000,Третьяковская,True,1025000
real_estate_agent,https://www.cian.ru/sale/flat/300425289/,17,32,3,84.0,83000000,Поклонная,True,988095
real_estate_agent,https://www.cian.ru/sale/flat/308069431/,3,6,3,156.6,89000000,Стрешнево,True,568327
real_estate_agent,https://www.cian.ru/sale/flat/305688775/,11,13,3,143.0,94900000,Маяковская,True,663636
real_estate_agent,https://www.cian.ru/sale/flat/305069664/,9,12,3,105.0,98000000,Новокузнецкая,True,933333
real_estate_agent,https://www.cian.ru/sale/flat/306666518/,48,73,3,104.0,98000000,Деловой центр,True,942308
real_estate_agent,https://www.cian.ru/sale/flat/308449236/,5,6,3,96.0,130000000,Пушкинская,True,1354167
real_estate_agent,https://www.cian.ru/sale/flat/308262381/,4,8,3,117.7,185000000,Арбатская,True,1571793
real_estate_agent,https://www.cian.ru/sale/flat/308564476/,4,7,3,140.0,212664539,Смоленская,True,1519032
real_estate_agent,https://www.cian.ru/sale/flat/302072009/,29,53,3,192.0,241664249,Ломоносовский проспект,True,1258668
real_estate_agent,https://www.cian.ru/sale/flat/284017557/,3,6,3,162.0,290000000,Парк Культуры,True,1790123
real_estate_agent,https://www.cian.ru/sale/flat/282559741/,2,6,3,150.0,357663089,Парк Культуры,True,2384421
real_estate_agent,https://www.cian.ru/sale/flat/303926631/,21,31,3,69.3,25400000,Давыдково,True,366522
real_estate_agent,https://www.cian.ru/sale/flat/304246485/,15,55,3,85.63,36490000,Марьина Роща,True,426136
real_estate_agent,https://www.cian.ru/sale/flat/300707953/,8,11,3,55.1,43000000,Курская,True,780399
real_estate_agent,https://www.cian.ru/sale/flat/306081332/,8,37,3,66.3,46300000,Белорусская,True,698341
real_estate_agent,https://www.cian.ru/sale/flat/305869279/,14,34,3,84.7,72000000,Поклонная,True,850059
real_estate_agent,https://www.cian.ru/sale/flat/306439668/,6,19,3,106.0,73500000,Университет,True,693396
real_estate_agent,https://www.cian.ru/sale/flat/305340279/,9,14,3,104.0,76500000,Киевская,True,735577
real_estate_agent,https://www.cian.ru/sale/flat/306666243/,2,19,3,90.0,87000000,Университет,True,966667
real_estate_agent,https://www.cian.ru/sale/flat/305051855/,6,7,3,100.0,119000000,Смоленская,True,1190000
real_estate_agent,https://www.cian.ru/sale/flat/301968782/,26,36,3,123.0,147480000,Динамо,True,1199024
real_estate_agent,https://www.cian.ru/sale/flat/308136699/,4,7,3,132.3,172000000,Парк Культуры,True,1300076
real_estate_agent,https://www.cian.ru/sale/flat/294650800/,9,57,3,158.0,212664539,Аэропорт,True,1345978
real_estate_agent,https://www.cian.ru/sale/flat/307949989/,3,14,3,68.0,31000000,ЗИЛ,True,455882
developer,https://www.cian.ru/sale/flat/296745463/,22,28,3,78.2,31905600,Народное Ополчение,True,408000
real_estate_agent,https://www.cian.ru/sale/flat/296570255/,50,55,3,63.6,40500000,Марьина Роща,True,636792
developer,https://www.cian.ru/sale/flat/298576257/,7,22,3,66.7,44115010,Площадь трёх вокзалов,True,661394
real_estate_agent,https://www.cian.ru/sale/flat/306705671/,2,4,3,87.1,49500000,Маяковская,True,568312
real_estate_agent,https://www.cian.ru/sale/flat/296569806/,50,55,3,80.11,49900000,Марьина Роща,True,622894
developer,https://www.cian.ru/sale/flat/298576221/,3,22,3,83.9,50884583,Площадь трёх вокзалов,True,606491
real_estate_agent,https://www.cian.ru/sale/flat/303902409/,12,12,3,81.2,64900000,Сокол,True,799261
real_estate_agent,https://www.cian.ru/sale/flat/302136723/,22,24,3,110.0,80000000,Фили,True,727273
real_estate_agent,https://www.cian.ru/sale/flat/299015116/,11,22,3,96.79,87500000,Краснопресненская,True,904019
real_estate_agent,https://www.cian.ru/sale/flat/308759962/,12,14,3,124.0,95000000,ЗИЛ,True,766129
real_estate_agent,https://www.cian.ru/sale/flat/302817609/,3,17,3,97.0,98000000,Улица 1905 года,True,1010309
homeowner,https://www.cian.ru/sale/flat/300137419/,14,22,3,121.0,109000000,Краснопресненская,True,900826
real_estate_agent,https://www.cian.ru/sale/flat/304829065/,5,6,3,151.0,149900000,Пушкинская,True,992715
developer,https://www.cian.ru/sale/flat/303519417/,1,10,3,118.8,166320000,Поклонная,True,1400000
real_estate_agent,https://www.cian.ru/sale/flat/296943732/,3,14,3,124.7,270000000,Полянка,True,2165196
developer,https://www.cian.ru/sale/flat/288206724/,6,7,3,117.16,351480000,Третьяковская,True,3000000
developer,https://www.cian.ru/sale/flat/303616420/,3,6,3,164.1,369225000,Новокузнецкая,True,2250000
developer,https://www.cian.ru/sale/flat/288206727/,3,6,3,132.38,370664000,Третьяковская,True,2800000
real_estate_agent,https://www.cian.ru/sale/flat/307535888/,17,17,3,74.0,20982000,Люблино,True,283541
real_estate_agent,https://www.cian.ru/sale/flat/307540412/,4,36,3,70.0,31000000,Аминьевская,True,442857
real_estate_agent,https://www.cian.ru/sale/flat/306447297/,13,21,3,130.0,155000000,Улица 1905 года,True,1192308
developer,https://www.cian.ru/sale/flat/304284346/,3,4,3,217.0,430000201,Минская,True,1981568
developer,https://www.cian.ru/sale/flat/304753723/,2,44,3,83.71,28859441,Кунцевская,True,344755
real_estate_agent,https://www.cian.ru/sale/flat/302398135/,5,17,3,105.0,130000000,Улица 1905 года,True,1238095
real_estate_agent,https://www.cian.ru/sale/flat/309056610/,6,17,3,79.0,29000000,Новые Черёмушки,True,367089
developer,https://www.cian.ru/sale/flat/303616418/,3,6,3,134.1,295020000,Новокузнецкая,True,2200000
real_estate_agent,https://www.cian.ru/sale/flat/296710178/,22,31,3,83.0,52000000,Аминьевская,True,626506
real_estate_agent,https://www.cian.ru/sale/flat/308946636/,6,6,3,72.3,47750000,Сретенский бульвар,True,660443
developer,https://www.cian.ru/sale/flat/301459890/,7,18,3,84.9,60621401,Ленинский проспект,True,714033
real_estate_agent,https://www.cian.ru/sale/flat/300822468/,5,21,3,117.0,114000000,Улица 1905 года,True,974359
homeowner,https://www.cian.ru/sale/flat/308928418/,14,25,3,109.4,47750000,Аминьевская,True,436472
developer,https://www.cian.ru/sale/flat/308080997/,2,6,3,118.66,195551680,Новокузнецкая,True,1648000
real_estate_agent,https://www.cian.ru/sale/flat/308896854/,7,14,3,206.0,289997099,Смоленская,True,1407753
developer,https://www.cian.ru/sale/flat/306614056/,9,28,3,87.7,32115301,Павелецкая,True,366195
real_estate_agent,https://www.cian.ru/sale/flat/305334629/,5,5,3,84.0,50000000,Бауманская,True,595238
real_estate_agent,https://www.cian.ru/sale/flat/308881187/,15,25,3,67.8,24500000,Пятницкое шоссе,True,361357
developer,https://www.cian.ru/sale/flat/308640109/,3,11,3,85.9,77617693,Павелецкая,True,903582
real_estate_agent,https://www.cian.ru/sale/flat/306151519/,5,8,3,123.0,74800000,Менделеевская,True,608130
realtor,https://www.cian.ru/sale/flat/307964340/,6,9,3,58.7,20900000,Крымская,True,356048
developer,https://www.cian.ru/sale/flat/307942465/,5,35,3,95.73,40514371,Профсоюзная,True,423215
homeowner,https://www.cian.ru/sale/flat/307629661/,8,8,3,95.0,31000000,Молжаниново,True,326316
real_estate_agent,https://www.cian.ru/sale/flat/282555064/,2,18,3,70.0,29950000,Динамо,True,427857
developer,https://www.cian.ru/sale/flat/295988623/,36,67,3,96.4,105000000,Москва-Сити,True,1089212
real_estate_agent,https://www.cian.ru/sale/flat/308747081/,13,20,3,130.2,155000000,Улица 1905 года,True,1190476
real_estate_agent,https://www.cian.ru/sale/flat/300871845/,3,15,3,95.0,35000000,Баррикадная,True,368421
developer,https://www.cian.ru/sale/flat/308110877/,4,6,3,264.6,661500000,Пушкинская,True,2500000
realtor,https://www.cian.ru/sale/flat/309050354/,3,15,3,122.0,65000000,Баррикадная,True,532787
real_estate_agent,https://www.cian.ru/sale/flat/308358079/,37,54,3,73.61,32670000,Хорошёво,True,443826
real_estate_agent,https://www.cian.ru/sale/flat/303279567/,19,39,3,76.0,36000000,Аминьевская,True,473684
real_estate_agent,https://www.cian.ru/sale/flat/307219598/,30,31,3,103.8,53000000,Фили,True,510597
real_estate_agent,https://www.cian.ru/sale/flat/301573903/,5,6,3,80.0,73000000,Арбатская,True,912500
real_estate_agent,https://www.cian.ru/sale/flat/306879612/,2,6,3,110.5,99000000,Пушкинская,True,895928
real_estate_agent,https://www.cian.ru/sale/flat/299067800/,9,12,3,102.2,110000000,Минская,True,1076321
real_estate_agent,https://www.cian.ru/sale/flat/296521536/,4,13,3,149.9,125000000,Баррикадная,True,833889
real_estate_agent,https://www.cian.ru/sale/flat/302734799/,2,4,3,136.0,136000000,Арбатская,True,1000000
developer,https://www.cian.ru/sale/flat/288136849/,37,85,3,187.5,150562821,Москва-Сити,True,803002
real_estate_agent,https://www.cian.ru/sale/flat/292805935/,2,10,3,94.1,153000000,Арбатская,True,1625930
representative_developer,https://www.cian.ru/sale/flat/292484942/,4,7,3,146.3,168000000,Новокузнецкая,True,1148325
real_estate_agent,https://www.cian.ru/sale/flat/304681346/,8,9,3,55.6,19390000,Москва-Сити,True,348741
real_estate_agent,https://www.cian.ru/sale/flat/303177392/,12,17,3,74.6,20300000,Южная,True,272118
real_estate_agent,https://www.cian.ru/sale/flat/307861671/,1,12,3,76.0,20900000,Кленовый бульвар,True,275000
real_estate_agent,https://www.cian.ru/sale/flat/307233990/,14,14,3,74.0,22000000,Медведково,True,297297
real_estate_agent,https://www.cian.ru/sale/flat/307848093/,4,18,3,77.7,23950000,Фонвизинская,True,308237
real_estate_agent,https://www.cian.ru/sale/flat/303671714/,12,45,3,80.6,28490000,Трикотажная,True,353474
real_estate_agent,https://www.cian.ru/sale/flat/307588324/,11,22,3,98.6,29000000,Беломорская,True,294118
real_estate_agent,https://www.cian.ru/sale/flat/302547994/,3,40,3,70.8,29900000,ЗИЛ,True,422316
real_estate_agent,https://www.cian.ru/sale/flat/308418155/,51,54,3,61.28,31500000,Хорошёво,True,514034
real_estate_agent,https://www.cian.ru/sale/flat/308689585/,16,17,3,80.0,32100000,Юго-Западная,True,401250
real_estate_agent,https://www.cian.ru/sale/flat/305747335/,10,22,3,96.6,33000000,Зюзино,True,341615
real_estate_agent,https://www.cian.ru/sale/flat/305933687/,27,35,3,73.0,35500000,Беломорская,True,486301
real_estate_agent,https://www.cian.ru/sale/flat/301267675/,10,14,3,68.75,39000000,Минская,True,567273
real_estate_agent,https://www.cian.ru/sale/flat/302560671/,3,40,3,92.9,38900000,ЗИЛ,True,418730
real_estate_agent,https://www.cian.ru/sale/flat/308743661/,2,29,3,87.5,39500000,Аминьевская,True,451429
real_estate_agent,https://www.cian.ru/sale/flat/307087260/,3,6,3,74.0,46000000,Спортивная,True,621622
real_estate_agent,https://www.cian.ru/sale/flat/298534726/,40,51,3,78.0,36700000,Раменки,True,470513
real_estate_agent,https://www.cian.ru/sale/flat/298529940/,25,52,3,70.0,36500000,Раменки,True,521429
real_estate_agent,https://www.cian.ru/sale/flat/307800346/,4,11,3,97.5,36900000,ЗИЛ,True,378462
real_estate_agent,https://www.cian.ru/sale/flat/306661276/,23,34,3,59.2,37300000,Воронцовская,True,630068
real_estate_agent,https://www.cian.ru/sale/flat/306322342/,22,34,3,67.0,39900000,Воронцовская,True,595522
real_estate_agent,https://www.cian.ru/sale/flat/294555391/,3,13,3,67.8,40000000,Народное Ополчение,True,589971
real_estate_agent,https://www.cian.ru/sale/flat/308794294/,16,17,3,108.9,40990000,Лефортово,True,376400
real_estate_agent,https://www.cian.ru/sale/flat/307407528/,3,21,3,85.9,40990000,Фили,True,477183
real_estate_agent,https://www.cian.ru/sale/flat/307436857/,26,28,3,104.2,43500000,Измайловская,True,417466
real_estate_agent,https://www.cian.ru/sale/flat/299519305/,27,28,3,110.1,44000000,Авиамоторная,True,399637
real_estate_agent,https://www.cian.ru/sale/flat/308800808/,18,33,3,65.2,44300000,Шелепиха,True,679448
real_estate_agent,https://www.cian.ru/sale/flat/308389554/,14,14,3,95.0,44900000,Киевская,True,472632
real_estate_agent,https://www.cian.ru/sale/flat/308402651/,18,40,3,85.0,44500000,Аминьевская,True,523529
real_estate_agent,https://www.cian.ru/sale/flat/305329224/,3,11,3,69.9,45000000,Электрозаводская,True,643777
real_estate_agent,https://www.cian.ru/sale/flat/308252471/,15,24,3,76.6,45000000,Москва-Сити,True,587467
real_estate_agent,https://www.cian.ru/sale/flat/308550838/,7,13,3,120.0,46000000,Москва-Товарная,True,383333
real_estate_agent,https://www.cian.ru/sale/flat/307712349/,23,31,3,81.6,46900000,Аминьевская,True,574755
realtor,https://www.cian.ru/sale/flat/306849002/,7,34,3,111.7,47000000,Щукинская,True,420770
real_estate_agent,https://www.cian.ru/sale/flat/299062637/,6,12,3,95.2,47800000,Динамо,True,502101
real_estate_agent,https://www.cian.ru/sale/flat/305685536/,7,48,3,110.0,49990000,Ломоносовский проспект,True,454455
real_estate_agent,https://www.cian.ru/sale/flat/307521152/,2,9,3,75.0,54900000,Пушкинская,True,732000
real_estate_agent,https://www.cian.ru/sale/flat/308146649/,18,36,3,102.0,57000000,Полежаевская,True,558824
real_estate_agent,https://www.cian.ru/sale/flat/300888488/,11,46,3,82.5,58000000,Павелецкая,True,703030
real_estate_agent,https://www.cian.ru/sale/flat/303532011/,20,58,3,92.5,57800000,Бульвар Генерала Карбышева,True,624865
real_estate_agent,https://www.cian.ru/sale/flat/296813743/,29,29,3,83.5,58400000,Народное Ополчение,True,699401
real_estate_agent,https://www.cian.ru/sale/flat/308906405/,20,20,3,95.6,60000000,Технопарк,True,627615
real_estate_agent,https://www.cian.ru/sale/flat/303630214/,2,8,3,92.0,63420983,Смоленская,True,689359
real_estate_agent,https://www.cian.ru/sale/flat/309122868/,5,23,3,103.5,65000000,Октябрьское поле,True,628019
real_estate_agent,https://www.cian.ru/sale/flat/306169329/,5,16,3,106.0,65000000,Ломоносовский проспект,True,613208
real_estate_agent,https://www.cian.ru/sale/flat/306765622/,12,15,3,100.0,65000000,Технопарк,True,650000
real_estate_agent,https://www.cian.ru/sale/flat/308910758/,3,17,3,98.5,65500000,Белорусская,True,664975
real_estate_agent,https://www.cian.ru/sale/flat/300864943/,15,25,3,110.0,65400000,Аминьевская,True,594545
real_estate_agent,https://www.cian.ru/sale/flat/302504252/,10,22,3,104.7,75000000,Серебряный Бор,True,716332
real_estate_agent,https://www.cian.ru/sale/flat/307581660/,5,19,3,106.5,75000000,Университет,True,704225
real_estate_agent,https://www.cian.ru/sale/flat/295413844/,13,18,3,89.9,76000000,Шаболовская,True,845384
real_estate_agent,https://www.cian.ru/sale/flat/307875548/,3,7,3,148.2,83000000,Цветной бульвар,True,560054
realtor,https://www.cian.ru/sale/flat/307540414/,3,5,3,126.3,83000000,Арбатская,True,657165
real_estate_agent,https://www.cian.ru/sale/flat/302461199/,10,53,3,138.0,85000000,Ломоносовский проспект,True,615942
real_estate_agent,https://www.cian.ru/sale/flat/303201005/,53,73,3,224.0,106000000,Деловой центр,True,473214
real_estate_agent,https://www.cian.ru/sale/flat/294111560/,12,14,3,96.0,110000000,Достоевская,True,1145833
real_estate_agent,https://www.cian.ru/sale/flat/303224245/,23,76,3,184.0,110000000,Деловой центр,True,597826
real_estate_agent,https://www.cian.ru/sale/flat/294675252/,4,7,3,131.4,115290339,Арбатская,True,877400
realtor,https://www.cian.ru/sale/flat/304790365/,4,11,3,116.69,128359000,Парк Победы,True,1100000
real_estate_agent,https://www.cian.ru/sale/flat/308233836/,6,11,3,101.6,130000000,Фрунзенская,True,1279528
developer,https://www.cian.ru/sale/flat/291360068/,60,85,3,156.6,141190694,Москва-Сити,True,901601
real_estate_agent,https://www.cian.ru/sale/flat/307224654/,5,6,3,151.0,149900000,Пушкинская,True,992715
developer,https://www.cian.ru/sale/flat/294641846/,6,8,3,122.1,160561500,Китай-город,True,1315000
real_estate_agent,https://www.cian.ru/sale/flat/294650824/,4,6,3,179.0,259547404,Кропоткинская,True,1449985
real_estate_agent,https://www.cian.ru/sale/flat/303727554/,5,7,3,116.8,357500000,Савёловская,True,3060788
