author_type,url,floor,floors_count,rooms_count,total_meters,price,underground,availability_underground,price_per_meter
real_estate_agent,https://www.cian.ru/sale/flat/308014552/,10,14,2,39.0,14000000,Ростокино,True,358974
real_estate_agent,https://www.cian.ru/sale/flat/304816761/,1,16,2,52.0,13999000,Сортировочная,True,269212
real_estate_agent,https://www.cian.ru/sale/flat/307899557/,13,23,2,34.0,13950000,Спартак,True,410294
real_estate_agent,https://www.cian.ru/sale/flat/307718426/,1,5,2,45.0,14000000,Планерная,True,311111
realtor,https://www.cian.ru/sale/flat/307776076/,8,9,2,40.0,13990000,Кантемировская,True,349750
realtor,https://www.cian.ru/sale/flat/307325426/,5,9,2,42.0,14200000,Сходненская,True,338095
real_estate_agent,https://www.cian.ru/sale/flat/307707718/,1,9,2,46.1,14100000,Бескудниково,True,305857
real_estate_agent,https://www.cian.ru/sale/flat/306079213/,3,3,2,49.4,14100000,Свиблово,True,285425
real_estate_agent,https://www.cian.ru/sale/flat/305691541/,2,9,2,44.0,14200000,Алтуфьево,True,322727
real_estate_agent,https://www.cian.ru/sale/flat/307335551/,6,9,2,46.0,14500000,Алтуфьево,True,315217
real_estate_agent,https://www.cian.ru/sale/flat/306185877/,13,16,2,54.5,14490000,Новоясеневская,True,265872
real_estate_agent,https://www.cian.ru/sale/flat/304075212/,9,9,2,46.0,14500000,Зюзино,True,315217
real_estate_agent,https://www.cian.ru/sale/flat/307524725/,9,14,2,51.4,14470000,Щёлковская,True,281518
real_estate_agent,https://www.cian.ru/sale/flat/307347193/,2,5,2,41.3,14800000,Петровский Парк,True,358354
real_estate_agent,https://www.cian.ru/sale/flat/307539204/,13,13,2,37.9,15000000,Ленинский проспект,True,395778
real_estate_agent,https://www.cian.ru/sale/flat/307524734/,2,12,2,44.6,14980000,Нагорная,True,335874
real_estate_agent,https://www.cian.ru/sale/flat/306055109/,8,14,2,47.5,14950000,Тёплый Стан,True,314737
real_estate_agent,https://www.cian.ru/sale/flat/305271241/,7,9,2,45.0,14950000,Зюзино,True,332222
real_estate_agent,https://www.cian.ru/sale/flat/307484019/,2,9,2,45.1,15100000,Бульвар Рокоссовского,True,334812
real_estate_agent,https://www.cian.ru/sale/flat/307990506/,3,9,2,44.2,15300000,Печатники,True,346154
real_estate_agent,https://www.cian.ru/sale/flat/307949139/,18,25,2,57.0,15400000,Юго-Восточная,True,270175
real_estate_agent,https://www.cian.ru/sale/flat/308000245/,11,16,2,61.7,15300000,Бескудниково,True,247974
real_estate_agent,https://www.cian.ru/sale/flat/306018609/,6,8,2,42.4,15500000,Физтех,True,365566
real_estate_agent,https://www.cian.ru/sale/flat/307290579/,2,12,2,51.1,15490000,Улица Дмитриевского,True,303131
real_estate_agent,https://www.cian.ru/sale/flat/307873704/,3,8,2,51.0,15750000,Петровско-Разумовская,True,308824
real_estate_agent,https://www.cian.ru/sale/flat/307333212/,1,19,2,47.3,16000000,Беговая,True,338266
real_estate_agent,https://www.cian.ru/sale/flat/307572271/,7,24,2,41.0,16130000,Новохохловская,True,393415
real_estate_agent,https://www.cian.ru/sale/flat/307501522/,2,17,2,50.7,16200000,Щёлковская,True,319527
real_estate_agent,https://www.cian.ru/sale/flat/306183180/,1,5,2,45.5,16200000,Кузьминки,True,356044
real_estate_agent,https://www.cian.ru/sale/flat/308440811/,2,17,2,50.7,16200000,Щёлковская,True,319527
real_estate_agent,https://www.cian.ru/sale/flat/308754061/,5,16,2,58.0,16380000,Молжаниново,True,282414
real_estate_agent,https://www.cian.ru/sale/flat/309054974/,2,12,2,51.9,16500000,Нахимовский проспект,True,317919
real_estate_agent,https://www.cian.ru/sale/flat/307716923/,4,18,2,54.0,16600000,Некрасовка,True,307407
real_estate_agent,https://www.cian.ru/sale/flat/306234818/,3,26,2,62.2,16750000,Верхние Лихоборы,True,269293
real_estate_agent,https://www.cian.ru/sale/flat/306845748/,3,14,2,44.5,16700000,Физтех,True,375281
real_estate_agent,https://www.cian.ru/sale/flat/307701912/,13,16,2,54.2,17000000,Ясенево,True,313653
real_estate_agent,https://www.cian.ru/sale/flat/307674298/,10,14,2,59.5,16900000,Кусково,True,284034
real_estate_agent,https://www.cian.ru/sale/flat/306772253/,2,17,2,56.3,17000000,Грачёвская,True,301954
realtor,https://www.cian.ru/sale/flat/308451219/,2,9,2,45.0,16990000,Давыдково,True,377556
real_estate_agent,https://www.cian.ru/sale/flat/305841677/,7,14,2,45.0,17300000,Первомайская,True,384444
real_estate_agent,https://www.cian.ru/sale/flat/306974480/,4,15,2,45.0,17500000,Новоподрезково,True,388889
real_estate_agent,https://www.cian.ru/sale/flat/307113370/,2,10,2,65.0,17499000,Грачёвская,True,269215
real_estate_agent,https://www.cian.ru/sale/flat/307774202/,2,18,2,42.5,17400000,Ботанический сад,True,409412
real_estate_agent,https://www.cian.ru/sale/flat/306576857/,17,18,2,51.4,17700000,Ботанический сад,True,344358
real_estate_agent,https://www.cian.ru/sale/flat/307482046/,22,22,2,58.7,18000000,Ясенево,True,306644
real_estate_agent,https://www.cian.ru/sale/flat/307435913/,6,16,2,54.0,18000000,Тёплый Стан,True,333333
real_estate_agent,https://www.cian.ru/sale/flat/306794976/,11,24,2,40.8,18000000,Новохохловская,True,441176
real_estate_agent,https://www.cian.ru/sale/flat/309038307/,9,9,2,43.0,18000000,Аэропорт,True,418605
real_estate_agent,https://www.cian.ru/sale/flat/305038382/,4,25,2,61.6,18390000,Коптево,True,298539
real_estate_agent,https://www.cian.ru/sale/flat/308418127/,12,25,2,55.2,18390000,Нижегородская,True,333152
real_estate_agent,https://www.cian.ru/sale/flat/308642443/,2,12,2,58.6,18800000,Багратионовская,True,320819
real_estate_agent,https://www.cian.ru/sale/flat/307822856/,15,22,2,58.0,18900000,Беляево,True,325862
real_estate_agent,https://www.cian.ru/sale/flat/307342919/,4,9,2,46.4,19000000,Вавиловская,True,409483
real_estate_agent,https://www.cian.ru/sale/flat/305734105/,4,4,2,53.7,19500000,Сокольники,True,363128
real_estate_agent,https://www.cian.ru/sale/flat/305681183/,5,5,2,56.4,19500000,Нагорная,True,345745
real_estate_agent,https://www.cian.ru/sale/flat/308700916/,15,16,2,51.0,19999999,Белорусская,True,392157
real_estate_agent,https://www.cian.ru/sale/flat/307484021/,32,33,2,45.8,19900000,Бульвар Рокоссовского,True,434498
real_estate_agent,https://www.cian.ru/sale/flat/303159666/,23,25,2,60.1,19990000,Медведково,True,332612
real_estate_agent,https://www.cian.ru/sale/flat/305029357/,8,8,2,55.2,20000000,Дмитровская,True,362319
real_estate_agent,https://www.cian.ru/sale/flat/308012934/,7,11,2,54.0,20300000,Алексеевская,True,375926
real_estate_agent,https://www.cian.ru/sale/flat/304247706/,18,22,2,58.2,20500000,Соколиная гора,True,352234
real_estate_agent,https://www.cian.ru/sale/flat/303273287/,8,13,2,42.3,20500000,ЗИЛ,True,484634
real_estate_agent,https://www.cian.ru/sale/flat/305538484/,19,25,2,59.8,20990000,Бульвар Рокоссовского,True,351003
real_estate_agent,https://www.cian.ru/sale/flat/308679260/,4,43,2,64.9,20999000,Трикотажная,True,323559
real_estate_agent,https://www.cian.ru/sale/flat/309009663/,15,17,2,64.9,21200000,Бабушкинская,True,326656
real_estate_agent,https://www.cian.ru/sale/flat/308474524/,31,31,2,52.9,21000000,Улица Скобелевская,True,396975
real_estate_agent,https://www.cian.ru/sale/flat/307516468/,15,36,2,42.7,21499999,Водный стадион,True,503513
real_estate_agent,https://www.cian.ru/sale/flat/307207551/,11,26,2,54.5,23900000,Авиамоторная,True,438532
real_estate_agent,https://www.cian.ru/sale/flat/306777330/,23,42,2,46.0,23700000,Фили,True,515217
real_estate_agent,https://www.cian.ru/sale/flat/305285775/,16,26,2,55.6,25020000,Площадь Ильича,True,450000
real_estate_agent,https://www.cian.ru/sale/flat/307683064/,2,8,2,54.0,31000000,Красные ворота,True,574074
real_estate_agent,https://www.cian.ru/sale/flat/307541966/,12,22,2,55.0,32500000,ЦСКА,True,590909
real_estate_agent,https://www.cian.ru/sale/flat/308514323/,38,41,2,70.7,34800000,Шелепиха,True,492221
real_estate_agent,https://www.cian.ru/sale/flat/305394775/,2,7,2,64.1,35950000,Баррикадная,True,560842
homeowner,https://www.cian.ru/sale/flat/308888313/,12,14,2,63.2,35800000,Серп и Молот,True,566456
real_estate_agent,https://www.cian.ru/sale/flat/303345447/,21,26,2,87.0,38000000,ЦСКА,True,436782
real_estate_agent,https://www.cian.ru/sale/flat/304599055/,8,21,2,71.3,41300000,Терехово ,True,579243
real_estate_agent,https://www.cian.ru/sale/flat/302627994/,16,23,2,83.9,45400000,Давыдково,True,541120
real_estate_agent,https://www.cian.ru/sale/flat/301906284/,5,9,2,64.0,46000000,Фрунзенская,True,718750
developer,https://www.cian.ru/sale/flat/302839449/,18,21,2,72.5,49957575,Чкаловская,True,689070
real_estate_agent,https://www.cian.ru/sale/flat/305903242/,6,6,2,86.0,55000000,Смоленская,True,639535
realtor,https://www.cian.ru/sale/flat/299877388/,49,78,2,67.0,55555555,Москва-Сити,True,829187
real_estate_agent,https://www.cian.ru/sale/flat/300539848/,5,6,2,100.0,59950000,Павелецкая,True,599500
real_estate_agent,https://www.cian.ru/sale/flat/291444022/,8,18,2,84.0,63000000,Белорусская,True,750000
real_estate_agent,https://www.cian.ru/sale/flat/308091340/,3,6,2,49.0,65000000,Парк Культуры,True,1326531
real_estate_agent,https://www.cian.ru/sale/flat/286643532/,4,8,2,69.0,66267037,Смоленская,True,960392
real_estate_agent,https://www.cian.ru/sale/flat/307572762/,6,8,2,55.0,72000000,Новокузнецкая,True,1309091
real_estate_agent,https://www.cian.ru/sale/flat/306394977/,4,29,2,97.0,78500000,Фили,True,809278
real_estate_agent,https://www.cian.ru/sale/flat/307955930/,5,16,2,95.0,85000000,Смоленская,True,894737
real_estate_agent,https://www.cian.ru/sale/flat/306212544/,1,3,2,229.0,140000000,Народное Ополчение,True,611354
real_estate_agent,https://www.cian.ru/sale/flat/289514736/,2,5,2,64.0,172800000,Кропоткинская,True,2700000
real_estate_agent,https://www.cian.ru/sale/flat/302250937/,2,6,2,140.0,231997679,Чкаловская,True,1657126
real_estate_agent,https://www.cian.ru/sale/flat/305738030/,1,9,2,44.9,9200000,Новогиреево,True,204900
real_estate_agent,https://www.cian.ru/sale/flat/307964050/,4,9,2,36.6,10000000,Верхние Лихоборы,True,273224
real_estate_agent,https://www.cian.ru/sale/flat/303328898/,3,9,2,44.4,10000000,Медведково,True,225225
real_estate_agent,https://www.cian.ru/sale/flat/304744629/,2,9,2,46.0,10000000,Текстильщики,True,217391
real_estate_agent,https://www.cian.ru/sale/flat/307089973/,7,12,2,45.8,10300000,Бирюлёво,True,224891
real_estate_agent,https://www.cian.ru/sale/flat/308346808/,1,12,2,49.2,10300000,Домодедовская,True,209350
real_estate_agent,https://www.cian.ru/sale/flat/308734318/,8,14,2,38.7,10260000,Дегунино,True,265116
real_estate_agent,https://www.cian.ru/sale/flat/307823252/,2,9,2,44.0,10300000,Депо,True,234091
real_estate_agent,https://www.cian.ru/sale/flat/305186616/,9,12,2,38.3,10499999,Братиславская,True,274151
real_estate_agent,https://www.cian.ru/sale/flat/308555648/,2,5,2,44.0,10500000,Соколиная гора,True,238636
real_estate_agent,https://www.cian.ru/sale/flat/304516413/,1,12,2,38.2,10700000,Зюзино,True,280105
real_estate_agent,https://www.cian.ru/sale/flat/306104133/,1,12,2,44.5,10750000,Тёплый Стан,True,241573
real_estate_agent,https://www.cian.ru/sale/flat/307484022/,3,5,2,40.5,10800000,Люблино,True,266667
real_estate_agent,https://www.cian.ru/sale/flat/306556133/,3,12,2,37.8,10950000,Зюзино,True,289683
real_estate_agent,https://www.cian.ru/sale/flat/306025130/,5,12,2,39.0,10990000,Грачёвская,True,281795
real_estate_agent,https://www.cian.ru/sale/flat/305482063/,4,5,2,42.7,10990000,Первомайская,True,257377
real_estate_agent,https://www.cian.ru/sale/flat/308500721/,2,9,2,47.5,10990000,Юго-Восточная,True,231368
real_estate_agent,https://www.cian.ru/sale/flat/305510471/,11,12,2,50.6,10999999,Люблино,True,217391
real_estate_agent,https://www.cian.ru/sale/flat/307952990/,6,9,2,42.2,11250000,Бульвар Рокоссовского,True,266588
real_estate_agent,https://www.cian.ru/sale/flat/306437610/,6,9,2,43.8,11300000,Бибирево,True,257991
real_estate_agent,https://www.cian.ru/sale/flat/308539457/,5,5,2,44.8,11400000,Бульвар Рокоссовского,True,254464
real_estate_agent,https://www.cian.ru/sale/flat/306949139/,3,9,2,42.2,11300000,Коптево,True,267773
real_estate_agent,https://www.cian.ru/sale/flat/308212014/,7,9,2,44.6,11500000,Преображенская площадь,True,257848
real_estate_agent,https://www.cian.ru/sale/flat/307964194/,1,5,2,44.3,11500000,Тимирязевская,True,259594
real_estate_agent,https://www.cian.ru/sale/flat/299104045/,2,9,2,45.0,11500000,Выхино,True,255556
real_estate_agent,https://www.cian.ru/sale/flat/308107483/,5,9,2,30.3,11600000,Молодёжная,True,382838
real_estate_agent,https://www.cian.ru/sale/flat/309061281/,4,5,2,44.0,11700000,Бульвар Генерала Карбышева,True,265909
real_estate_agent,https://www.cian.ru/sale/flat/308890678/,5,9,2,47.0,12000000,Кантемировская,True,255319
real_estate_agent,https://www.cian.ru/sale/flat/307941667/,9,9,2,55.0,12000000,Лухмановская,True,218182
real_estate_agent,https://www.cian.ru/sale/flat/308628670/,4,12,2,53.7,12200000,Лухмановская,True,227188
real_estate_agent,https://www.cian.ru/sale/flat/309095955/,5,16,2,51.7,12250000,Лианозово,True,236944
realtor,https://www.cian.ru/sale/flat/305955498/,12,17,2,52.0,12499000,Щёлковская,True,240365
realtor,https://www.cian.ru/sale/flat/308855448/,11,14,2,52.3,12450000,Бульвар Дмитрия Донского,True,238050
real_estate_agent,https://www.cian.ru/sale/flat/308016343/,7,12,2,38.1,12600000,Щёлковская,True,330709
real_estate_agent,https://www.cian.ru/sale/flat/308891243/,3,14,2,56.0,12800000,Улица Скобелевская,True,228571
real_estate_agent,https://www.cian.ru/sale/flat/305764033/,25,25,2,45.0,12950000,Зеленоград — Крюково,True,287778
real_estate_agent,https://www.cian.ru/sale/flat/305336739/,2,9,2,37.0,12990000,Кантемировская,True,351081
real_estate_agent,https://www.cian.ru/sale/flat/309049159/,9,9,2,42.0,12999000,Чухлинка,True,309500
real_estate_agent,https://www.cian.ru/sale/flat/308226625/,5,5,2,43.0,12900000,Бабушкинская,True,300000
real_estate_agent,https://www.cian.ru/sale/flat/303458234/,17,20,2,32.7,13100000,Солнцево,True,400612
real_estate_agent,https://www.cian.ru/sale/flat/308307632/,3,12,2,52.0,13000000,Свиблово,True,250000
real_estate_agent,https://www.cian.ru/sale/flat/301037884/,12,12,2,52.0,13000000,Отрадное,True,250000
real_estate_agent,https://www.cian.ru/sale/flat/307529070/,5,17,2,50.5,13000000,Москворечье,True,257426
real_estate_agent,https://www.cian.ru/sale/flat/307825438/,2,9,2,45.0,13000000,Люблино,True,288889
real_estate_agent,https://www.cian.ru/sale/flat/308632362/,3,5,2,56.0,13000000,Давыдково,True,232143
real_estate_agent,https://www.cian.ru/sale/flat/300742374/,2,18,2,59.0,13150000,Ботанический сад,True,222881
realtor,https://www.cian.ru/sale/flat/307394462/,2,16,2,39.8,13199000,Матвеевская,True,331633
real_estate_agent,https://www.cian.ru/sale/flat/309044194/,1,5,2,44.4,13500000,Кузьминки,True,304054
realtor,https://www.cian.ru/sale/flat/307856294/,2,9,2,45.1,13400000,Беляево,True,297118
real_estate_agent,https://www.cian.ru/sale/flat/307264405/,14,14,2,47.6,13650000,Бабушкинская,True,286765
real_estate_agent,https://www.cian.ru/sale/flat/307873698/,3,5,2,44.5,13700000,Красный Балтиец,True,307865
real_estate_agent,https://www.cian.ru/sale/flat/308899033/,9,9,2,42.0,13900000,Верхние Лихоборы,True,330952
real_estate_agent,https://www.cian.ru/sale/flat/308538047/,8,12,2,45.1,14000000,Домодедовская,True,310421
real_estate_agent,https://www.cian.ru/sale/flat/306652658/,14,16,2,55.5,13950000,Зеленоград — Крюково,True,251351
real_estate_agent,https://www.cian.ru/sale/flat/307318999/,5,9,2,45.1,14000000,Юго-Западная,True,310421
realtor,https://www.cian.ru/sale/flat/308289119/,8,9,2,42.0,13999999,Рязанский проспект,True,333333
real_estate_agent,https://www.cian.ru/sale/flat/306157002/,7,12,2,52.3,14200000,Лебедянская,True,271511
realtor,https://www.cian.ru/sale/flat/302230950/,6,9,2,44.9,14200000,Беляево,True,316258
real_estate_agent,https://www.cian.ru/sale/flat/306788442/,5,30,2,46.6,14300000,Трикотажная,True,306867
realtor,https://www.cian.ru/sale/flat/308297706/,6,12,2,43.0,14299999,Окская,True,332558
real_estate_agent,https://www.cian.ru/sale/flat/302085306/,9,9,2,40.2,14500000,Новые Черёмушки,True,360697
real_estate_agent,https://www.cian.ru/sale/flat/299969458/,9,12,2,59.6,14450000,Новоподрезково,True,242450
realtor,https://www.cian.ru/sale/flat/308832643/,6,9,2,40.0,14500000,Кожуховская,True,362500
real_estate_agent,https://www.cian.ru/sale/flat/308833122/,11,17,2,50.4,14700000,Медведково,True,291667
real_estate_agent,https://www.cian.ru/sale/flat/305778293/,2,14,2,56.3,14800000,Яхромская,True,262877
real_estate_agent,https://www.cian.ru/sale/flat/309034556/,22,24,2,57.0,14850000,Бабушкинская,True,260526
real_estate_agent,https://www.cian.ru/sale/flat/307874139/,9,12,2,49.6,14999990,Зеленоград — Крюково,True,302419
real_estate_agent,https://www.cian.ru/sale/flat/308363063/,9,9,2,40.0,14999999,Новаторская,True,375000
realtor,https://www.cian.ru/sale/flat/308450634/,4,9,2,47.5,14990000,Ясенево,True,315579
real_estate_agent,https://www.cian.ru/sale/flat/306804258/,14,15,2,56.5,15200000,Кантемировская,True,269027
real_estate_agent,https://www.cian.ru/sale/flat/307995691/,2,22,2,57.8,15300000,Братиславская,True,264706
real_estate_agent,https://www.cian.ru/sale/flat/308200551/,1,12,2,44.2,15500000,Улица Академика Янгеля,True,350679
real_estate_agent,https://www.cian.ru/sale/flat/308569040/,1,5,2,35.4,15500000,Курская,True,437853
real_estate_agent,https://www.cian.ru/sale/flat/307724281/,5,17,2,53.4,15500000,Митино,True,290262
real_estate_agent,https://www.cian.ru/sale/flat/305382206/,11,16,2,60.3,15500000,Физтех,True,257048
real_estate_agent,https://www.cian.ru/sale/flat/308625771/,7,9,2,44.0,15700000,Улица Милашенкова,True,356818
real_estate_agent,https://www.cian.ru/sale/flat/300938173/,3,23,2,49.5,15800000,Стахановская,True,319192
real_estate_agent,https://www.cian.ru/sale/flat/303890565/,5,27,2,65.7,15900000,Некрасовка,True,242009
real_estate_agent,https://www.cian.ru/sale/flat/308852857/,8,9,2,45.0,15900000,Матвеевская,True,353333
real_estate_agent,https://www.cian.ru/sale/flat/308803041/,15,19,2,54.7,16000000,Ховрино,True,292505
real_estate_agent,https://www.cian.ru/sale/flat/308803039/,15,19,2,54.8,16000000,Ховрино,True,291971
real_estate_agent,https://www.cian.ru/sale/flat/300745969/,7,24,2,52.9,16000000,Солнцево,True,302457
homeowner,https://www.cian.ru/sale/flat/308858074/,9,12,2,45.3,15900000,Свиблово,True,350993
real_estate_agent,https://www.cian.ru/sale/flat/308800998/,4,6,2,41.9,16300000,Рабочий посёлок,True,389021
real_estate_agent,https://www.cian.ru/sale/flat/307793840/,18,22,2,61.1,16500000,Пятницкое шоссе,True,270049
real_estate_agent,https://www.cian.ru/sale/flat/308999957/,4,20,2,44.6,16500000,Трикотажная,True,369955
real_estate_agent,https://www.cian.ru/sale/flat/306081919/,4,17,2,51.1,16500000,Медведково,True,322896
real_estate_agent,https://www.cian.ru/sale/flat/306970371/,5,5,2,53.0,16400000,Бутырская,True,309434
real_estate_agent,https://www.cian.ru/sale/flat/308354796/,11,12,2,58.3,16600000,Жулебино,True,284734
real_estate_agent,https://www.cian.ru/sale/flat/309103077/,3,17,2,53.4,16600000,Крылатское,True,310861
real_estate_agent,https://www.cian.ru/sale/flat/308250039/,12,12,2,52.0,16999999,Народное Ополчение,True,326923
realtor,https://www.cian.ru/sale/flat/309082976/,4,9,2,49.5,16900000,Отрадное,True,341414
real_estate_agent,https://www.cian.ru/sale/flat/307715651/,15,32,2,54.3,17300000,Нижегородская,True,318600
developer,https://www.cian.ru/sale/flat/287741366/,10,13,2,50.0,29946000,Павелецкая,True,598920
homeowner,https://www.cian.ru/sale/flat/306373999/,11,12,2,45.0,10499999,Вешняки,True,233333
developer,https://www.cian.ru/sale/flat/306043638/,10,13,2,64.5,38046348,Тульская,True,589866
developer,https://www.cian.ru/sale/flat/307771799/,11,18,2,45.8,56907301,Москва-Сити,True,1242517
real_estate_agent,https://www.cian.ru/sale/flat/307246884/,45,73,2,222.7,160000000,Деловой центр,True,718455
developer,https://www.cian.ru/sale/flat/308399369/,5,11,2,75.79,56842500,Фили,True,750000
realtor,https://www.cian.ru/sale/flat/300954373/,16,23,2,52.8,14990000,Волгоградский проспект,True,283902
developer,https://www.cian.ru/sale/flat/306809947/,2,22,2,45.8,23267700,Савёловская,True,508028
developer,https://www.cian.ru/sale/flat/308011961/,3,6,2,207.3,582330000,Кропоткинская,True,2809117
developer,https://www.cian.ru/sale/flat/306154917/,2,23,2,77.6,86100000,Улица 1905 года,True,1109536
developer,https://www.cian.ru/sale/flat/304842271/,16,34,2,56.1,36913800,Парк Победы,True,658000
homeowner,https://www.cian.ru/sale/flat/300641504/,4,9,2,38.0,15500000,Народное Ополчение,True,407895
developer,https://www.cian.ru/sale/flat/307788196/,18,47,2,57.84,25912320,Полежаевская,True,448000
developer,https://www.cian.ru/sale/flat/305627324/,4,17,2,88.1,51098000,Ленинский проспект,True,580000
real_estate_agent,https://www.cian.ru/sale/flat/307671658/,8,16,2,49.3,47900000,Минская,True,971602
developer,https://www.cian.ru/sale/flat/274701470/,12,17,2,44.4,28704600,Ломоносовский проспект,True,646500
real_estate_agent,https://www.cian.ru/sale/flat/307861663/,16,18,2,86.3,50000000,Раменки,True,579374
developer,https://www.cian.ru/sale/flat/298406172/,4,13,2,66.7,32609630,Спартак,True,488900
real_estate_agent,https://www.cian.ru/sale/flat/309103154/,9,14,2,77.0,59900000,Минская,True,777922
real_estate_agent,https://www.cian.ru/sale/flat/308554500/,8,9,2,44.0,17200000,Дубровка,True,390909
real_estate_agent,https://www.cian.ru/sale/flat/308835652/,6,20,2,44.6,17300000,Трикотажная,True,387892
real_estate_agent,https://www.cian.ru/sale/flat/296778360/,10,12,2,52.0,17500000,Рижская,True,336538
real_estate_agent,https://www.cian.ru/sale/flat/306826437/,5,58,2,32.6,17500000,Калужская,True,536810
real_estate_agent,https://www.cian.ru/sale/flat/306778897/,10,12,2,52.0,17500000,Рабочий посёлок,True,336538
real_estate_agent,https://www.cian.ru/sale/flat/308000999/,8,21,2,56.8,17500000,Перово,True,308099
real_estate_agent,https://www.cian.ru/sale/flat/302919800/,7,14,2,53.0,17469000,Новаторская,True,329604
real_estate_agent,https://www.cian.ru/sale/flat/308689277/,3,12,2,51.0,17490000,Сетунь,True,342941
real_estate_agent,https://www.cian.ru/sale/flat/303967039/,13,19,2,40.2,17500000,Озёрная,True,435323
real_estate_agent,https://www.cian.ru/sale/flat/306777062/,8,22,2,56.6,17700000,Ясенево,True,312721
realtor,https://www.cian.ru/sale/flat/307680773/,15,18,2,57.0,17600000,Кузьминки,True,308772
realtor,https://www.cian.ru/sale/flat/308646626/,8,18,2,51.0,17800000,Ботанический сад,True,349020
real_estate_agent,https://www.cian.ru/sale/flat/306859309/,16,30,2,41.5,17990000,Угрешская,True,433494
real_estate_agent,https://www.cian.ru/sale/flat/301109863/,2,19,2,58.0,18500000,Молодёжная,True,318966
real_estate_agent,https://www.cian.ru/sale/flat/308564065/,8,9,2,48.2,18500000,Новаторская,True,383817
real_estate_agent,https://www.cian.ru/sale/flat/306018451/,10,10,2,55.5,18500000,Коптево,True,333333
real_estate_agent,https://www.cian.ru/sale/flat/306888583/,2,28,2,52.3,18490000,ЗИЛ,True,353537
real_estate_agent,https://www.cian.ru/sale/flat/307949994/,1,9,2,46.0,18500000,ВДНХ,True,402174
real_estate_agent,https://www.cian.ru/sale/flat/308522657/,6,12,2,51.0,18700000,Электрозаводская,True,366667
real_estate_agent,https://www.cian.ru/sale/flat/308569909/,14,21,2,56.0,19000000,Аннино,True,339286
real_estate_agent,https://www.cian.ru/sale/flat/306936871/,8,22,2,59.8,19300000,Озёрная,True,322742
real_estate_agent,https://www.cian.ru/sale/flat/305318277/,10,17,2,54.0,19300000,Дегунино,True,357407
real_estate_agent,https://www.cian.ru/sale/flat/308712561/,13,16,2,61.4,19300000,Преображенская площадь,True,314332
real_estate_agent,https://www.cian.ru/sale/flat/303919495/,30,30,2,53.0,19590000,Угрешская,True,369623
real_estate_agent,https://www.cian.ru/sale/flat/308294306/,7,7,2,58.3,19500000,Октябрьское поле,True,334477
real_estate_agent,https://www.cian.ru/sale/flat/306181299/,7,24,2,56.0,21700000,ЗИЛ,True,387500
real_estate_agent,https://www.cian.ru/sale/flat/308796641/,20,27,2,52.4,22000000,Лефортово,True,419847
real_estate_agent,https://www.cian.ru/sale/flat/308689868/,22,30,2,50.3,22000000,Окская,True,437376
real_estate_agent,https://www.cian.ru/sale/flat/306956699/,7,8,2,63.1,22490000,ВДНХ,True,356418
real_estate_agent,https://www.cian.ru/sale/flat/308559058/,7,48,2,45.0,22500000,Крымская,True,500000
real_estate_agent,https://www.cian.ru/sale/flat/308014187/,2,12,2,56.3,22599999,Сокол,True,401421
developer,https://www.cian.ru/sale/flat/301447803/,2,16,2,55.54,22582564,Тульская,True,406600
real_estate_agent,https://www.cian.ru/sale/flat/303444709/,3,9,2,44.0,22990000,Спортивная,True,522500
real_estate_agent,https://www.cian.ru/sale/flat/306032940/,11,34,2,67.0,22900000,Гражданская,True,341791
real_estate_agent,https://www.cian.ru/sale/flat/309046619/,11,32,2,41.0,23000000,Угрешская,True,560976
real_estate_agent,https://www.cian.ru/sale/flat/303203203/,6,28,2,64.0,23000000,Стрешнево,True,359375
realtor,https://www.cian.ru/sale/flat/307318635/,12,28,2,45.86,23293821,Павелецкая,True,507933
real_estate_agent,https://www.cian.ru/sale/flat/309056787/,2,5,2,42.7,23500000,Савёловская,True,550351
real_estate_agent,https://www.cian.ru/sale/flat/303180557/,29,29,2,59.9,23500000,Бульвар Рокоссовского,True,392321
real_estate_agent,https://www.cian.ru/sale/flat/306668327/,44,47,2,54.4,23700000,Дмитровская,True,435662
realtor,https://www.cian.ru/sale/flat/307378515/,3,20,2,55.0,23700000,Багратионовская,True,430909
real_estate_agent,https://www.cian.ru/sale/flat/306032943/,10,34,2,67.0,23900000,Гражданская,True,356716
real_estate_agent,https://www.cian.ru/sale/flat/305750933/,6,27,2,65.2,24000000,Нагорная,True,368098
real_estate_agent,https://www.cian.ru/sale/flat/309040784/,3,18,2,51.0,24000000,Аэропорт,True,470588
real_estate_agent,https://www.cian.ru/sale/flat/304347794/,22,37,2,46.4,23999000,Водный стадион,True,517220
real_estate_agent,https://www.cian.ru/sale/flat/308274177/,17,32,2,69.9,24300000,Бутырская,True,347639
real_estate_agent,https://www.cian.ru/sale/flat/309013392/,15,32,2,61.2,24500000,Шоссе Энтузиастов,True,400327
real_estate_agent,https://www.cian.ru/sale/flat/309013391/,16,32,2,62.0,24400000,Шоссе Энтузиастов,True,393548
real_estate_agent,https://www.cian.ru/sale/flat/309004844/,11,15,2,79.0,24500000,Сортировочная,True,310127
real_estate_agent,https://www.cian.ru/sale/flat/308448289/,19,19,2,71.1,25000000,Пионерская,True,351617
real_estate_agent,https://www.cian.ru/sale/flat/299370205/,2,17,2,65.0,24990000,Раменки,True,384462
